DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-11-15 00:00:00;5;11;2;5;0;0;0;4;5;0;0;0;0;0
2019-11-15 00:15:00;1;2;1;1;0;0;0;9;10;0;0;0;0;0
2019-11-15 00:30:00;4;9;0;3;0;0;0;4;8;0;0;0;0;0
2019-11-15 00:45:00;3;8;1;5;0;0;0;3;2;0;0;0;0;0
2019-11-15 01:00:00;4;6;3;2;0;0;0;2;5;0;0;0;0;0
2019-11-15 01:15:00;1;5;2;1;1;0;0;5;13;0;0;0;0;0
2019-11-15 01:30:00;0;1;1;3;0;0;0;5;6;0;0;0;0;0
2019-11-15 01:45:00;2;5;1;3;1;1;1;2;6;0;0;0;0;0
2019-11-15 02:00:00;5;9;1;2;0;2;0;2;5;0;0;0;0;0
2019-11-15 02:15:00;4;4;2;1;0;0;0;2;6;0;0;0;0;0
2019-11-15 02:30:00;1;2;0;0;0;1;0;1;4;0;0;0;0;0
2019-11-15 02:45:00;2;3;0;0;0;0;0;0;3;0;0;0;0;0
2019-11-15 03:00:00;2;2;0;0;0;1;0;1;1;0;0;0;0;0
2019-11-15 03:15:00;2;3;2;7;0;2;0;1;6;0;0;0;0;0
2019-11-15 03:30:00;5;6;0;3;0;1;0;1;4;0;0;0;0;0
2019-11-15 03:45:00;4;4;1;2;0;4;0;7;10;0;0;0;0;0
2019-11-15 04:00:00;2;7;0;1;0;0;0;4;4;0;0;0;0;0
2019-11-15 04:15:00;2;4;0;1;0;0;0;1;9;0;0;0;0;0
2019-11-15 04:30:00;10;10;1;1;1;0;0;7;9;0;0;0;0;0
2019-11-15 04:45:00;5;6;2;3;3;0;0;16;22;0;0;0;0;0
2019-11-15 05:00:00;12;11;9;16;8;1;0;47;70;1;0;0;2;0
2019-11-15 05:15:00;4;14;16;25;14;0;0;92;156;1;0;0;1;1
2019-11-15 05:30:00;23;46;17;18;17;1;6;83;131;0;0;0;3;0
2019-11-15 05:45:00;57;117;27;32;20;7;12;85;105;0;0;0;0;0
2019-11-15 06:00:00;62;123;30;30;7;6;7;47;76;1;0;0;2;4
2019-11-15 06:15:00;21;48;31;32;8;5;1;61;73;3;0;0;1;0
2019-11-15 06:30:00;20;26;60;68;11;5;1;113;131;0;0;0;2;0
2019-11-15 06:45:00;25;22;37;39;14;4;2;103;118;8;0;0;4;2
2019-11-15 07:00:00;33;36;35;39;11;0;0;88;117;0;0;0;4;0
2019-11-15 07:15:00;37;54;37;38;10;7;1;88;105;1;0;4;10;1
2019-11-15 07:30:00;32;42;40;41;10;4;2;101;139;0;0;1;8;9
2019-11-15 07:45:00;42;41;35;42;18;5;3;134;147;2;0;0;4;2
2019-11-15 08:00:00;38;42;47;46;11;6;2;123;115;2;0;2;3;0
2019-11-15 08:15:00;37;43;41;47;20;6;0;103;94;0;1;0;4;0
2019-11-15 08:30:00;37;29;23;27;8;4;2;85;62;0;0;0;4;1
2019-11-15 08:45:00;41;40;21;35;22;3;5;66;74;0;0;0;4;0
2019-11-15 09:00:00;37;39;15;15;15;7;3;56;47;0;1;0;4;0
2019-11-15 09:15:00;48;53;20;23;10;7;0;55;42;0;0;0;3;10
2019-11-15 09:30:00;30;33;17;20;13;2;0;30;31;0;0;0;4;4
2019-11-15 09:45:00;27;29;13;18;14;6;1;34;39;0;0;1;8;1
2019-11-15 10:00:00;30;34;10;9;16;4;1;41;34;0;0;0;3;0
2019-11-15 10:15:00;39;43;19;20;19;5;0;31;37;0;0;0;0;0
