DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-01-14 00:00:00;7;3;0;2;0;0;1;0;0;0;0
2020-01-14 00:15:00;8;7;1;1;0;8;2;0;0;0;0
2020-01-14 00:30:00;7;7;0;5;0;6;1;0;0;0;0
2020-01-14 00:45:00;4;3;1;0;0;2;3;0;0;0;0
2020-01-14 01:00:00;7;4;1;1;0;4;0;0;0;0;0
2020-01-14 01:15:00;3;2;0;2;0;2;0;0;0;0;0
2020-01-14 01:30:00;6;2;1;0;0;6;0;0;0;0;0
2020-01-14 01:45:00;11;4;1;0;0;7;0;0;0;0;0
2020-01-14 02:00:00;8;1;0;1;0;2;0;0;0;0;0
2020-01-14 02:15:00;5;2;0;0;0;3;0;0;0;0;0
2020-01-14 02:30:00;7;4;1;2;0;3;0;0;0;0;0
2020-01-14 02:45:00;7;4;2;0;0;4;0;0;0;0;0
2020-01-14 03:00:00;7;5;2;1;0;1;1;0;0;0;0
2020-01-14 03:15:00;6;4;0;0;0;2;0;0;0;0;0
2020-01-14 03:30:00;5;1;1;1;0;1;0;0;0;0;0
2020-01-14 03:45:00;4;2;0;3;0;4;0;0;0;0;0
2020-01-14 04:00:00;9;4;0;0;0;6;1;0;0;0;0
2020-01-14 04:15:00;16;9;0;4;0;3;1;0;0;0;0
2020-01-14 04:30:00;12;10;2;2;0;7;7;0;0;0;0
2020-01-14 04:45:00;24;9;2;4;0;31;4;0;0;0;0
2020-01-14 05:00:00;25;20;3;5;0;49;8;0;0;0;0
2020-01-14 05:15:00;40;31;2;16;0;124;6;0;0;0;0
2020-01-14 05:30:00;48;44;3;20;0;134;12;0;0;0;0
2020-01-14 05:45:00;82;86;13;33;0;115;10;0;0;0;0
2020-01-14 06:00:00;105;98;21;25;0;150;14;0;0;0;0
2020-01-14 06:15:00;83;93;14;28;0;164;16;0;0;0;0
2020-01-14 06:30:00;70;67;10;31;0;160;21;0;0;0;0
2020-01-14 06:45:00;65;70;12;28;0;132;17;0;0;0;0
2020-01-14 07:00:00;57;60;9;37;0;172;21;4;0;0;0
2020-01-14 07:15:00;73;68;14;46;0;134;22;0;3;0;0
2020-01-14 07:30:00;75;83;15;57;0;130;42;0;0;0;0
2020-01-14 07:45:00;87;94;20;57;0;132;41;0;2;0;0
2020-01-14 08:00:00;89;87;16;55;0;133;33;0;0;1;0
2020-01-14 08:15:00;65;74;16;47;0;153;47;0;0;0;0
2020-01-14 08:30:00;79;78;12;46;0;139;23;0;0;0;0
2020-01-14 08:45:00;80;77;20;35;0;123;25;0;0;0;0
2020-01-14 09:00:00;70;61;11;32;0;114;17;0;0;0;0
2020-01-14 09:15:00;75;65;13;34;0;116;17;0;0;0;0
2020-01-14 09:30:00;77;79;17;35;0;103;16;0;21;0;0
2020-01-14 09:45:00;89;63;27;28;0;95;20;0;1;0;0
2020-01-14 10:00:00;70;82;19;42;0;92;23;0;0;1;0
2020-01-14 10:15:00;81;67;16;29;0;87;21;0;0;0;0
2020-01-14 10:30:00;77;68;15;40;0;101;24;0;0;0;0
2020-01-14 10:45:00;75;67;23;33;0;73;17;0;0;0;0
2020-01-14 11:00:00;87;69;20;46;0;78;23;0;0;0;0
2020-01-14 11:15:00;78;73;17;34;0;94;20;5;0;0;0
2020-01-14 11:30:00;89;93;19;35;0;74;32;0;3;4;0
2020-01-14 11:45:00;77;71;14;35;0;78;19;6;0;0;0
2020-01-14 12:00:00;94;90;31;38;0;75;27;0;0;0;0
2020-01-14 12:15:00;93;86;24;47;0;84;24;0;0;0;0
2020-01-14 12:30:00;85;71;22;44;0;62;21;0;0;0;0
2020-01-14 12:45:00;104;74;20;34;0;101;24;0;0;0;0
2020-01-14 13:00:00;113;103;21;52;0;114;23;0;1;0;0
2020-01-14 13:15:00;97;98;22;42;0;132;30;2;15;0;0
2020-01-14 13:30:00;133;117;23;48;0;150;31;0;0;0;0
2020-01-14 13:45:00;110;118;17;36;0;110;30;0;0;3;0
2020-01-14 14:00:00;115;134;28;60;0;94;19;0;1;0;0
2020-01-14 14:15:00;180;177;30;80;0;103;18;1;0;0;0
2020-01-14 14:30:00;178;179;25;64;0;85;31;0;0;0;0
2020-01-14 14:45:00;144;168;25;56;0;94;29;0;1;0;0
2020-01-14 15:00:00;146;167;18;55;0;72;85;0;0;0;0
2020-01-14 15:15:00;183;191;29;59;0;89;19;1;0;0;5
2020-01-14 15:30:00;167;180;32;64;0;96;21;0;0;0;0
2020-01-14 15:45:00;183;188;36;57;0;112;27;1;0;0;0
2020-01-14 16:00:00;159;188;29;61;0;95;29;0;3;0;0
2020-01-14 16:15:00;169;185;26;69;0;125;31;0;0;0;0
2020-01-14 16:30:00;171;197;49;58;0;113;28;4;0;0;0
2020-01-14 16:45:00;162;179;40;56;0;115;26;1;0;0;0
2020-01-14 17:00:00;181;172;36;61;0;112;36;0;0;0;0
2020-01-14 17:15:00;176;173;34;58;0;125;30;18;0;0;0
2020-01-14 17:30:00;150;159;28;53;0;122;21;0;0;0;0
2020-01-14 17:45:00;135;155;38;51;0;85;28;0;0;0;1
2020-01-14 18:00:00;128;139;28;49;0;103;17;10;0;0;0
2020-01-14 18:15:00;130;125;37;45;0;87;30;0;0;0;0
2020-01-14 18:30:00;107;110;29;61;0;77;18;0;2;0;0
2020-01-14 18:45:00;93;99;25;34;0;57;20;0;4;0;0
2020-01-14 19:00:00;65;78;19;32;0;71;17;4;0;0;0
2020-01-14 19:15:00;83;68;24;29;0;51;22;11;0;0;0
2020-01-14 19:30:00;64;47;23;27;0;41;11;0;2;0;0
2020-01-14 19:45:00;58;58;15;25;0;41;13;0;5;0;0
2020-01-14 20:00:00;43;52;16;25;0;38;12;0;0;0;0
2020-01-14 20:15:00;52;53;13;18;0;37;7;0;0;0;0
2020-01-14 20:30:00;52;39;8;20;0;30;7;1;0;0;0
2020-01-14 20:45:00;45;21;12;17;0;41;7;0;0;0;0
2020-01-14 21:00:00;55;44;16;18;0;88;18;0;0;0;0
2020-01-14 21:15:00;34;33;10;16;0;52;10;0;0;0;0
2020-01-14 21:30:00;47;36;10;32;0;41;12;0;0;0;0
2020-01-14 21:45:00;75;64;12;45;0;25;8;0;0;0;0
2020-01-14 22:00:00;121;133;20;25;0;26;9;0;0;0;0
2020-01-14 22:15:00;74;63;11;14;0;33;8;0;0;0;0
2020-01-14 22:30:00;30;24;5;16;0;31;6;0;0;0;0
