DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-12-13 00:00:00;15;5;1;3;4;7;13;8;10;5;0;0
2019-12-13 00:15:00;13;9;2;4;6;10;6;5;17;4;0;0
2019-12-13 00:30:00;10;2;1;4;6;5;4;0;11;5;0;0
2019-12-13 00:45:00;13;10;2;1;2;9;7;5;6;3;0;0
2019-12-13 01:00:00;5;6;1;1;2;6;8;3;8;0;0;0
2019-12-13 01:15:00;9;8;2;3;3;12;15;10;7;3;0;0
2019-12-13 01:30:00;7;4;0;1;1;4;5;4;7;3;0;0
2019-12-13 01:45:00;3;3;0;0;0;5;5;4;1;2;0;0
2019-12-13 02:00:00;1;0;2;1;4;4;4;4;3;3;0;0
2019-12-13 02:15:00;1;1;1;2;3;7;4;1;3;5;0;0
2019-12-13 02:30:00;6;4;1;2;3;5;7;5;6;1;0;0
2019-12-13 02:45:00;4;3;0;1;3;5;7;4;2;3;0;0
2019-12-13 03:00:00;8;5;0;1;0;4;5;4;2;1;0;0
2019-12-13 03:15:00;5;4;0;0;1;4;5;3;1;3;0;0
2019-12-13 03:30:00;3;3;0;1;0;2;1;1;2;1;0;0
2019-12-13 03:45:00;4;3;0;0;0;2;2;0;2;0;0;0
2019-12-13 04:00:00;5;3;0;1;1;6;5;2;3;3;0;0
2019-12-13 04:15:00;8;6;0;1;2;8;2;0;5;2;0;0
2019-12-13 04:30:00;4;3;0;1;1;14;9;4;6;1;0;0
2019-12-13 04:45:00;18;7;0;3;2;9;5;2;8;7;0;0
2019-12-13 05:00:00;18;14;1;4;7;18;15;4;11;5;0;0
2019-12-13 05:15:00;39;16;2;6;10;30;26;7;23;2;0;0
2019-12-13 05:30:00;59;24;3;12;14;48;54;6;38;6;1;0
2019-12-13 05:45:00;43;21;2;13;13;58;55;25;42;18;5;2
2019-12-13 06:00:00;44;26;2;9;13;64;61;33;31;11;10;0
2019-12-13 06:15:00;65;35;4;11;12;89;81;58;36;20;5;1
2019-12-13 06:30:00;68;37;2;11;14;129;128;62;69;25;2;2
2019-12-13 06:45:00;56;36;4;11;17;136;132;62;80;19;0;7
2019-12-13 07:00:00;61;34;8;23;32;158;167;79;72;27;4;16
2019-12-13 07:15:00;77;43;3;28;35;208;146;108;74;29;1;11
2019-12-13 07:30:00;78;45;6;38;37;175;132;109;83;33;9;17
2019-12-13 07:45:00;81;69;8;19;32;130;101;88;92;27;5;13
2019-12-13 08:00:00;81;56;10;19;34;138;125;98;59;26;2;2
2019-12-13 08:15:00;96;42;4;23;26;112;95;79;64;17;5;2
2019-12-13 08:30:00;59;32;10;15;18;101;103;73;78;15;9;2
2019-12-13 08:45:00;69;41;7;18;23;99;100;79;86;21;5;2
2019-12-13 09:00:00;61;41;4;10;19;91;99;51;73;17;3;2
2019-12-13 09:15:00;68;33;6;16;28;73;76;59;50;17;3;3
2019-12-13 09:30:00;78;45;8;16;23;87;64;62;78;22;3;45
2019-12-13 09:45:00;66;46;4;10;14;86;92;58;68;13;4;9
2019-12-13 10:00:00;78;49;3;9;12;68;83;57;82;13;4;25
2019-12-13 10:15:00;67;43;5;16;16;87;79;62;78;18;3;2
2019-12-13 10:30:00;84;53;1;14;19;70;75;63;85;17;4;5
2019-12-13 10:45:00;72;46;5;17;18;73;86;51;73;14;3;51
2019-12-13 11:00:00;77;55;6;22;28;68;68;50;76;23;8;6
2019-12-13 11:15:00;90;54;6;15;23;98;65;70;93;19;5;4
2019-12-13 11:30:00;114;69;9;15;23;79;67;65;80;14;7;28
2019-12-13 11:45:00;117;65;8;15;17;97;97;57;80;16;5;7
2019-12-13 12:00:00;104;66;8;14;18;94;50;59;89;21;3;12
2019-12-13 12:15:00;126;75;14;19;26;93;56;54;72;13;3;5
2019-12-13 12:30:00;140;93;7;25;29;128;49;36;84;20;5;16
2019-12-13 12:45:00;122;101;7;11;16;126;70;40;116;15;2;10
2019-12-13 13:00:00;146;93;6;10;22;108;55;57;122;22;4;15
2019-12-13 13:15:00;167;124;10;25;42;157;73;53;134;28;5;24
2019-12-13 13:30:00;156;117;8;17;25;136;91;92;124;23;4;22
2019-12-13 13:45:00;122;92;6;17;25;110;76;75;105;22;4;0
2019-12-13 14:00:00;139;93;7;16;21;127;83;61;105;20;1;9
2019-12-13 14:15:00;123;91;7;20;30;128;61;75;109;15;3;12
2019-12-13 14:30:00;164;119;9;18;25;123;76;59;106;20;4;15
2019-12-13 14:45:00;147;98;14;22;37;106;69;60;104;27;9;127
2019-12-13 15:00:00;135;92;11;20;27;129;61;68;90;17;4;8
2019-12-13 15:15:00;134;84;13;21;33;107;63;66;92;10;2;12
2019-12-13 15:30:00;133;88;8;21;23;109;75;73;92;16;6;5
2019-12-13 15:45:00;137;100;4;20;28;114;71;65;96;15;6;1
2019-12-13 16:00:00;118;74;6;22;29;110;83;62;118;25;5;0
2019-12-13 16:15:00;120;78;7;24;26;112;84;75;95;16;7;9
2019-12-13 16:30:00;101;82;13;25;31;105;77;72;117;21;5;51
2019-12-13 16:45:00;108;76;5;18;22;129;78;92;87;16;11;15
2019-12-13 17:00:00;108;88;2;11;20;127;72;86;112;22;6;14
2019-12-13 17:15:00;111;79;9;19;25;133;85;75;102;19;5;6
2019-12-13 17:30:00;122;82;6;18;27;173;71;92;89;16;2;5
2019-12-13 17:45:00;95;65;14;15;30;138;79;92;101;19;3;6
2019-12-13 18:00:00;112;62;6;19;22;125;60;91;86;18;2;0
2019-12-13 18:15:00;98;54;7;13;22;100;72;99;90;14;3;3
2019-12-13 18:30:00;81;61;8;18;26;92;86;90;66;18;7;26
2019-12-13 18:45:00;75;48;5;10;23;94;96;90;90;17;2;7
2019-12-13 19:00:00;87;44;9;8;17;67;62;57;61;14;0;4
2019-12-13 19:15:00;63;34;11;10;21;71;65;54;63;17;1;5
2019-12-13 19:30:00;65;43;6;8;13;64;54;49;42;11;5;9
2019-12-13 19:45:00;71;38;7;9;16;58;59;42;34;16;1;4
2019-12-13 20:00:00;49;30;10;10;20;63;61;47;46;18;2;11
2019-12-13 20:15:00;55;33;9;4;13;43;65;48;54;8;0;3
2019-12-13 20:30:00;59;34;8;7;18;41;49;38;29;10;2;11
2019-12-13 20:45:00;50;28;4;7;13;43;45;23;39;12;0;0
2019-12-13 21:00:00;46;34;10;3;14;41;37;26;36;12;0;0
2019-12-13 21:15:00;26;23;6;6;16;41;27;13;49;8;0;0
2019-12-13 21:30:00;38;24;3;3;9;32;27;15;39;7;0;0
2019-12-13 21:45:00;46;22;5;5;16;37;31;21;36;12;0;0
2019-12-13 22:00:00;54;34;7;13;21;36;41;30;73;8;0;0
2019-12-13 22:15:00;59;33;4;11;22;46;42;31;108;12;1;0
2019-12-13 22:30:00;47;24;5;3;16;41;29;21;53;8;0;0
2019-12-13 22:45:00;44;22;9;8;21;43;38;25;48;13;0;0
2019-12-13 23:00:00;37;21;3;9;13;21;20;9;33;10;0;0
2019-12-13 23:15:00;31;21;1;5;8;23;29;22;30;6;0;0
2019-12-13 23:30:00;35;22;2;3;10;26;28;21;34;11;0;0
2019-12-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
