DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-09-18 00:00:00;5;3;7;4;2;8;4;6;4;8;4;1;4
2020-09-18 00:15:00;7;4;2;4;4;11;9;3;3;6;4;1;2
2020-09-18 00:30:00;5;1;3;8;3;4;5;2;3;5;0;1;4
2020-09-18 00:45:00;5;2;0;3;1;10;9;5;3;3;1;0;0
2020-09-18 01:00:00;6;3;1;0;0;7;8;1;1;2;2;2;1
2020-09-18 01:15:00;4;3;1;0;2;4;4;0;0;1;1;0;1
2020-09-18 01:30:00;5;1;1;0;2;10;9;2;1;2;2;1;1
2020-09-18 01:45:00;4;0;1;4;1;5;7;3;5;6;2;1;1
2020-09-18 02:00:00;3;0;2;2;1;6;4;1;2;3;2;0;2
2020-09-18 02:15:00;7;2;3;2;4;8;6;1;0;7;5;0;3
2020-09-18 02:30:00;7;2;0;3;2;15;13;2;0;1;5;1;0
2020-09-18 02:45:00;6;0;0;2;2;6;2;0;0;4;7;2;0
2020-09-18 03:00:00;3;2;1;1;1;5;9;4;0;1;2;1;1
2020-09-18 03:15:00;11;1;0;2;1;9;3;0;0;1;2;0;0
2020-09-18 03:30:00;4;1;0;0;3;12;12;0;1;2;2;2;0
2020-09-18 03:45:00;10;1;2;1;1;10;5;1;1;3;3;0;1
2020-09-18 04:00:00;7;0;1;3;4;6;3;1;0;0;0;0;1
2020-09-18 04:15:00;7;0;0;5;7;11;9;0;1;1;0;1;0
2020-09-18 04:30:00;11;1;3;1;5;16;13;5;2;2;2;0;3
2020-09-18 04:45:00;13;1;2;3;10;22;15;8;3;4;2;0;2
2020-09-18 05:00:00;19;8;1;3;7;23;19;5;1;5;4;2;1
2020-09-18 05:15:00;19;15;4;18;22;29;30;6;3;2;1;0;4
2020-09-18 05:30:00;25;20;11;17;30;49;54;20;6;6;2;0;11
2020-09-18 05:45:00;33;17;9;22;34;58;57;18;11;8;4;1;7
2020-09-18 06:00:00;37;21;12;25;24;49;63;17;13;8;3;2;11
2020-09-18 06:15:00;44;51;10;29;37;67;66;28;13;13;7;1;7
2020-09-18 06:30:00;42;41;20;50;49;75;76;39;32;30;8;1;17
2020-09-18 06:45:00;54;52;17;68;38;89;125;58;44;36;20;4;16
2020-09-18 07:00:00;67;73;12;43;43;72;77;41;23;34;21;5;10
2020-09-18 07:15:00;67;83;23;41;49;88;114;57;30;35;18;10;20
2020-09-18 07:30:00;66;54;16;64;57;108;117;57;43;50;22;10;17
2020-09-18 07:45:00;58;48;21;64;58;112;115;77;56;58;28;12;17
2020-09-18 08:00:00;41;49;22;60;50;84;92;57;30;37;31;14;21
2020-09-18 08:15:00;47;30;17;42;33;77;87;47;33;36;37;12;16
2020-09-18 08:30:00;58;36;21;50;43;81;96;62;39;45;24;18;19
2020-09-18 08:45:00;60;45;19;55;41;84;83;50;35;41;34;10;20
2020-09-18 09:00:00;55;44;20;49;26;73;76;38;24;41;31;6;21
2020-09-18 09:15:00;61;46;18;61;52;91;92;57;44;57;47;19;19
2020-09-18 09:30:00;65;55;16;69;47;93;91;62;32;44;42;13;12
2020-09-18 09:45:00;75;63;18;65;47;100;91;80;51;79;45;15;17
2020-09-18 10:00:00;70;55;16;87;34;83;94;54;38;58;54;25;15
2020-09-18 10:15:00;79;56;12;50;35;89;78;56;31;63;53;18;10
2020-09-18 10:30:00;79;67;23;67;38;99;87;66;36;70;49;27;22
2020-09-18 10:45:00;83;62;18;81;33;93;69;65;37;85;79;27;20
2020-09-18 11:00:00;69;53;17;55;32;74;77;62;40;73;60;24;11
2020-09-18 11:15:00;80;80;30;58;41;92;92;50;39;102;67;22;24
2020-09-18 11:30:00;70;49;19;73;45;103;104;50;42;106;56;17;16
2020-09-18 11:45:00;80;80;24;69;39;99;97;74;55;88;74;23;23
2020-09-18 12:00:00;94;99;23;61;43;92;109;73;49;105;74;21;21
2020-09-18 12:15:00;80;78;26;63;31;84;88;48;38;72;71;22;25
2020-09-18 12:30:00;86;80;23;83;46;92;91;60;45;115;74;26;19
2020-09-18 12:45:00;82;77;28;48;47;109;130;65;41;94;68;33;25
2020-09-18 13:00:00;101;101;24;62;46;99;99;56;40;87;70;28;23
2020-09-18 13:15:00;90;84;24;84;40;103;94;57;45;107;72;24;22
2020-09-18 13:30:00;90;87;28;47;59;108;101;61;35;93;64;21;27
2020-09-18 13:45:00;84;85;26;80;49;106;89;53;42;97;63;24;22
2020-09-18 14:00:00;95;92;28;85;52;115;103;55;41;95;55;29;26
2020-09-18 14:15:00;80;75;23;85;37;126;90;57;48;90;72;23;24
2020-09-18 14:30:00;94;85;28;83;49;103;82;64;28;98;56;30;23
2020-09-18 14:45:00;85;73;21;76;50;109;109;78;61;109;67;22;22
2020-09-18 15:00:00;95;111;20;71;39;106;83;62;55;113;66;26;19
2020-09-18 15:15:00;88;82;31;77;50;121;96;58;38;94;70;26;28
2020-09-18 15:30:00;97;93;26;66;38;99;98;63;45;116;78;19;25
2020-09-18 15:45:00;85;74;28;84;50;97;103;57;48;106;74;21;27
2020-09-18 16:00:00;89;85;27;82;45;109;71;57;36;119;60;23;26
2020-09-18 16:15:00;80;71;23;84;38;112;81;67;50;107;70;15;24
2020-09-18 16:30:00;79;76;24;62;41;120;92;48;37;111;78;25;24
2020-09-18 16:45:00;77;64;21;75;53;103;71;61;49;99;82;23;21
2020-09-18 17:00:00;74;73;26;61;44;97;75;63;45;100;77;21;25
