DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-04-07 00:00:00;0;0;0;0;0;0
2020-04-07 00:15:00;0;1;0;0;0;0
2020-04-07 00:30:00;2;1;0;0;0;0
2020-04-07 00:45:00;3;0;0;0;0;0
2020-04-07 01:00:00;0;0;0;0;0;0
2020-04-07 01:15:00;0;0;0;0;0;0
2020-04-07 01:30:00;0;0;0;0;0;0
2020-04-07 01:45:00;0;0;0;0;0;0
2020-04-07 02:00:00;0;0;0;0;0;0
2020-04-07 02:15:00;0;0;0;0;0;0
2020-04-07 02:30:00;0;0;0;0;0;0
2020-04-07 02:45:00;0;0;0;0;0;0
2020-04-07 03:00:00;0;0;0;0;0;0
2020-04-07 03:15:00;2;0;0;0;0;0
2020-04-07 03:30:00;0;0;0;0;0;0
2020-04-07 03:45:00;0;1;0;0;0;0
2020-04-07 04:00:00;1;0;0;0;0;0
2020-04-07 04:15:00;0;1;0;0;0;0
2020-04-07 04:30:00;1;0;0;0;0;0
2020-04-07 04:45:00;1;0;0;0;0;0
2020-04-07 05:00:00;0;1;0;0;0;0
2020-04-07 05:15:00;2;3;0;0;0;0
2020-04-07 05:30:00;6;3;0;0;0;0
2020-04-07 05:45:00;4;2;0;0;0;0
2020-04-07 06:00:00;4;9;0;0;0;0
2020-04-07 06:15:00;5;4;0;0;0;0
2020-04-07 06:30:00;6;4;0;0;0;0
2020-04-07 06:45:00;8;10;0;0;0;0
2020-04-07 07:00:00;12;3;1;0;0;0
2020-04-07 07:15:00;7;7;0;1;0;0
2020-04-07 07:30:00;13;9;0;0;0;0
2020-04-07 07:45:00;8;10;0;2;0;0
2020-04-07 08:00:00;5;5;0;0;0;0
2020-04-07 08:15:00;3;11;0;0;0;0
2020-04-07 08:30:00;2;10;0;0;0;0
2020-04-07 08:45:00;12;12;2;0;0;0
2020-04-07 09:00:00;11;4;1;0;0;0
2020-04-07 09:15:00;7;7;0;0;0;0
2020-04-07 09:30:00;6;6;0;0;0;0
2020-04-07 09:45:00;8;10;0;0;0;0
2020-04-07 10:00:00;4;3;0;1;0;0
2020-04-07 10:15:00;7;9;0;2;0;0
2020-04-07 10:30:00;8;10;0;4;0;0
2020-04-07 10:45:00;8;14;0;4;0;0
2020-04-07 11:00:00;6;5;2;1;0;0
2020-04-07 11:15:00;9;8;2;3;0;0
2020-04-07 11:30:00;12;10;2;2;0;0
2020-04-07 11:45:00;13;7;3;2;0;0
2020-04-07 12:00:00;7;7;2;1;0;0
2020-04-07 12:15:00;3;13;0;2;0;0
2020-04-07 12:30:00;13;2;1;2;0;0
2020-04-07 12:45:00;2;9;0;1;0;0
2020-04-07 13:00:00;9;10;1;2;0;0
2020-04-07 13:15:00;13;9;0;0;0;0
2020-04-07 13:30:00;5;9;1;3;0;0
2020-04-07 13:45:00;5;8;3;3;0;0
2020-04-07 14:00:00;9;8;4;4;0;0
2020-04-07 14:15:00;11;13;5;3;0;0
2020-04-07 14:30:00;10;11;3;1;0;0
2020-04-07 14:45:00;11;10;4;2;0;0
2020-04-07 15:00:00;14;8;4;5;0;0
2020-04-07 15:15:00;7;17;3;4;0;0
2020-04-07 15:30:00;10;14;0;1;0;0
2020-04-07 15:45:00;10;11;2;4;0;0
2020-04-07 16:00:00;9;21;4;7;0;0
2020-04-07 16:15:00;5;14;6;0;0;0
2020-04-07 16:30:00;13;18;0;4;0;0
2020-04-07 16:45:00;8;12;4;3;0;0
2020-04-07 17:00:00;5;12;4;1;0;0
2020-04-07 17:15:00;12;12;6;0;0;0
2020-04-07 17:30:00;10;9;4;2;0;0
2020-04-07 17:45:00;8;17;2;4;0;0
2020-04-07 18:00:00;2;10;0;3;0;0
2020-04-07 18:15:00;6;9;0;0;0;0
2020-04-07 18:30:00;13;9;4;0;0;0
2020-04-07 18:45:00;7;3;1;2;0;0
2020-04-07 19:00:00;13;7;0;1;0;0
2020-04-07 19:15:00;2;4;3;0;0;0
2020-04-07 19:30:00;4;7;0;1;0;0
2020-04-07 19:45:00;4;7;0;0;0;0
2020-04-07 20:00:00;4;1;1;1;0;0
2020-04-07 20:15:00;2;4;0;0;0;0
2020-04-07 20:30:00;2;4;2;2;0;0
2020-04-07 20:45:00;1;1;0;0;0;0
2020-04-07 21:00:00;3;3;2;0;0;0
2020-04-07 21:15:00;1;0;0;0;0;0
2020-04-07 21:30:00;4;0;0;0;0;0
2020-04-07 21:45:00;2;5;0;0;0;0
2020-04-07 22:00:00;1;0;0;0;0;0
2020-04-07 22:15:00;3;1;0;0;0;0
2020-04-07 22:30:00;1;1;0;0;0;0
2020-04-07 22:45:00;3;2;0;0;0;0
2020-04-07 23:00:00;0;1;0;0;0;0
2020-04-07 23:15:00;1;0;0;0;0;0
2020-04-07 23:30:00;1;0;0;0;0;0
