DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-01-12 00:00:00;11;4;5;2;2;3;1;2;13;0;0;0;0;0;0
2020-01-12 00:15:00;15;3;3;3;2;4;3;1;12;0;0;0;0;0;0
2020-01-12 00:30:00;11;6;7;3;3;3;2;0;13;0;0;0;0;0;0
2020-01-12 00:45:00;9;3;3;2;2;3;2;0;16;0;0;0;0;0;0
2020-01-12 01:00:00;4;3;4;1;1;0;0;1;17;0;0;0;0;0;0
2020-01-12 01:15:00;11;4;6;4;4;1;0;0;17;0;0;0;0;0;0
2020-01-12 01:30:00;6;5;6;4;4;2;1;0;10;0;0;0;0;0;0
2020-01-12 01:45:00;7;0;0;4;4;4;3;0;14;0;0;0;0;0;0
2020-01-12 02:00:00;7;2;4;3;3;3;2;0;9;0;0;0;0;0;0
2020-01-12 02:15:00;3;3;4;3;2;2;2;1;6;0;0;0;0;0;0
2020-01-12 02:30:00;1;1;2;3;2;2;2;1;4;0;0;0;0;0;0
2020-01-12 02:45:00;2;1;1;2;2;0;0;1;7;0;0;0;0;0;0
2020-01-12 03:00:00;4;1;1;0;0;0;0;0;3;0;0;0;0;0;0
2020-01-12 03:15:00;8;1;1;1;1;1;0;0;6;0;0;0;0;0;0
2020-01-12 03:30:00;3;1;1;1;1;1;0;0;4;0;0;0;0;0;0
2020-01-12 03:45:00;6;1;5;3;3;3;0;0;5;0;0;0;0;0;0
2020-01-12 04:00:00;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2020-01-12 04:15:00;4;0;2;0;0;0;0;1;4;0;0;0;0;0;0
2020-01-12 04:30:00;5;0;1;1;1;1;1;0;1;0;0;0;0;0;0
2020-01-12 04:45:00;7;1;2;2;2;3;3;0;7;0;0;0;0;0;0
2020-01-12 05:00:00;10;0;0;1;1;0;0;0;2;0;0;0;0;0;0
2020-01-12 05:15:00;4;2;4;1;1;0;0;0;4;0;0;0;0;0;0
2020-01-12 05:30:00;6;1;2;1;1;1;1;0;5;0;0;0;0;0;0
2020-01-12 05:45:00;6;1;1;1;1;2;2;0;2;0;0;0;0;0;0
2020-01-12 06:00:00;5;2;2;3;3;2;2;0;4;0;0;0;0;0;0
2020-01-12 06:15:00;5;2;4;2;2;1;1;0;4;0;0;0;0;0;0
2020-01-12 06:30:00;2;5;5;1;1;0;0;0;2;0;0;0;0;0;0
2020-01-12 06:45:00;9;3;4;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-12 07:00:00;8;1;2;1;1;0;0;0;5;0;0;0;0;0;0
2020-01-12 07:15:00;3;0;0;2;2;1;1;1;7;0;0;0;0;0;0
2020-01-12 07:30:00;5;2;3;3;3;2;2;0;5;0;0;0;0;0;0
2020-01-12 07:45:00;12;3;3;1;1;2;2;0;7;0;0;0;0;0;0
2020-01-12 08:00:00;14;1;1;3;3;2;1;1;2;0;0;0;0;0;0
2020-01-12 08:15:00;7;2;2;2;2;1;1;0;2;0;0;0;0;0;0
2020-01-12 08:30:00;13;5;7;4;4;3;3;0;6;0;0;0;0;0;0
2020-01-12 08:45:00;26;4;5;6;6;4;4;2;10;0;0;0;0;0;0
2020-01-12 09:00:00;16;3;2;2;2;1;0;0;9;0;0;0;0;0;0
2020-01-12 09:15:00;21;5;9;4;4;3;3;2;20;0;0;0;0;0;0
2020-01-12 09:30:00;26;4;5;10;10;3;3;2;19;0;0;0;0;0;0
2020-01-12 09:45:00;36;12;13;6;5;8;7;2;38;0;0;0;0;0;0
2020-01-12 10:00:00;28;5;5;15;15;3;2;0;32;0;0;0;0;0;0
2020-01-12 10:15:00;31;9;10;7;7;6;5;1;22;0;0;0;0;0;0
2020-01-12 10:30:00;31;7;9;11;11;5;4;4;33;0;0;0;0;0;0
2020-01-12 10:45:00;33;8;10;13;12;4;4;0;28;0;0;0;0;0;0
2020-01-12 11:00:00;26;7;9;15;14;4;2;4;29;0;0;0;0;0;0
