DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-10-17 00:00:00;4;4;0;3;3;1;0;2;2;0;0;0;0;0;0
2020-10-17 00:15:00;8;5;0;4;4;0;0;1;0;0;0;0;0;0;0
2020-10-17 00:30:00;9;6;0;6;5;1;0;2;2;0;0;0;0;0;0
2020-10-17 00:45:00;10;5;0;5;5;6;0;2;1;0;0;0;0;0;0
2020-10-17 01:00:00;8;4;0;3;3;2;0;3;3;0;0;0;0;0;0
2020-10-17 01:15:00;8;1;0;1;1;4;0;2;1;0;0;0;0;0;0
2020-10-17 01:30:00;5;3;0;2;2;3;0;1;2;0;0;0;0;0;0
2020-10-17 01:45:00;6;2;0;1;2;1;0;1;1;0;0;0;0;0;0
2020-10-17 02:00:00;10;6;0;5;5;1;0;0;0;0;0;0;0;0;0
2020-10-17 02:15:00;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-10-17 02:30:00;2;4;0;4;4;0;0;0;0;0;0;0;0;0;0
2020-10-17 02:45:00;6;3;0;3;3;2;0;1;1;0;0;0;0;0;0
2020-10-17 03:00:00;4;4;0;3;3;2;0;1;1;0;0;0;0;0;0
2020-10-17 03:15:00;6;1;0;0;0;0;0;3;2;0;0;0;0;0;0
2020-10-17 03:30:00;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-10-17 03:45:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:15:00;4;2;0;2;2;2;0;2;1;0;0;0;0;0;0
2020-10-17 04:30:00;5;1;0;1;1;2;0;2;1;0;0;0;0;0;0
2020-10-17 04:45:00;3;3;0;3;3;3;0;1;1;0;0;0;0;0;0
2020-10-17 05:00:00;4;3;0;3;3;2;0;1;1;0;0;0;0;0;0
2020-10-17 05:15:00;7;4;0;3;3;11;0;1;1;0;0;0;0;0;0
2020-10-17 05:30:00;14;7;0;6;6;12;0;1;1;0;0;0;0;0;0
2020-10-17 05:45:00;26;9;0;7;7;8;0;2;2;0;0;0;0;0;0
2020-10-17 06:00:00;10;6;0;4;4;7;0;0;0;0;0;0;0;0;0
2020-10-17 06:15:00;26;17;0;16;13;12;0;1;1;0;0;0;0;0;0
2020-10-17 06:30:00;14;7;0;5;5;10;0;5;4;0;0;0;0;0;0
2020-10-17 06:45:00;18;11;0;11;11;8;0;8;8;0;0;0;0;0;0
2020-10-17 07:00:00;14;12;0;10;10;8;0;4;4;0;0;0;0;0;0
2020-10-17 07:15:00;21;20;0;16;22;7;0;7;9;0;0;0;0;0;0
2020-10-17 07:30:00;27;17;0;15;16;9;0;11;9;0;0;0;0;0;0
2020-10-17 07:45:00;16;21;2;18;19;12;0;16;12;0;0;0;0;0;0
