DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-07-16 00:00:00;7;0;4;5;7;2;2;9;0;0;0;0;0;0;0
2020-07-16 00:15:00;7;1;3;4;4;0;3;4;0;0;0;0;0;0;0
2020-07-16 00:30:00;2;0;2;6;6;0;3;6;0;0;0;0;0;0;0
2020-07-16 00:45:00;8;2;0;6;5;1;0;8;0;0;0;0;0;0;0
2020-07-16 01:00:00;3;0;2;1;11;1;2;3;0;0;0;0;0;0;0
2020-07-16 01:15:00;7;2;6;5;6;0;3;9;0;0;0;0;0;0;0
2020-07-16 01:30:00;4;3;8;2;7;0;1;10;0;0;0;0;0;0;0
2020-07-16 01:45:00;3;1;5;0;2;0;1;7;0;0;0;0;0;0;0
2020-07-16 02:00:00;4;0;6;1;7;1;2;6;0;0;0;0;0;0;0
2020-07-16 02:15:00;4;1;7;8;1;1;1;9;0;0;0;0;0;0;0
2020-07-16 02:30:00;1;0;3;4;4;0;2;8;0;0;0;0;0;0;0
2020-07-16 02:45:00;5;1;4;0;5;0;0;5;0;0;0;0;0;0;0
2020-07-16 03:00:00;4;1;0;0;2;0;2;1;0;0;0;0;0;0;0
2020-07-16 03:15:00;8;1;4;7;2;0;2;7;0;0;0;0;0;0;0
2020-07-16 03:30:00;4;1;2;4;4;0;3;6;0;0;0;0;0;0;0
2020-07-16 03:45:00;3;2;0;3;0;0;0;5;0;0;0;0;0;0;0
2020-07-16 04:00:00;5;1;4;6;4;2;3;7;0;0;0;0;0;0;0
2020-07-16 04:15:00;6;2;4;3;5;0;2;8;0;0;0;0;0;0;0
2020-07-16 04:30:00;10;2;5;4;7;2;2;11;0;0;0;0;0;0;0
2020-07-16 04:45:00;16;3;3;8;4;0;3;13;0;0;1;0;0;0;0
2020-07-16 05:00:00;31;4;7;5;13;1;6;12;0;0;1;0;0;8;0
2020-07-16 05:15:00;37;13;5;8;15;1;12;15;0;0;0;0;0;0;0
2020-07-16 05:30:00;63;19;16;26;29;1;20;30;0;2;1;0;0;2;0
2020-07-16 05:45:00;74;36;17;32;25;3;17;34;0;0;1;0;0;1;0
2020-07-16 06:00:00;86;33;17;39;30;3;25;35;0;0;0;0;0;0;0
2020-07-16 06:15:00;111;29;24;38;52;2;22;34;0;0;0;0;0;0;0
2020-07-16 06:30:00;127;35;25;51;51;4;36;31;0;0;2;0;0;0;0
2020-07-16 06:45:00;153;36;24;52;41;4;47;36;0;0;1;0;0;1;0
2020-07-16 07:00:00;150;27;41;39;49;5;33;28;0;0;3;0;0;0;0
2020-07-16 07:15:00;165;24;44;47;73;4;44;46;0;0;0;0;0;0;0
2020-07-16 07:30:00;168;19;35;38;58;10;47;46;0;0;0;0;0;0;0
2020-07-16 07:45:00;163;31;58;41;56;7;59;50;0;0;1;0;0;6;0
2020-07-16 08:00:00;151;16;47;38;40;11;40;26;0;0;0;1;0;0;0
2020-07-16 08:15:00;124;19;36;43;69;11;45;35;0;0;1;0;0;0;0
2020-07-16 08:30:00;145;20;42;37;42;8;44;41;0;0;0;0;3;0;0
2020-07-16 08:45:00;147;14;32;29;56;10;56;39;0;3;2;0;1;0;0
2020-07-16 09:00:00;121;16;34;44;63;7;53;35;0;1;0;0;0;0;0
2020-07-16 09:15:00;129;16;31;21;64;8;44;34;0;0;0;0;0;0;0
2020-07-16 09:30:00;153;15;37;37;71;9;48;47;0;3;0;0;0;0;0
2020-07-16 09:45:00;140;17;42;47;69;10;40;42;0;4;0;0;0;0;0
2020-07-16 10:00:00;118;10;54;43;66;14;48;45;0;1;0;0;0;0;0
2020-07-16 10:15:00;131;11;36;48;71;20;50;33;0;0;3;0;0;16;0
2020-07-16 10:30:00;118;12;48;48;74;11;49;36;0;0;0;0;0;0;0
2020-07-16 10:45:00;112;14;34;39;74;6;41;33;0;0;0;2;0;0;0
2020-07-16 11:00:00;115;6;55;46;73;8;48;45;0;0;0;0;0;0;0
2020-07-16 11:15:00;97;12;45;41;65;7;47;45;0;0;1;0;0;1;0
2020-07-16 11:30:00;104;16;33;49;73;8;57;43;0;0;0;0;1;0;0
