2020-07-14 07:00:00;5;12;26;16;31;57;63;35;31;34;61;58;47;68;76;31;0;0;30;0;0;0;0;0
2020-07-14 07:15:00;16;11;27;16;35;74;69;36;35;66;79;77;60;92;92;38;0;0;30;0;0;0;0;0
2020-07-14 07:30:00;17;21;31;24;41;79;68;41;41;73;84;93;73;86;79;38;0;0;30;0;0;0;0;0
2020-07-14 07:45:00;12;23;35;23;44;74;87;36;38;67;68;69;83;81;85;36;0;0;30;0;0;0;0;0
2020-07-14 08:00:00;7;15;29;20;24;61;64;39;31;46;57;59;65;77;93;24;0;0;30;0;0;0;0;0
2020-07-14 08:15:00;18;18;28;25;41;60;57;47;37;52;63;55;66;76;90;24;0;0;30;0;0;0;0;0
2020-07-14 08:30:00;20;22;28;32;39;66;52;51;35;58;57;56;78;100;83;25;0;0;30;0;0;0;0;0
2020-07-14 08:45:00;15;13;20;18;27;66;60;43;37;35;58;56;84;102;81;16;0;0;30;0;0;0;0;0
2020-07-14 09:00:00;16;18;30;13;17;62;47;34;35;35;58;49;67;89;86;18;0;0;30;0;0;0;0;0
2020-07-14 09:15:00;15;13;14;16;27;68;64;32;35;42;63;49;87;104;75;19;0;0;30;0;0;0;0;0
2020-07-14 09:30:00;20;12;36;18;20;69;49;26;32;35;59;53;73;83;85;26;0;0;30;0;0;0;0;0
2020-07-14 09:45:00;17;17;24;17;23;65;55;32;41;30;49;40;86;104;81;20;0;0;30;0;0;0;0;0
2020-07-14 10:00:00;18;20;25;17;16;64;51;35;31;27;52;34;52;71;79;21;0;0;30;0;0;0;0;0
2020-07-14 10:15:00;17;16;32;19;30;67;60;47;37;34;57;55;89;110;94;12;0;0;30;0;0;0;0;0
2020-07-14 10:30:00;17;22;42;27;22;55;55;46;40;45;55;41;93;96;86;14;0;0;30;0;0;0;0;0
2020-07-14 10:45:00;17;14;26;12;22;58;56;42;36;26;46;36;79;96;86;18;0;0;30;0;0;0;0;0
2020-07-14 11:00:00;19;22;32;18;21;61;65;46;39;21;56;37;74;79;80;8;0;0;30;0;0;0;0;0
2020-07-14 11:15:00;24;20;29;25;20;63;69;41;39;43;60;47;83;101;89;7;0;0;30;0;0;0;0;0
2020-07-14 11:30:00;16;19;43;17;17;65;70;51;49;27;40;34;86;114;78;10;0;0;27;0;0;0;0;0
2020-07-14 11:45:00;29;18;23;26;26;68;71;49;45;33;58;47;100;100;94;15;0;0;30;0;0;0;0;0
2020-07-14 12:00:00;25;17;33;28;17;59;56;37;43;29;51;42;114;93;80;10;0;0;29;1;0;0;0;0
2020-07-14 12:15:00;31;28;31;38;20;61;56;39;39;33;45;43;93;92;77;13;0;0;29;0;0;0;0;0
2020-07-14 12:30:00;20;17;33;26;20;76;65;49;35;25;59;51;79;116;77;8;0;0;29;1;0;0;0;0
2020-07-14 12:45:00;23;15;32;25;24;73;73;44;32;33;50;45;85;99;81;10;0;0;29;1;0;0;0;0
2020-07-14 13:00:00;19;24;38;31;22;75;67;57;36;37;57;55;86;82;87;22;0;0;30;1;0;0;0;0
2020-07-14 13:15:00;10;25;40;34;25;63;61;36;38;39;66;67;96;62;81;13;0;0;31;0;0;0;0;0
2020-07-14 13:30:00;29;27;37;33;24;73;76;46;43;25;67;57;95;84;87;18;0;0;29;0;0;0;0;0
2020-07-14 13:45:00;26;24;28;28;21;72;85;50;43;41;59;61;92;101;96;17;0;0;30;0;0;0;0;0
2020-07-14 14:00:00;24;17;37;27;19;70;71;48;43;30;58;54;109;85;85;13;0;0;30;0;0;0;0;0
2020-07-14 14:15:00;23;25;34;35;24;74;103;53;52;17;52;49;106;118;86;8;0;0;30;0;0;0;0;0
2020-07-14 14:30:00;28;22;51;20;24;72;89;58;51;32;61;51;112;105;87;16;0;0;30;0;0;0;0;0
