DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-11-17 00:00:00;8;10;24;0;0;0;16;3;0
2019-11-17 00:15:00;15;15;30;0;0;0;17;0;0
2019-11-17 00:30:00;13;10;31;0;0;0;21;0;0
2019-11-17 00:45:00;16;12;27;0;0;0;18;0;0
2019-11-17 01:00:00;5;8;18;0;0;0;12;0;0
2019-11-17 01:15:00;5;4;12;0;0;0;7;0;0
2019-11-17 01:30:00;12;9;22;0;0;0;12;0;0
2019-11-17 01:45:00;7;8;17;0;0;0;11;0;0
2019-11-17 02:00:00;11;10;21;0;0;0;12;0;0
2019-11-17 02:15:00;2;4;6;0;0;0;3;0;0
2019-11-17 02:30:00;10;5;16;0;0;0;6;0;0
2019-11-17 02:45:00;7;7;14;0;0;0;4;0;0
2019-11-17 03:00:00;2;2;5;0;0;0;6;0;0
2019-11-17 03:15:00;1;4;9;0;0;0;7;0;0
2019-11-17 03:30:00;2;0;8;0;0;0;5;0;0
2019-11-17 03:45:00;5;2;9;0;0;0;3;0;0
2019-11-17 04:00:00;1;0;4;0;0;0;5;0;0
2019-11-17 04:15:00;3;5;13;0;0;0;10;0;0
2019-11-17 04:30:00;3;3;5;0;0;0;3;0;0
2019-11-17 04:45:00;1;4;5;0;0;0;3;0;0
2019-11-17 05:00:00;3;5;11;0;0;0;4;0;0
2019-11-17 05:15:00;4;4;9;0;0;0;4;0;0
2019-11-17 05:30:00;3;8;14;0;0;0;8;0;0
2019-11-17 05:45:00;1;8;13;0;0;0;9;0;0
2019-11-17 06:00:00;3;4;9;0;0;0;8;0;0
2019-11-17 06:15:00;1;2;9;0;0;0;9;0;0
2019-11-17 06:30:00;3;2;8;0;0;0;6;0;0
2019-11-17 06:45:00;4;9;18;0;0;0;11;0;0
2019-11-17 07:00:00;2;4;10;0;0;0;6;0;0
2019-11-17 07:15:00;2;6;7;0;0;0;2;0;0
2019-11-17 07:30:00;5;2;17;0;0;1;14;0;0
2019-11-17 07:45:00;5;7;10;0;0;0;5;0;0
2019-11-17 08:00:00;8;4;12;0;0;0;5;0;0
2019-11-17 08:15:00;11;9;24;0;0;0;16;0;0
2019-11-17 08:30:00;11;14;25;0;0;0;7;0;0
2019-11-17 08:45:00;17;15;32;0;0;0;11;0;0
2019-11-17 09:00:00;15;5;29;0;0;0;25;0;1
2019-11-17 09:15:00;22;8;34;0;0;0;29;0;0
2019-11-17 09:30:00;23;28;54;0;0;0;37;0;0
2019-11-17 09:45:00;17;22;51;0;0;0;42;0;0
2019-11-17 10:00:00;21;24;47;0;0;0;27;0;0
2019-11-17 10:15:00;11;15;36;0;0;0;38;0;0
2019-11-17 10:30:00;26;19;51;0;0;0;29;4;0
2019-11-17 10:45:00;30;20;59;0;0;1;42;0;0
2019-11-17 11:00:00;33;26;71;0;0;0;46;0;0
2019-11-17 11:15:00;29;28;74;0;0;0;41;0;0
2019-11-17 11:30:00;24;26;68;0;0;0;59;2;0
2019-11-17 11:45:00;34;40;73;0;0;0;50;22;0
2019-11-17 12:00:00;21;18;47;0;0;0;39;0;0
2019-11-17 12:15:00;20;29;60;0;0;1;48;2;4
2019-11-17 12:30:00;34;29;70;0;0;2;46;0;6
2019-11-17 12:45:00;40;27;79;0;0;0;58;3;0
2019-11-17 13:00:00;28;38;73;0;0;0;53;0;4
2019-11-17 13:15:00;29;18;46;0;0;0;46;3;0
2019-11-17 13:30:00;33;29;59;0;0;0;41;3;0
2019-11-17 13:45:00;39;35;74;0;0;0;52;0;10
2019-11-17 14:00:00;36;30;82;0;0;0;90;0;2
2019-11-17 14:15:00;19;21;54;0;0;0;50;1;11
2019-11-17 14:30:00;38;44;82;0;0;0;47;3;8
2019-11-17 14:45:00;35;35;84;0;0;0;75;3;0
2019-11-17 15:00:00;32;27;74;0;0;1;65;0;0
2019-11-17 15:15:00;34;31;63;0;0;0;53;1;0
2019-11-17 15:30:00;33;33;77;0;0;2;74;17;1
2019-11-17 15:45:00;29;42;80;0;0;0;64;1;7
2019-11-17 16:00:00;29;31;78;0;0;0;67;0;0
2019-11-17 16:15:00;30;35;95;0;0;0;74;0;16
2019-11-17 16:30:00;22;26;68;0;0;0;65;0;3
2019-11-17 16:45:00;54;39;98;0;0;1;61;0;4
2019-11-17 17:00:00;36;40;87;0;0;0;71;2;0
2019-11-17 17:15:00;38;49;91;0;0;0;82;2;2
2019-11-17 17:30:00;29;29;74;0;0;1;60;0;0
2019-11-17 17:45:00;26;27;65;0;0;0;59;1;3
2019-11-17 18:00:00;25;31;61;0;0;0;55;0;1
2019-11-17 18:15:00;25;26;58;0;0;0;42;0;0
2019-11-17 18:30:00;26;22;64;0;0;0;60;0;0
2019-11-17 18:45:00;21;21;65;0;0;0;60;0;0
2019-11-17 19:00:00;27;18;62;0;0;0;58;0;0
2019-11-17 19:15:00;20;35;66;0;0;0;53;0;0
2019-11-17 19:30:00;25;27;66;0;0;0;50;0;0
2019-11-17 19:45:00;19;30;56;0;0;0;50;0;0
2019-11-17 20:00:00;17;19;59;0;0;0;48;0;0
2019-11-17 20:15:00;22;23;57;0;0;0;43;0;0
2019-11-17 20:30:00;19;25;53;0;0;1;43;0;0
2019-11-17 20:45:00;18;16;39;0;0;0;26;0;0
2019-11-17 21:00:00;12;17;32;0;0;0;19;0;0
2019-11-17 21:15:00;18;17;42;0;0;0;38;0;0
2019-11-17 21:30:00;9;18;47;0;0;0;35;0;0
2019-11-17 21:45:00;11;13;34;0;0;0;32;0;0
2019-11-17 22:00:00;6;11;30;0;0;0;26;0;0
2019-11-17 22:15:00;4;8;25;0;0;0;20;0;0
2019-11-17 22:30:00;8;17;28;0;0;0;12;0;0
2019-11-17 22:45:00;7;16;22;0;0;0;8;0;0
2019-11-17 23:00:00;5;8;22;0;0;0;19;0;0
2019-11-17 23:15:00;4;3;12;0;0;0;7;0;0
2019-11-17 23:30:00;3;4;13;0;0;0;8;0;0
2019-11-17 23:45:00;3;5;11;0;0;0;9;0;0
