DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-11-23 00:00:00;3;4;2;0;7;4;0;16;8;24;16;8;24;0
2020-11-23 00:15:00;7;0;1;0;4;2;2;20;10;30;20;10;30;0
2020-11-23 00:30:00;8;0;0;1;7;3;3;20;10;30;20;10;30;0
2020-11-23 00:45:00;4;1;3;1;6;2;2;20;10;30;20;10;30;0
2020-11-23 01:00:00;3;0;1;0;7;1;1;26;13;39;26;13;39;0
2020-11-23 01:15:00;3;0;0;1;3;3;1;26;13;39;26;13;39;0
2020-11-23 01:30:00;2;2;1;0;6;2;0;24;12;36;24;12;36;0
2020-11-23 01:45:00;2;0;0;0;5;2;2;26;13;39;26;13;39;0
2020-11-23 02:00:00;1;2;1;0;4;1;2;26;13;39;26;13;39;0
2020-11-23 02:15:00;2;1;0;0;12;2;0;26;13;39;26;13;39;0
2020-11-23 02:30:00;1;1;1;0;4;2;0;26;13;39;26;13;39;0
2020-11-23 02:45:00;1;1;2;0;2;1;0;26;13;39;26;13;39;0
2020-11-23 03:00:00;1;1;0;0;5;3;1;26;13;39;26;13;39;0
2020-11-23 03:15:00;2;2;1;1;7;5;0;24;12;36;24;12;36;0
2020-11-23 03:30:00;3;2;5;1;8;2;3;26;13;39;26;13;39;0
2020-11-23 03:45:00;4;2;1;0;5;0;0;26;13;39;26;13;39;0
2020-11-23 04:00:00;2;1;3;0;5;1;1;26;13;39;26;13;39;0
2020-11-23 04:15:00;5;3;5;4;14;2;3;26;13;39;26;13;39;0
2020-11-23 04:30:00;5;4;2;3;20;0;2;26;13;39;26;13;39;0
2020-11-23 04:45:00;9;11;12;6;29;9;7;26;13;39;26;13;39;0
2020-11-23 05:00:00;30;27;25;24;28;6;2;18;9;28;18;9;28;0
2020-11-23 05:15:00;40;39;47;42;54;10;7;20;10;30;20;10;30;0
2020-11-23 05:30:00;39;60;52;39;67;26;7;20;10;30;20;10;30;0
2020-11-23 05:45:00;35;59;43;36;61;29;14;20;10;29;20;10;29;0
2020-11-23 06:00:00;39;43;35;31;74;24;14;20;10;31;20;10;31;0
2020-11-23 06:15:00;58;49;55;54;59;35;17;20;10;30;20;10;30;0
2020-11-23 06:30:00;88;85;78;72;103;42;28;20;10;30;20;10;30;0
2020-11-23 06:45:00;106;81;82;77;86;40;35;20;10;29;20;10;29;0
2020-11-23 07:00:00;87;84;99;92;80;48;37;20;10;30;20;10;30;0
2020-11-23 07:15:00;114;105;103;109;120;66;56;20;10;31;20;10;31;0
2020-11-23 07:30:00;138;107;91;94;96;50;61;20;10;29;20;10;29;0
2020-11-23 07:45:00;124;99;71;73;123;74;81;20;10;30;20;10;30;0
2020-11-23 08:00:00;103;94;53;58;97;59;71;20;10;30;20;10;30;0
2020-11-23 08:15:00;106;86;64;52;107;44;56;20;10;30;20;10;30;0
2020-11-23 08:30:00;73;75;57;51;109;41;62;20;10;30;20;10;30;0
2020-11-23 08:45:00;90;67;51;42;119;64;56;20;10;30;20;10;30;0
2020-11-23 09:00:00;86;69;37;34;104;49;57;20;10;30;20;10;30;0
2020-11-23 09:15:00;87;55;51;48;96;37;42;21;11;30;21;11;30;0
2020-11-23 09:30:00;88;56;55;50;94;34;55;20;10;30;20;10;30;0
2020-11-23 09:45:00;77;65;52;39;110;47;54;20;10;30;20;10;30;0
2020-11-23 10:00:00;89;64;47;33;102;43;51;20;10;30;20;10;30;0
2020-11-23 10:15:00;87;65;44;33;109;43;75;21;11;30;21;11;30;0
2020-11-23 10:30:00;84;55;52;36;123;56;82;20;10;30;20;10;30;0
2020-11-23 10:45:00;87;55;39;32;100;47;70;19;10;27;19;10;27;0
2020-11-23 11:00:00;93;53;43;32;114;57;90;20;10;30;20;10;30;0
2020-11-23 11:15:00;87;67;47;34;112;55;79;20;10;30;20;10;30;0
2020-11-23 11:30:00;100;63;41;28;121;55;88;18;9;27;18;9;27;0
2020-11-23 11:45:00;102;55;35;30;118;42;84;20;10;30;20;10;30;0
2020-11-23 12:00:00;91;61;41;28;131;49;89;20;10;30;20;10;30;0
2020-11-23 12:15:00;95;61;34;32;146;52;87;20;10;30;20;10;30;0
2020-11-23 12:30:00;108;65;46;40;132;57;97;22;11;33;22;11;33;0
2020-11-23 12:45:00;91;49;45;42;127;59;88;18;9;27;18;9;27;0
2020-11-23 13:00:00;109;61;59;54;134;52;106;20;10;30;20;10;30;0
2020-11-23 13:15:00;105;69;61;55;143;53;97;20;10;30;20;10;30;0
2020-11-23 13:30:00;121;81;54;58;117;62;93;21;11;30;21;11;30;0
2020-11-23 13:45:00;115;65;44;49;126;50;91;20;10;30;20;10;30;0
2020-11-23 14:00:00;107;68;53;42;148;72;115;20;10;30;20;10;30;0
2020-11-23 14:15:00;109;64;39;27;151;67;112;20;10;30;20;10;30;0
2020-11-23 14:30:00;118;64;47;39;159;62;143;20;10;30;20;10;30;0
2020-11-23 14:45:00;130;69;42;38;146;62;126;20;10;30;20;10;30;0
2020-11-23 15:00:00;124;52;51;40;132;56;135;20;10;30;20;10;30;0
2020-11-23 15:15:00;110;65;41;29;146;61;126;21;11;30;21;11;30;0
2020-11-23 15:30:00;111;73;43;45;141;70;140;20;10;30;20;10;30;0
2020-11-23 15:45:00;109;77;43;40;146;55;128;20;10;30;20;10;30;0
2020-11-23 16:00:00;124;56;45;28;147;75;126;20;10;30;20;10;30;0
2020-11-23 16:15:00;114;63;42;31;150;60;153;21;11;30;21;11;30;0
2020-11-23 16:30:00;122;70;38;29;152;60;153;20;10;30;20;10;30;0
2020-11-23 16:45:00;134;65;39;26;149;55;145;21;11;30;21;11;30;0
2020-11-23 17:00:00;126;72;34;28;146;61;122;20;10;30;20;10;30;0
2020-11-23 17:15:00;109;59;39;25;145;65;156;21;11;30;21;11;30;0
2020-11-23 17:30:00;116;69;48;28;135;60;114;20;10;30;20;10;30;0
2020-11-23 17:45:00;119;39;32;16;129;52;102;20;10;30;20;10;30;0
2020-11-23 18:00:00;94;60;34;34;116;40;92;20;10;30;20;10;30;0
2020-11-23 18:15:00;92;46;30;25;132;59;89;20;10;30;20;10;30;0
2020-11-23 18:30:00;91;36;30;21;97;36;99;20;10;30;20;10;30;0
2020-11-23 18:45:00;75;44;26;8;78;40;68;20;10;30;20;10;30;0
2020-11-23 19:00:00;73;22;19;14;88;34;74;20;10;30;20;10;30;0
2020-11-23 19:15:00;69;17;20;10;93;29;72;20;10;30;20;10;30;0
2020-11-23 19:30:00;61;23;29;16;72;29;58;20;10;30;20;10;30;0
2020-11-23 19:45:00;52;17;20;15;54;20;42;20;10;30;20;10;30;0
2020-11-23 20:00:00;38;26;13;5;57;17;48;20;10;30;20;10;30;0
2020-11-23 20:15:00;48;11;12;9;53;17;44;20;10;30;20;10;30;0
2020-11-23 20:30:00;27;17;12;7;49;17;32;20;10;30;20;10;30;0
2020-11-23 20:45:00;23;20;21;13;35;9;22;20;10;30;20;10;30;0
2020-11-23 21:00:00;30;25;30;28;49;11;21;20;10;30;20;10;30;0
2020-11-23 21:15:00;30;23;27;25;43;15;10;20;10;30;20;10;30;0
2020-11-23 21:30:00;29;13;16;7;38;13;15;20;10;30;20;10;30;0
2020-11-23 21:45:00;31;7;11;7;64;13;33;20;10;30;20;10;30;0
2020-11-23 22:00:00;40;10;6;2;80;12;70;20;10;30;20;10;30;0
2020-11-23 22:15:00;29;9;4;2;72;22;64;20;10;30;20;10;30;0
2020-11-23 22:30:00;23;6;3;0;31;8;24;20;10;30;20;10;30;0
2020-11-23 22:45:00;8;4;3;1;28;6;6;20;10;30;20;10;30;0
2020-11-23 23:00:00;6;4;4;1;25;4;11;20;10;30;20;10;30;0
2020-11-23 23:15:00;14;1;3;1;11;5;7;20;10;30;20;10;30;0
2020-11-23 23:30:00;12;3;2;0;8;4;4;20;10;30;20;10;30;0
2020-11-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
