DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-09-24 00:00:00;0;5;2;1;3;3;2;5;1;0;5;8;7
2020-09-24 00:15:00;0;6;2;2;1;3;1;9;2;2;2;5;2
2020-09-24 00:30:00;0;0;4;0;2;5;1;2;3;0;2;2;0
2020-09-24 00:45:00;0;5;2;1;1;5;2;4;2;0;3;6;1
2020-09-24 01:00:00;0;7;2;0;1;5;1;6;2;0;3;7;3
2020-09-24 01:15:00;0;4;2;0;2;3;0;3;0;0;3;1;0
2020-09-24 01:30:00;0;2;2;0;0;4;1;0;0;0;5;2;1
2020-09-24 01:45:00;0;3;2;0;3;3;0;3;2;0;1;2;1
2020-09-24 02:00:00;0;1;0;0;1;4;2;1;1;0;2;1;1
2020-09-24 02:15:00;0;1;1;0;2;3;1;3;0;0;9;6;1
2020-09-24 02:30:00;0;2;1;0;0;0;0;0;1;0;2;2;1
2020-09-24 02:45:00;0;0;0;0;1;6;1;3;1;0;0;2;3
2020-09-24 03:00:00;0;2;3;0;2;5;1;1;0;0;2;3;0
2020-09-24 03:15:00;0;2;2;0;3;5;0;2;0;0;1;1;4
2020-09-24 03:30:00;0;1;1;0;1;3;2;2;0;0;2;1;0
2020-09-24 03:45:00;0;3;2;0;1;5;0;3;2;1;3;3;1
2020-09-24 04:00:00;0;2;3;0;1;3;0;7;1;1;4;2;0
2020-09-24 04:15:00;0;4;4;0;3;5;3;4;2;0;8;4;3
2020-09-24 04:30:00;0;3;0;0;1;13;4;9;3;1;14;11;0
2020-09-24 04:45:00;0;6;3;2;2;14;4;12;4;3;23;15;6
2020-09-24 05:00:00;0;11;6;0;3;18;8;28;15;5;56;50;12
2020-09-24 05:15:00;0;10;9;0;6;26;12;49;38;5;71;80;16
2020-09-24 05:30:00;0;19;16;1;13;46;16;53;35;5;78;84;20
2020-09-24 05:45:00;0;25;17;0;49;81;29;53;52;2;45;46;19
2020-09-24 06:00:00;0;26;24;4;38;76;41;50;43;2;37;36;25
2020-09-24 06:15:00;0;24;24;4;33;71;27;56;49;4;54;66;14
2020-09-24 06:30:00;0;40;35;6;37;52;13;102;105;5;89;80;37
2020-09-24 06:45:00;0;31;28;3;30;58;16;97;97;1;68;81;35
2020-09-24 07:00:00;0;35;28;4;30;41;16;97;109;8;66;68;34
2020-09-24 07:15:00;0;48;36;7;46;71;30;135;148;10;66;55;53
2020-09-24 07:30:00;0;70;53;9;55;71;26;136;162;13;77;85;63
2020-09-24 07:45:00;0;74;67;6;28;64;32;100;124;8;77;87;75
2020-09-24 08:00:00;0;65;64;8;43;68;20;112;111;10;79;76;67
2020-09-24 08:15:00;0;44;28;2;53;66;22;75;73;6;58;65;55
2020-09-24 08:30:00;0;60;35;5;53;68;30;82;77;5;53;64;40
2020-09-24 08:45:00;0;51;39;14;47;56;24;69;46;10;63;48;63
2020-09-24 09:00:00;0;47;38;10;29;48;18;64;55;13;43;46;26
2020-09-24 09:15:00;0;41;40;11;36;41;11;69;49;6;58;46;37
2020-09-24 09:30:00;0;36;32;6;31;42;20;61;53;22;56;54;36
2020-09-24 09:45:00;0;52;48;4;45;67;25;66;52;12;67;51;51
2020-09-24 10:00:00;0;57;55;7;47;54;28;59;43;10;48;51;36
2020-09-24 10:15:00;0;42;33;14;36;54;24;75;44;7;60;48;41
2020-09-24 10:30:00;0;67;50;11;44;50;30;60;48;17;57;43;45
2020-09-24 10:45:00;0;63;52;10;46;74;22;63;39;11;50;45;50
2020-09-24 11:00:00;0;64;40;9;50;56;14;65;45;16;59;50;45
2020-09-24 11:15:00;0;61;50;8;38;61;25;63;36;18;49;40;44
2020-09-24 11:30:00;0;67;54;9;56;62;34;65;37;10;65;62;52
2020-09-24 11:45:00;0;54;51;12;40;58;20;80;45;10;58;50;43
2020-09-24 12:00:00;0;60;54;12;62;78;27;78;39;6;49;47;48
2020-09-24 12:15:00;0;63;77;12;50;67;62;76;51;13;49;55;44
2020-09-24 12:30:00;0;55;56;10;36;68;29;69;63;8;58;57;42
2020-09-24 12:45:00;0;74;76;10;45;72;26;65;56;10;72;65;45
2020-09-24 13:00:00;0;75;71;10;50;68;26;64;38;14;61;66;32
2020-09-24 13:15:00;0;80;78;14;53;67;28;80;55;15;64;78;36
2020-09-24 13:30:00;0;66;63;8;51;76;25;73;61;12;95;94;46
2020-09-24 13:45:00;0;64;65;7;49;66;29;83;65;14;73;82;42
2020-09-24 14:00:00;0;85;98;12;67;100;26;65;48;17;69;74;40
2020-09-24 14:15:00;0;73;90;10;78;94;38;60;49;8;54;57;39
2020-09-24 14:30:00;0;96;165;9;78;107;33;79;59;15;54;68;34
2020-09-24 14:45:00;0;91;112;13;78;105;38;73;64;10;70;58;42
2020-09-24 15:00:00;0;86;94;20;68;101;34;81;56;14;64;67;32
2020-09-24 15:15:00;0;97;100;9;67;83;30;84;52;9;68;68;42
2020-09-24 15:30:00;0;97;116;11;83;109;45;87;63;15;77;80;56
2020-09-24 15:45:00;0;91;104;16;72;87;39;77;66;10;68;65;55
2020-09-24 16:00:00;0;96;110;11;92;97;50;71;63;16;80;86;67
2020-09-24 16:15:00;0;113;124;8;78;82;49;89;68;16;72;73;50
2020-09-24 16:30:00;0;111;131;19;68;101;53;88;73;10;74;80;49
2020-09-24 16:45:00;0;87;94;11;53;84;44;77;74;9;68;74;60
2020-09-24 17:00:00;0;92;109;17;82;108;50;89;82;21;71;64;57
2020-09-24 17:15:00;0;94;112;14;65;94;43;82;69;11;69;74;54
2020-09-24 17:30:00;0;89;94;11;71;85;40;82;53;5;79;68;42
2020-09-24 17:45:00;0;80;69;9;63;105;36;79;49;20;76;64;52
2020-09-24 18:00:00;0;74;77;10;46;66;37;72;44;15;73;71;49
2020-09-24 18:15:00;0;82;90;11;56;73;31;90;57;13;53;60;46
