DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-02-08 00:00:00;5;5;8;1;2;1;3;4;0;0
2020-02-08 00:15:00;2;1;2;1;1;2;0;2;0;0
2020-02-08 00:30:00;5;7;7;1;0;0;1;1;0;0
2020-02-08 00:45:00;3;4;4;1;0;0;2;5;0;0
2020-02-08 01:00:00;3;4;6;2;0;0;1;2;0;0
2020-02-08 01:15:00;1;2;5;1;0;1;1;1;0;0
2020-02-08 01:30:00;3;6;6;1;0;1;2;0;0;0
2020-02-08 01:45:00;2;2;2;1;1;0;0;1;0;0
2020-02-08 02:00:00;2;4;3;1;2;0;0;1;0;0
2020-02-08 02:15:00;7;5;1;0;0;0;0;2;0;0
2020-02-08 02:30:00;3;8;6;2;0;0;0;2;0;0
2020-02-08 02:45:00;3;4;2;0;0;0;1;1;0;0
2020-02-08 03:00:00;4;7;5;0;0;0;0;2;0;0
2020-02-08 03:15:00;1;5;3;0;0;0;1;1;0;0
2020-02-08 03:30:00;2;1;4;3;0;0;1;0;0;0
2020-02-08 03:45:00;3;4;0;1;2;1;1;2;0;0
2020-02-08 04:00:00;5;7;5;1;0;0;0;1;0;0
2020-02-08 04:15:00;2;4;4;1;0;0;0;1;0;0
2020-02-08 04:30:00;6;9;2;0;0;1;1;1;0;0
2020-02-08 04:45:00;3;5;4;0;2;0;0;1;0;0
2020-02-08 05:00:00;3;2;6;0;1;2;0;1;0;0
2020-02-08 05:15:00;8;6;10;1;1;0;3;3;0;0
2020-02-08 05:30:00;17;16;10;4;4;0;10;14;0;0
2020-02-08 05:45:00;10;24;2;5;18;2;59;52;0;0
2020-02-08 06:00:00;9;28;9;12;55;0;125;119;0;0
2020-02-08 06:15:00;7;12;14;7;26;0;58;27;0;0
2020-02-08 06:30:00;9;21;14;2;10;0;14;13;0;0
2020-02-08 06:45:00;10;14;13;2;6;0;7;8;0;0
2020-02-08 07:00:00;6;13;17;2;1;0;7;5;0;0
2020-02-08 07:15:00;12;16;32;1;0;1;3;1;0;0
2020-02-08 07:30:00;11;11;16;3;1;2;2;4;2;0
2020-02-08 07:45:00;15;22;17;2;1;3;2;4;1;0
2020-02-08 08:00:00;16;19;20;2;0;1;5;3;5;0
2020-02-08 08:15:00;12;20;21;2;1;2;3;1;1;3
2020-02-08 08:30:00;20;41;22;3;1;4;2;3;1;0
2020-02-08 08:45:00;22;33;21;5;3;2;5;1;1;3
2020-02-08 09:00:00;25;38;25;1;4;4;3;3;0;0
2020-02-08 09:15:00;27;41;37;6;1;3;2;9;1;0
2020-02-08 09:30:00;29;49;46;2;5;5;4;7;3;1
2020-02-08 09:45:00;28;49;53;4;2;4;8;3;0;1
2020-02-08 10:00:00;15;50;35;4;0;0;4;2;0;0
2020-02-08 10:15:00;22;45;52;5;4;5;4;2;1;6
2020-02-08 10:30:00;29;62;68;6;1;2;5;5;3;3
2020-02-08 10:45:00;31;54;63;5;6;8;7;11;2;7
2020-02-08 11:00:00;24;53;59;1;4;5;8;4;2;6
2020-02-08 11:15:00;35;59;67;2;2;5;5;4;2;3
2020-02-08 11:30:00;24;64;70;2;0;3;9;9;1;0
2020-02-08 11:45:00;29;58;79;3;1;0;4;10;0;0
2020-02-08 12:00:00;38;71;81;4;6;3;11;10;1;0
2020-02-08 12:15:00;31;52;71;3;5;6;13;11;6;1
2020-02-08 12:30:00;27;45;75;5;4;3;6;3;2;0
2020-02-08 12:45:00;28;51;61;0;5;6;7;7;1;0
2020-02-08 13:00:00;30;56;77;4;2;9;4;2;4;1
2020-02-08 13:15:00;28;60;72;4;1;3;4;5;3;0
2020-02-08 13:30:00;38;68;64;5;7;3;14;8;2;0
2020-02-08 13:45:00;40;61;54;3;3;5;7;8;15;0
2020-02-08 14:00:00;35;65;83;3;4;4;9;10;14;18
2020-02-08 14:15:00;40;55;80;6;3;3;8;5;2;0
2020-02-08 14:30:00;39;55;83;6;5;6;14;12;1;0
2020-02-08 14:45:00;39;55;80;4;4;5;8;15;16;32
2020-02-08 15:00:00;30;45;68;0;3;5;6;11;3;0
2020-02-08 15:15:00;30;69;69;6;6;4;14;8;2;6
2020-02-08 15:30:00;34;53;94;3;5;7;6;7;1;0
2020-02-08 15:45:00;20;56;75;6;3;4;5;3;2;9
2020-02-08 16:00:00;27;48;81;4;2;4;4;2;1;8
2020-02-08 16:15:00;29;51;70;5;5;9;5;4;3;1
2020-02-08 16:30:00;34;42;70;5;5;5;7;5;3;5
2020-02-08 16:45:00;28;41;73;3;4;3;8;8;1;0
2020-02-08 17:00:00;31;48;73;7;6;5;10;9;6;46
2020-02-08 17:15:00;33;41;71;6;2;4;3;9;1;0
2020-02-08 17:30:00;33;51;77;5;1;4;8;9;2;1
2020-02-08 17:45:00;26;51;57;5;4;4;13;9;12;5
2020-02-08 18:00:00;26;45;74;2;2;3;7;7;0;0
2020-02-08 18:15:00;23;46;77;3;2;3;1;6;6;0
