DATUM;1(TAFGA);2(TAFBA)
2020-02-13 00:00:00;0;0
2020-02-13 00:15:00;0;0
2020-02-13 00:30:00;0;0
2020-02-13 00:45:00;0;0
2020-02-13 01:00:00;0;0
2020-02-13 01:15:00;0;0
2020-02-13 01:30:00;0;0
2020-02-13 01:45:00;0;0
2020-02-13 02:00:00;0;0
2020-02-13 02:15:00;0;0
2020-02-13 02:30:00;0;0
2020-02-13 02:45:00;0;0
2020-02-13 03:00:00;0;0
2020-02-13 03:15:00;0;0
2020-02-13 03:30:00;0;0
2020-02-13 03:45:00;0;0
2020-02-13 04:00:00;0;0
2020-02-13 04:15:00;0;0
2020-02-13 04:30:00;0;0
2020-02-13 04:45:00;0;0
2020-02-13 05:00:00;0;0
2020-02-13 05:15:00;0;0
2020-02-13 05:30:00;0;0
2020-02-13 05:45:00;0;0
2020-02-13 06:00:00;0;0
2020-02-13 06:15:00;0;0
2020-02-13 06:30:00;6;2
2020-02-13 06:45:00;1;0
2020-02-13 07:00:00;7;0
2020-02-13 07:15:00;54;4
2020-02-13 07:30:00;78;9
2020-02-13 07:45:00;41;5
2020-02-13 08:00:00;30;0
2020-02-13 08:15:00;19;0
2020-02-13 08:30:00;30;0
2020-02-13 08:45:00;11;0
2020-02-13 09:00:00;4;0
2020-02-13 09:15:00;0;0
2020-02-13 09:30:00;5;4
2020-02-13 09:45:00;13;0
2020-02-13 10:00:00;1;0
2020-02-13 10:15:00;0;0
2020-02-13 10:30:00;1;0
2020-02-13 10:45:00;9;0
2020-02-13 11:00:00;14;0
2020-02-13 11:15:00;4;1
2020-02-13 11:30:00;23;0
2020-02-13 11:45:00;70;0
2020-02-13 12:00:00;13;0
2020-02-13 12:15:00;52;1
2020-02-13 12:30:00;13;4
2020-02-13 12:45:00;2;0
2020-02-13 13:00:00;65;0
2020-02-13 13:15:00;57;5
2020-02-13 13:30:00;71;2
2020-02-13 13:45:00;39;1
2020-02-13 14:00:00;88;2
2020-02-13 14:15:00;21;19
2020-02-13 14:30:00;6;22
2020-02-13 14:45:00;14;0
2020-02-13 15:00:00;12;0
2020-02-13 15:15:00;97;0
2020-02-13 15:30:00;18;3
2020-02-13 15:45:00;41;19
2020-02-13 16:00:00;60;3
2020-02-13 16:15:00;18;0
2020-02-13 16:30:00;43;0
2020-02-13 16:45:00;62;7
2020-02-13 17:00:00;12;1
2020-02-13 17:15:00;25;0
2020-02-13 17:30:00;17;3
2020-02-13 17:45:00;58;2
2020-02-13 18:00:00;9;3
2020-02-13 18:15:00;13;0
2020-02-13 18:30:00;3;0
2020-02-13 18:45:00;2;0
2020-02-13 19:00:00;5;0
2020-02-13 19:15:00;4;0
2020-02-13 19:30:00;0;0
2020-02-13 19:45:00;0;0
2020-02-13 20:00:00;0;0
2020-02-13 20:15:00;0;0
2020-02-13 20:30:00;0;0
2020-02-13 20:45:00;0;0
2020-02-13 21:00:00;0;0
2020-02-13 21:15:00;0;0
2020-02-13 21:30:00;0;0
2020-02-13 21:45:00;0;0
2020-02-13 22:00:00;0;0
2020-02-13 22:15:00;0;0
2020-02-13 22:30:00;0;0
2020-02-13 22:45:00;0;0
2020-02-13 23:00:00;0;0
2020-02-13 23:15:00;0;0
2020-02-13 23:30:00;0;0
2020-02-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
