2019-08-14 13:15:00;51;43;21;36;38;19;0;32
2019-08-14 13:30:00;49;50;22;39;38;27;0;35
2019-08-14 13:45:00;63;47;29;38;29;35;0;39
2019-08-14 14:00:00;54;51;19;34;76;27;0;37
2019-08-14 14:15:00;54;37;26;44;27;24;0;49
2019-08-14 14:30:00;55;43;17;69;71;31;0;43
2019-08-14 14:45:00;58;42;18;42;31;18;0;46
2019-08-14 15:00:00;41;40;21;42;44;19;0;33
2019-08-14 15:15:00;48;49;24;42;21;21;0;32
2019-08-14 15:30:00;61;57;22;57;51;28;0;46
2019-08-14 15:45:00;57;43;24;42;39;23;0;40
2019-08-14 16:00:00;66;67;27;31;23;23;0;47
2019-08-14 16:15:00;51;44;17;41;42;19;0;46
2019-08-14 16:30:00;63;53;21;42;25;23;0;43
2019-08-14 16:45:00;64;64;23;46;37;35;0;26
2019-08-14 17:00:00;50;56;19;43;25;32;0;54
2019-08-14 17:15:00;48;42;15;34;33;27;0;51
2019-08-14 17:30:00;46;50;17;40;33;30;0;40
2019-08-14 17:45:00;47;41;19;36;29;27;0;40
2019-08-14 18:00:00;49;48;17;43;28;23;0;48
2019-08-14 18:15:00;44;42;17;29;16;24;0;38
2019-08-14 18:30:00;39;25;18;29;20;23;0;51
2019-08-14 18:45:00;32;32;22;29;24;22;0;36
2019-08-14 19:00:00;39;29;23;22;16;27;0;32
2019-08-14 19:15:00;38;25;19;18;12;12;0;34
2019-08-14 19:30:00;40;33;26;17;12;19;0;24
2019-08-14 19:45:00;33;22;16;19;16;12;0;25
2019-08-14 20:00:00;38;26;10;18;11;13;0;25
2019-08-14 20:15:00;29;22;11;20;16;13;0;23
2019-08-14 20:30:00;24;14;17;21;27;19;0;21
2019-08-14 20:45:00;20;19;14;18;7;8;0;12
2019-08-14 21:00:00;23;11;22;15;21;21;0;18
2019-08-14 21:15:00;26;15;6;9;11;14;0;7
2019-08-14 21:30:00;24;4;11;13;8;10;0;7
2019-08-14 21:45:00;19;13;12;14;12;8;0;9
2019-08-14 22:00:00;23;15;14;11;11;12;0;11
2019-08-14 22:15:00;18;17;11;11;23;9;0;8
2019-08-14 22:30:00;15;13;10;9;9;11;0;13
2019-08-14 22:45:00;13;7;6;9;5;2;0;6
2019-08-14 23:00:00;14;11;8;9;14;13;0;11
2019-08-14 23:15:00;14;8;7;6;4;9;0;8
2019-08-14 23:30:00;7;9;6;3;5;13;0;7
2019-08-14 23:45:00;9;8;7;6;7;8;0;6
