DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-02-16 00:00:00;38;28;0;0;0;0;0
2020-02-16 00:15:00;46;36;0;0;0;0;0
2020-02-16 00:30:00;57;41;0;0;0;0;0
2020-02-16 00:45:00;42;35;1;1;0;0;0
2020-02-16 01:00:00;55;35;1;1;0;0;0
2020-02-16 01:15:00;34;32;1;1;0;0;0
2020-02-16 01:30:00;38;30;0;0;0;0;0
2020-02-16 01:45:00;25;31;0;0;0;0;0
2020-02-16 02:00:00;36;31;0;0;0;0;0
2020-02-16 02:15:00;20;19;0;0;0;0;0
2020-02-16 02:30:00;22;14;0;0;0;0;0
2020-02-16 02:45:00;21;25;1;1;1;0;0
2020-02-16 03:00:00;36;19;0;0;0;0;0
2020-02-16 03:15:00;23;19;1;1;0;0;0
2020-02-16 03:30:00;26;11;1;1;0;0;0
2020-02-16 03:45:00;12;13;0;0;0;0;0
2020-02-16 04:00:00;20;8;1;1;0;0;0
2020-02-16 04:15:00;14;10;0;0;0;0;0
2020-02-16 04:30:00;17;13;0;0;0;0;0
2020-02-16 04:45:00;14;9;0;0;0;0;0
2020-02-16 05:00:00;16;13;1;1;0;0;0
2020-02-16 05:15:00;16;22;0;0;0;0;0
2020-02-16 05:30:00;23;24;0;0;0;0;0
2020-02-16 05:45:00;25;20;1;1;0;0;0
2020-02-16 06:00:00;15;20;0;0;0;0;0
2020-02-16 06:15:00;15;27;0;0;0;0;0
2020-02-16 06:30:00;14;30;0;0;0;0;0
2020-02-16 06:45:00;18;13;0;0;0;0;0
2020-02-16 07:00:00;17;18;1;1;0;0;0
2020-02-16 07:15:00;20;14;1;1;0;0;0
2020-02-16 07:30:00;23;33;1;1;0;0;0
2020-02-16 07:45:00;30;27;5;5;0;0;0
2020-02-16 08:00:00;31;31;1;1;0;0;0
2020-02-16 08:15:00;35;21;2;2;0;0;0
2020-02-16 08:30:00;35;38;5;5;0;0;0
2020-02-16 08:45:00;57;52;2;2;0;0;0
2020-02-16 09:00:00;62;67;7;7;0;0;0
2020-02-16 09:15:00;64;61;4;4;0;0;0
2020-02-16 09:30:00;78;112;9;9;0;0;0
2020-02-16 09:45:00;103;102;8;8;0;0;0
2020-02-16 10:00:00;102;88;7;7;0;0;0
2020-02-16 10:15:00;78;65;4;4;1;0;0
2020-02-16 10:30:00;116;83;3;3;0;0;0
2020-02-16 10:45:00;97;89;6;6;0;0;0
2020-02-16 11:00:00;145;112;6;6;0;0;0
2020-02-16 11:15:00;110;93;8;8;0;0;0
2020-02-16 11:30:00;137;112;10;10;0;0;0
2020-02-16 11:45:00;104;135;7;7;0;0;0
2020-02-16 12:00:00;126;143;3;3;0;0;0
2020-02-16 12:15:00;122;104;6;6;0;0;0
2020-02-16 12:30:00;112;120;8;8;0;0;0
2020-02-16 12:45:00;122;117;1;1;0;0;0
2020-02-16 13:00:00;129;104;7;7;0;0;0
2020-02-16 13:15:00;133;98;7;7;0;0;0
2020-02-16 13:30:00;153;124;7;7;1;0;0
2020-02-16 13:45:00;141;132;3;3;0;0;0
2020-02-16 14:00:00;154;125;8;8;0;0;0
2020-02-16 14:15:00;127;141;6;6;0;0;0
2020-02-16 14:30:00;145;153;11;11;0;0;0
2020-02-16 14:45:00;143;136;7;7;0;0;0
2020-02-16 15:00:00;156;124;8;8;0;0;0
2020-02-16 15:15:00;135;114;6;6;0;0;0
2020-02-16 15:30:00;134;155;5;5;2;0;0
2020-02-16 15:45:00;121;112;6;6;2;0;0
2020-02-16 16:00:00;141;147;12;12;1;0;0
2020-02-16 16:15:00;133;131;4;4;0;0;0
2020-02-16 16:30:00;122;165;3;3;4;0;0
2020-02-16 16:45:00;122;143;9;9;0;0;0
2020-02-16 17:00:00;130;127;4;4;0;0;0
2020-02-16 17:15:00;135;131;7;7;1;0;0
2020-02-16 17:30:00;157;163;3;3;0;0;0
2020-02-16 17:45:00;142;138;4;4;1;0;0
2020-02-16 18:00:00;173;136;3;3;0;0;0
2020-02-16 18:15:00;111;127;11;11;0;0;0
2020-02-16 18:30:00;150;161;13;13;0;0;0
2020-02-16 18:45:00;134;112;4;4;0;0;0
2020-02-16 19:00:00;138;107;10;10;1;0;0
2020-02-16 19:15:00;106;82;5;5;0;0;0
2020-02-16 19:30:00;113;123;4;4;0;0;0
2020-02-16 19:45:00;117;102;7;7;0;0;0
2020-02-16 20:00:00;128;87;7;7;0;0;0
2020-02-16 20:15:00;91;72;4;4;0;0;0
2020-02-16 20:30:00;86;72;1;1;0;0;0
2020-02-16 20:45:00;85;63;2;2;0;0;0
2020-02-16 21:00:00;85;59;5;5;0;0;0
2020-02-16 21:15:00;70;48;8;8;0;0;0
2020-02-16 21:30:00;59;52;4;4;0;0;0
2020-02-16 21:45:00;41;39;0;0;0;0;0
2020-02-16 22:00:00;58;58;3;3;0;0;0
2020-02-16 22:15:00;52;70;1;1;0;0;0
2020-02-16 22:30:00;52;51;7;7;0;0;0
2020-02-16 22:45:00;29;39;3;3;0;0;0
2020-02-16 23:00:00;36;23;0;0;0;0;0
2020-02-16 23:15:00;18;15;0;0;0;0;0
2020-02-16 23:30:00;22;20;1;1;0;0;0
2020-02-16 23:45:00;25;10;0;0;0;0;0
