DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-09-02 00:00:00;5;1;2;0;0;6;1;6;0;3;0
2019-09-02 00:15:00;4;1;1;0;0;10;1;10;1;1;0
2019-09-02 00:30:00;9;3;1;0;0;4;3;4;2;1;0
2019-09-02 00:45:00;11;4;3;0;0;7;4;7;1;3;0
2019-09-02 01:00:00;8;2;1;0;0;9;2;9;1;1;0
2019-09-02 01:15:00;0;2;1;0;0;6;2;6;1;0;0
2019-09-02 01:30:00;6;3;2;0;0;6;4;6;0;0;0
2019-09-02 01:45:00;2;0;0;0;0;3;1;3;0;0;0
2019-09-02 02:00:00;6;5;2;0;0;6;4;5;2;1;0
2019-09-02 02:15:00;5;2;2;0;0;6;8;6;1;4;0
2019-09-02 02:30:00;5;1;1;0;0;4;8;4;1;4;0
2019-09-02 02:45:00;6;2;2;0;0;2;3;2;0;2;0
2019-09-02 03:00:00;4;1;0;0;0;5;1;5;2;5;0
2019-09-02 03:15:00;5;6;5;0;0;6;8;6;1;3;0
2019-09-02 03:30:00;4;1;1;0;0;4;6;4;2;3;0
2019-09-02 03:45:00;6;2;2;0;0;6;4;6;1;5;0
2019-09-02 04:00:00;4;2;1;1;0;8;5;8;1;1;0
2019-09-02 04:15:00;7;0;0;0;0;0;2;0;2;2;0
2019-09-02 04:30:00;16;2;1;0;0;12;2;12;0;3;0
2019-09-02 04:45:00;12;1;1;1;0;11;1;11;3;3;0
2019-09-02 05:00:00;29;2;2;0;0;24;6;24;2;1;0
2019-09-02 05:15:00;38;4;4;0;0;23;7;23;5;3;0
2019-09-02 05:30:00;62;3;3;0;0;37;5;37;2;4;0
2019-09-02 05:45:00;80;2;0;0;0;28;6;28;3;6;0
2019-09-02 06:00:00;100;3;3;0;0;42;8;42;1;1;0
2019-09-02 06:15:00;103;9;5;0;1;51;6;51;5;9;0
2019-09-02 06:30:00;160;2;2;0;0;77;10;77;3;2;0
2019-09-02 06:45:00;187;6;4;0;0;74;16;73;5;4;0
2019-09-02 07:00:00;168;3;1;0;0;70;15;71;5;8;0
2019-09-02 07:15:00;186;4;3;0;0;79;19;78;6;4;1
2019-09-02 07:30:00;177;4;2;1;1;49;18;49;4;6;0
2019-09-02 07:45:00;202;2;0;1;2;67;23;67;6;4;0
2019-09-02 08:00:00;168;4;3;0;0;66;10;65;6;6;0
2019-09-02 08:15:00;172;3;4;0;1;58;17;58;9;4;0
2019-09-02 08:30:00;152;1;0;0;1;62;15;61;5;4;0
2019-09-02 08:45:00;138;5;2;0;0;54;30;55;12;10;0
2019-09-02 09:00:00;110;5;5;0;0;62;42;62;16;10;3
2019-09-02 09:15:00;99;1;2;3;0;70;35;70;51;19;0
2019-09-02 09:30:00;130;2;1;1;1;69;29;68;21;12;1
2019-09-02 09:45:00;133;1;0;0;2;71;43;72;36;18;0
2019-09-02 10:00:00;104;2;1;0;2;74;41;74;30;11;0
2019-09-02 10:15:00;108;0;0;0;2;81;36;81;24;6;0
2019-09-02 10:30:00;98;1;1;0;3;101;26;101;31;15;1
2019-09-02 10:45:00;111;4;2;1;0;85;36;86;27;15;0
2019-09-02 11:00:00;109;3;0;0;2;109;35;108;29;11;0
2019-09-02 11:15:00;90;0;0;0;0;91;38;91;24;9;0
