DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-11-13 00:00:00;9;3;1;3;3;6;14;4
2019-11-13 00:15:00;2;6;4;4;6;8;10;8
2019-11-13 00:30:00;8;8;1;0;0;3;14;10
2019-11-13 00:45:00;6;7;1;0;1;6;9;3
2019-11-13 01:00:00;5;9;2;2;2;3;9;8
2019-11-13 01:15:00;3;4;3;5;5;6;4;3
2019-11-13 01:30:00;1;3;4;5;4;6;6;2
2019-11-13 01:45:00;2;5;4;3;3;5;3;4
2019-11-13 02:00:00;5;5;2;2;2;2;6;4
2019-11-13 02:15:00;9;8;2;2;3;5;4;1
2019-11-13 02:30:00;2;1;0;2;2;4;7;4
2019-11-13 02:45:00;4;5;1;5;5;4;8;5
2019-11-13 03:00:00;2;4;2;6;5;8;7;3
2019-11-13 03:15:00;8;7;0;1;2;3;6;2
2019-11-13 03:30:00;3;1;1;4;4;5;4;0
2019-11-13 03:45:00;3;2;2;2;2;2;4;2
2019-11-13 04:00:00;8;3;1;1;2;5;5;2
2019-11-13 04:15:00;11;7;4;7;4;12;12;6
2019-11-13 04:30:00;16;12;4;5;3;11;14;3
2019-11-13 04:45:00;23;15;15;12;9;13;18;8
2019-11-13 05:00:00;17;28;15;9;7;12;24;15
2019-11-13 05:15:00;33;23;31;18;17;31;32;25
2019-11-13 05:30:00;42;30;34;28;24;55;42;25
2019-11-13 05:45:00;70;57;49;62;41;94;67;31
2019-11-13 06:00:00;50;47;42;42;34;88;67;56
2019-11-13 06:15:00;75;58;62;84;50;122;84;71
2019-11-13 06:30:00;85;74;71;86;83;163;88;77
2019-11-13 06:45:00;86;82;78;111;108;211;103;101
2019-11-13 07:00:00;94;75;73;65;82;197;123;131
2019-11-13 07:15:00;86;91;69;79;125;199;140;157
2019-11-13 07:30:00;86;74;88;90;121;217;120;149
2019-11-13 07:45:00;107;115;66;108;156;217;106;123
2019-11-13 08:00:00;72;117;56;76;120;186;85;98
2019-11-13 08:15:00;35;152;63;70;106;173;99;115
2019-11-13 08:30:00;25;166;51;67;95;167;80;83
2019-11-13 08:45:00;71;105;43;75;95;162;91;77
2019-11-13 09:00:00;73;96;48;43;62;128;78;79
2019-11-13 09:15:00;77;92;43;53;65;135;82;77
2019-11-13 09:30:00;81;63;45;41;59;116;95;87
2019-11-13 09:45:00;70;72;39;44;54;113;103;74
2019-11-13 10:00:00;74;72;37;41;53;113;93;79
2019-11-13 10:15:00;78;89;30;47;57;108;87;83
2019-11-13 10:30:00;96;97;43;26;59;105;78;93
2019-11-13 10:45:00;85;62;32;50;111;125;86;96
2019-11-13 11:00:00;88;88;36;82;52;100;81;78
2019-11-13 11:15:00;87;77;55;120;54;102;79;77
2019-11-13 11:30:00;92;85;31;93;79;108;89;120
2019-11-13 11:45:00;84;90;41;99;66;108;80;92
2019-11-13 12:00:00;76;89;33;65;60;100;81;107
2019-11-13 12:15:00;82;90;49;85;33;106;79;88
2019-11-13 12:30:00;85;94;45;102;36;97;90;109
2019-11-13 12:45:00;75;88;48;47;44;97;75;94
2019-11-13 13:00:00;94;105;51;112;43;81;73;93
2019-11-13 13:15:00;97;105;63;52;41;92;106;116
2019-11-13 13:30:00;85;104;45;186;57;115;85;104
2019-11-13 13:45:00;103;97;45;41;61;107;83;106
2019-11-13 14:00:00;98;111;46;40;63;115;69;97
2019-11-13 14:15:00;81;98;41;48;65;131;77;103
2019-11-13 14:30:00;88;105;58;50;58;127;91;119
2019-11-13 14:45:00;81;112;41;41;61;118;87;95
2019-11-13 15:00:00;115;125;50;46;63;128;79;100
2019-11-13 15:15:00;105;92;63;44;59;121;96;144
2019-11-13 15:30:00;106;106;54;49;66;153;102;123
2019-11-13 15:45:00;114;139;81;60;73;150;100;124
2019-11-13 16:00:00;125;134;96;51;69;155;106;139
2019-11-13 16:15:00;122;128;87;60;80;147;116;137
2019-11-13 16:30:00;141;132;95;50;67;145;120;166
2019-11-13 16:45:00;146;127;108;56;59;166;102;136
2019-11-13 17:00:00;131;131;97;44;59;127;109;156
2019-11-13 17:15:00;100;112;79;46;50;134;129;169
2019-11-13 17:30:00;87;107;70;59;64;152;92;125
2019-11-13 17:45:00;87;80;57;50;55;131;82;97
2019-11-13 18:00:00;83;94;45;61;43;108;95;122
2019-11-13 18:15:00;72;98;64;108;64;94;103;132
2019-11-13 18:30:00;61;55;32;44;42;96;84;105
2019-11-13 18:45:00;58;57;43;39;40;85;92;95
2019-11-13 19:00:00;52;59;39;36;29;67;93;87
2019-11-13 19:15:00;52;58;35;52;27;70;79;70
2019-11-13 19:30:00;40;35;31;31;48;62;65;66
2019-11-13 19:45:00;40;48;35;32;12;47;54;60
2019-11-13 20:00:00;28;43;45;24;22;53;48;39
2019-11-13 20:15:00;31;39;23;19;14;33;37;48
2019-11-13 20:30:00;33;38;33;15;17;37;36;38
2019-11-13 20:45:00;23;22;28;17;11;32;37;20
2019-11-13 21:00:00;38;38;27;60;9;29;37;25
2019-11-13 21:15:00;28;24;22;11;11;26;27;31
2019-11-13 21:30:00;32;43;30;12;13;28;24;27
2019-11-13 21:45:00;26;24;26;10;11;26;33;26
2019-11-13 22:00:00;33;32;21;13;14;32;22;18
2019-11-13 22:15:00;34;36;27;18;13;45;29;23
2019-11-13 22:30:00;26;28;16;5;13;21;19;16
2019-11-13 22:45:00;22;22;15;11;12;26;22;11
2019-11-13 23:00:00;13;20;9;7;7;16;26;17
2019-11-13 23:15:00;13;13;2;7;10;17;25;13
2019-11-13 23:30:00;4;8;3;5;4;15;22;12
2019-11-13 23:45:00;14;7;8;9;5;13;20;6
