DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-04-03 00:00:00;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 00:15:00;0;1;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 00:30:00;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 00:45:00;1;1;2;2;1;1;2;2;2;0;0;0;0;0;0;0;0
2020-04-03 01:00:00;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 01:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 01:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 02:00:00;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-04-03 02:15:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 02:30:00;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-04-03 02:45:00;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0
2020-04-03 03:00:00;1;3;1;0;1;0;1;0;0;2;2;0;0;0;0;0;0
2020-04-03 03:15:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 03:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-03 03:45:00;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 04:00:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-03 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 04:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-03 05:00:00;4;2;0;0;0;0;3;4;5;0;0;0;0;0;0;0;0
2020-04-03 05:15:00;0;0;1;0;2;1;3;10;10;0;0;0;0;0;0;0;0
2020-04-03 05:30:00;8;4;0;0;0;0;6;8;10;0;0;0;0;0;0;0;0
2020-04-03 05:45:00;7;7;2;2;0;0;6;8;11;0;0;0;0;0;0;0;0
2020-04-03 06:00:00;6;4;1;1;0;0;7;9;9;0;0;0;0;0;0;0;0
2020-04-03 06:15:00;9;4;0;0;0;0;3;2;3;0;0;0;0;0;0;0;0
2020-04-03 06:30:00;8;5;2;3;1;1;13;21;26;0;0;0;0;0;0;0;0
2020-04-03 06:45:00;17;4;4;5;1;2;13;18;18;0;0;0;0;0;0;0;0
2020-04-03 07:00:00;20;14;3;4;2;6;11;16;16;4;0;0;0;0;0;0;0
2020-04-03 07:15:00;23;5;2;0;2;1;15;22;25;1;0;0;0;0;0;0;0
2020-04-03 07:30:00;27;14;3;3;1;0;18;30;33;0;0;0;0;0;0;0;0
2020-04-03 07:45:00;29;22;3;3;3;2;11;18;20;0;0;0;0;0;0;0;0
2020-04-03 08:00:00;23;22;3;3;2;1;15;21;21;0;0;0;0;0;0;0;0
2020-04-03 08:15:00;19;20;4;3;2;1;11;8;14;0;0;0;0;0;0;0;0
2020-04-03 08:30:00;31;19;6;7;4;4;15;17;23;0;0;0;0;0;0;0;0
2020-04-03 08:45:00;23;24;6;1;3;3;18;21;24;0;0;0;0;0;0;0;0
2020-04-03 09:00:00;25;28;4;6;4;8;17;19;21;0;1;1;0;0;0;0;0
2020-04-03 09:15:00;17;21;13;3;9;4;13;18;19;0;0;0;0;0;0;0;0
2020-04-03 09:30:00;26;35;5;7;3;4;18;23;26;1;1;0;0;0;0;0;0
2020-04-03 09:45:00;33;34;17;15;9;8;16;23;24;1;1;0;0;0;0;0;0
2020-04-03 10:00:00;16;23;5;5;7;11;18;18;20;0;1;5;0;0;1;0;0
2020-04-03 10:15:00;25;27;12;13;9;7;22;30;31;0;1;0;0;0;0;0;0
2020-04-03 10:30:00;26;28;15;8;7;4;28;25;26;1;1;0;0;0;1;0;0
2020-04-03 10:45:00;26;22;19;7;11;7;26;22;25;1;0;0;0;0;0;0;0
2020-04-03 11:00:00;21;25;19;8;12;6;26;30;33;2;3;0;0;0;0;0;0
2020-04-03 11:15:00;30;34;24;16;13;10;19;26;28;0;0;0;0;0;0;0;0
2020-04-03 11:30:00;28;31;14;13;6;7;26;26;25;0;0;0;0;0;0;0;0
2020-04-03 11:45:00;17;35;17;14;10;6;27;28;31;0;1;0;0;0;0;0;0
2020-04-03 12:00:00;21;24;13;13;9;8;28;35;37;1;2;2;0;0;0;0;0
2020-04-03 12:15:00;17;24;15;11;8;12;20;26;26;0;1;0;0;0;0;0;0
2020-04-03 12:30:00;20;25;13;6;8;3;15;26;26;1;2;0;0;0;0;0;0
2020-04-03 12:45:00;29;29;16;14;8;9;18;25;28;0;0;0;0;0;0;0;0
2020-04-03 13:00:00;14;26;14;11;7;5;14;26;28;1;2;0;0;0;0;0;0
2020-04-03 13:15:00;21;18;18;8;12;10;20;31;30;3;2;0;0;0;0;0;0
2020-04-03 13:30:00;23;29;17;13;7;12;21;32;32;0;0;0;0;0;0;0;0
2020-04-03 13:45:00;21;24;26;14;12;7;19;17;21;1;0;0;0;0;0;0;0
2020-04-03 14:00:00;20;27;22;13;11;6;20;23;26;1;1;0;0;0;0;0;0
2020-04-03 14:15:00;21;21;18;8;12;8;24;27;30;1;0;0;0;0;0;0;0
2020-04-03 14:30:00;23;35;13;9;9;7;17;17;18;1;2;0;0;0;0;0;0
2020-04-03 14:45:00;29;22;18;13;12;7;29;31;30;0;1;0;0;0;0;0;0
2020-04-03 15:00:00;25;18;18;14;7;6;21;24;25;0;1;0;0;0;0;0;0
2020-04-03 15:15:00;17;29;21;12;10;8;15;29;29;0;1;0;0;0;0;0;0
2020-04-03 15:30:00;26;31;18;14;8;6;13;24;22;2;2;1;0;0;0;0;0
2020-04-03 15:45:00;21;21;23;18;9;7;25;34;36;1;1;0;0;0;0;0;0
2020-04-03 16:00:00;19;19;22;13;9;7;15;21;22;1;2;1;0;0;0;0;0
2020-04-03 16:15:00;20;24;20;9;14;6;18;23;23;1;0;0;0;0;0;0;0
2020-04-03 16:30:00;19;31;23;16;9;8;16;20;20;2;2;0;0;0;0;0;0
2020-04-03 16:45:00;16;20;19;17;14;10;20;23;22;0;1;0;0;0;0;0;0
2020-04-03 17:00:00;15;23;13;11;8;8;13;21;25;0;0;0;0;0;0;0;0
2020-04-03 17:15:00;22;30;18;12;9;5;11;15;15;0;0;0;0;0;0;0;0
