DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-10-20 00:00:00;1;3;2;4;4;0;0;0;0;0;0;0;0
2020-10-20 00:15:00;3;8;3;10;12;0;0;0;0;0;0;0;0
2020-10-20 00:30:00;1;7;6;6;4;0;0;0;0;0;0;0;0
2020-10-20 00:45:00;2;3;1;7;8;1;0;0;0;0;0;0;0
2020-10-20 01:00:00;1;2;1;4;3;0;0;0;0;0;0;0;0
2020-10-20 01:15:00;1;5;3;7;6;1;0;0;0;0;0;0;0
2020-10-20 01:30:00;0;0;1;5;6;0;0;0;0;0;0;0;0
2020-10-20 01:45:00;0;5;3;4;4;1;0;0;0;0;0;0;0
2020-10-20 02:00:00;1;2;4;3;5;0;0;0;0;0;0;0;0
2020-10-20 02:15:00;1;2;2;5;5;0;0;0;0;0;0;0;0
2020-10-20 02:30:00;1;1;1;4;0;0;0;0;0;0;0;0;0
2020-10-20 02:45:00;1;3;1;12;11;0;0;0;0;0;0;0;0
2020-10-20 03:00:00;2;4;0;1;1;0;0;0;0;0;0;0;0
2020-10-20 03:15:00;2;3;1;1;3;0;0;0;0;0;0;0;0
2020-10-20 03:30:00;2;2;1;2;0;0;0;0;0;0;0;0;0
2020-10-20 03:45:00;4;10;2;5;5;0;0;0;0;0;0;0;0
2020-10-20 04:00:00;2;5;1;8;5;0;0;0;0;0;0;0;0
2020-10-20 04:15:00;3;5;3;7;1;0;0;0;0;0;0;0;0
2020-10-20 04:30:00;2;11;2;16;6;0;0;0;0;0;0;0;0
2020-10-20 04:45:00;4;9;8;28;18;3;0;0;0;0;0;0;0
2020-10-20 05:00:00;10;15;2;68;60;0;0;0;0;0;0;0;0
2020-10-20 05:15:00;8;16;9;101;98;1;0;0;0;0;0;0;0
2020-10-20 05:30:00;12;28;7;75;88;0;0;0;1;0;0;0;0
2020-10-20 05:45:00;27;57;22;64;87;4;0;0;0;0;0;0;0
2020-10-20 06:00:00;33;97;27;68;68;2;0;0;0;0;0;0;0
2020-10-20 06:15:00;38;76;20;69;92;3;0;0;1;0;0;0;0
2020-10-20 06:30:00;27;56;24;101;123;3;0;0;2;1;0;0;0
2020-10-20 06:45:00;18;54;38;90;107;10;0;0;1;0;0;0;0
2020-10-20 07:00:00;25;54;34;89;108;8;0;2;4;0;0;0;0
2020-10-20 07:15:00;42;79;50;104;128;14;0;1;8;1;0;0;0
2020-10-20 07:30:00;55;99;59;118;146;19;0;4;7;21;0;2;1
2020-10-20 07:45:00;64;102;43;126;203;29;0;3;6;1;0;0;0
2020-10-20 08:00:00;46;78;50;119;155;30;0;4;18;0;0;0;0
2020-10-20 08:15:00;42;63;39;110;117;40;0;1;3;0;0;0;0
2020-10-20 08:30:00;46;79;61;74;117;24;0;2;0;0;0;0;0
2020-10-20 08:45:00;47;67;28;90;100;19;0;1;34;0;2;1;0
2020-10-20 09:00:00;34;64;38;84;78;18;0;1;0;0;0;0;0
2020-10-20 09:15:00;36;63;50;82;96;22;0;0;0;0;0;0;0
2020-10-20 09:30:00;41;61;44;73;103;18;0;1;11;0;0;0;0
2020-10-20 09:45:00;57;63;42;83;87;30;0;1;1;0;0;0;0
2020-10-20 10:00:00;46;67;37;103;99;20;0;0;5;0;0;0;0
2020-10-20 10:15:00;44;63;43;86;104;23;0;2;8;0;0;0;0
2020-10-20 10:30:00;41;70;43;82;80;32;0;2;3;0;1;0;0
2020-10-20 10:45:00;59;79;42;95;100;19;0;1;2;0;0;0;0
2020-10-20 11:00:00;48;83;42;92;79;26;0;1;7;0;5;0;4
2020-10-20 11:15:00;42;82;44;94;95;23;0;0;10;0;0;2;0
2020-10-20 11:30:00;44;69;36;103;94;37;0;0;5;0;0;8;0
2020-10-20 11:45:00;41;67;38;88;96;24;0;0;1;0;0;0;0
2020-10-20 12:00:00;57;86;45;70;116;32;0;2;0;0;0;3;0
2020-10-20 12:15:00;44;74;37;88;91;31;0;0;9;0;0;0;0
2020-10-20 12:30:00;50;80;48;134;111;18;0;2;8;0;1;0;0
2020-10-20 12:45:00;40;82;39;107;101;32;0;0;1;0;1;0;0
2020-10-20 13:00:00;48;90;40;107;108;37;0;0;9;3;0;2;0
