DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-06-15 00:00:00;0;2;0;0;0;1;0;3;0;0;0;0;0
2020-06-15 00:15:00;0;2;0;0;1;1;0;2;0;0;0;0;0
2020-06-15 00:30:00;0;2;1;1;0;0;0;3;0;0;0;0;0
2020-06-15 00:45:00;2;3;0;0;0;2;0;1;0;0;0;0;0
2020-06-15 01:00:00;0;2;0;0;0;0;0;3;0;0;0;0;0
2020-06-15 01:15:00;1;2;1;1;0;1;0;0;0;0;0;0;0
2020-06-15 01:30:00;0;3;0;1;0;1;0;0;0;0;0;0;0
2020-06-15 01:45:00;0;1;0;0;0;1;0;1;0;0;0;0;0
2020-06-15 02:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-06-15 02:15:00;0;2;1;1;0;4;0;0;0;0;0;0;0
2020-06-15 02:30:00;0;0;0;0;0;1;0;1;0;0;0;0;0
2020-06-15 03:00:00;1;1;1;1;1;0;1;1;0;0;0;0;0
2020-06-15 03:15:00;1;3;0;0;3;0;3;0;0;0;0;0;0
2020-06-15 03:30:00;1;2;2;2;0;0;0;1;0;0;0;0;0
2020-06-15 03:45:00;0;0;1;1;0;1;0;3;0;0;0;0;0
2020-06-15 04:00:00;0;2;2;2;0;1;0;4;0;0;0;0;0
2020-06-15 04:15:00;1;1;1;1;1;1;1;2;0;0;0;0;0
2020-06-15 04:30:00;1;4;10;10;0;0;0;7;0;0;0;0;0
2020-06-15 04:45:00;1;19;20;22;4;5;4;16;0;0;0;0;0
2020-06-15 05:00:00;4;28;48;47;5;14;7;19;0;0;0;0;0
2020-06-15 05:15:00;16;74;115;119;15;25;13;69;0;0;0;0;0
2020-06-15 05:30:00;13;94;134;134;15;44;17;79;0;0;0;0;0
2020-06-15 05:45:00;7;63;52;55;9;38;7;59;0;0;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;6;39;24;27;9;24;11;64;0;0;0;0;0
2020-06-15 06:30:00;7;60;53;50;27;52;25;85;0;0;0;0;0
2020-06-15 06:45:00;7;66;44;47;17;39;17;99;0;0;0;0;0
2020-06-15 07:00:00;9;61;55;61;17;42;15;103;0;0;0;0;0
2020-06-15 07:15:00;4;72;43;43;18;45;17;132;0;0;0;0;0
2020-06-15 07:30:00;7;64;45;49;26;37;27;100;0;0;0;0;0
2020-06-15 07:45:00;9;70;35;35;16;38;18;103;0;0;0;0;0
2020-06-15 08:00:00;2;61;36;48;21;44;18;69;0;0;0;0;0
2020-06-15 08:15:00;8;43;37;38;19;34;19;75;0;0;0;0;0
2020-06-15 08:30:00;5;44;17;18;16;32;18;64;0;0;0;0;0
2020-06-15 08:45:00;4;45;29;29;19;24;18;39;0;0;0;0;0
2020-06-15 09:00:00;3;27;25;28;15;19;15;56;0;0;0;0;0
2020-06-15 09:15:00;8;38;16;16;16;24;16;58;0;0;0;0;0
2020-06-15 09:30:00;1;33;15;18;11;20;10;51;0;0;0;0;0
2020-06-15 09:45:00;4;41;22;26;13;25;11;48;0;0;0;0;0
2020-06-15 10:00:00;4;44;23;27;14;18;13;42;0;0;0;0;0
2020-06-15 10:15:00;3;41;14;16;13;18;14;47;0;0;0;0;0
2020-06-15 10:30:00;4;42;18;19;15;23;16;39;0;0;0;0;0
2020-06-15 10:45:00;3;40;17;17;19;33;19;37;0;0;0;0;0
2020-06-15 11:00:00;2;40;24;25;18;25;18;61;0;0;0;0;0
2020-06-15 11:15:00;3;39;18;18;14;33;14;50;0;0;0;0;0
2020-06-15 11:45:00;7;45;22;24;19;29;18;45;0;0;0;0;0
2020-06-15 12:00:00;3;46;18;21;21;32;19;47;0;0;0;0;0
2020-06-15 12:15:00;2;34;21;23;25;24;27;46;0;0;0;0;0
2020-06-15 12:30:00;3;41;14;16;22;33;20;44;0;0;0;0;0
2020-06-15 12:45:00;3;49;21;28;18;36;17;57;0;0;0;0;0
2020-06-15 13:00:00;2;53;34;40;21;25;21;51;0;0;0;0;0
2020-06-15 13:15:00;2;60;43;44;28;35;29;57;0;0;0;0;0
2020-06-15 13:30:00;5;61;54;56;48;70;49;64;0;0;0;0;0
2020-06-15 13:45:00;8;57;55;58;47;71;48;105;0;0;0;0;0
2020-06-15 14:00:00;4;79;51;51;47;96;51;68;0;0;0;0;0
2020-06-15 14:30:00;4;66;35;35;54;148;49;101;0;0;0;0;0
