DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-10-26 00:00:00;2;7;3;1;0;3;4
2020-10-26 00:15:00;4;15;5;0;2;4;7
2020-10-26 00:30:00;5;11;3;1;0;2;4
2020-10-26 00:45:00;7;10;2;0;0;7;4
2020-10-26 01:00:00;2;7;1;0;0;3;4
2020-10-26 01:15:00;2;9;1;0;1;3;3
2020-10-26 01:30:00;1;8;1;3;0;5;7
2020-10-26 01:45:00;1;4;0;1;0;3;4
2020-10-26 02:00:00;2;0;0;1;1;6;6
2020-10-26 02:15:00;4;5;0;0;0;4;4
2020-10-26 02:30:00;1;6;0;2;0;1;1
2020-10-26 02:45:00;0;6;1;0;0;4;1
2020-10-26 03:00:00;3;4;0;0;0;2;5
2020-10-26 03:15:00;2;6;1;0;0;6;2
2020-10-26 03:30:00;3;7;1;2;1;4;6
2020-10-26 03:45:00;1;5;1;1;1;5;6
2020-10-26 04:00:00;2;10;0;2;2;7;3
2020-10-26 04:15:00;4;6;1;9;1;7;9
2020-10-26 04:30:00;6;29;1;8;2;4;14
2020-10-26 04:45:00;16;21;1;5;1;11;14
2020-10-26 05:00:00;49;45;2;11;2;11;13
2020-10-26 05:15:00;84;124;13;15;10;29;28
2020-10-26 05:30:00;81;133;17;21;5;29;41
2020-10-26 05:45:00;78;129;16;24;22;25;34
2020-10-26 06:00:00;58;111;17;19;16;34;54
2020-10-26 06:15:00;69;144;18;44;26;48;69
2020-10-26 06:30:00;109;200;44;56;31;61;81
2020-10-26 06:45:00;114;220;53;66;40;69;89
2020-10-26 07:00:00;118;209;61;89;38;74;91
2020-10-26 07:15:00;154;186;77;123;71;124;129
2020-10-26 07:30:00;177;174;71;93;61;145;58
2020-10-26 07:45:00;216;137;77;80;57;156;136
2020-10-26 08:00:00;151;182;84;77;29;85;100
2020-10-26 08:15:00;118;213;58;74;28;99;107
2020-10-26 08:30:00;81;188;50;67;27;91;105
2020-10-26 08:45:00;86;197;62;64;26;107;121
2020-10-26 09:00:00;66;190;47;53;28;80;101
2020-10-26 09:15:00;65;169;49;51;30;85;109
2020-10-26 09:30:00;64;194;52;57;24;101;102
2020-10-26 09:45:00;80;205;68;57;20;97;118
2020-10-26 10:00:00;65;186;42;57;27;88;99
2020-10-26 10:15:00;70;158;51;63;14;118;120
2020-10-26 10:30:00;73;193;46;58;26;107;104
2020-10-26 10:45:00;93;194;63;77;18;92;115
2020-10-26 11:00:00;74;180;51;52;15;111;118
2020-10-26 11:15:00;71;176;44;37;22;99;105
2020-10-26 11:30:00;83;180;65;50;21;123;126
2020-10-26 11:45:00;83;180;62;54;19;111;119
2020-10-26 12:00:00;71;170;66;55;21;99;111
2020-10-26 12:15:00;91;174;69;70;16;111;126
2020-10-26 12:30:00;94;206;60;56;26;129;118
2020-10-26 12:45:00;96;178;55;80;26;127;148
2020-10-26 13:00:00;134;142;82;64;23;111;123
2020-10-26 13:15:00;137;174;76;53;25;105;106
2020-10-26 13:30:00;162;239;67;68;20;105;122
2020-10-26 13:45:00;127;222;66;48;20;110;143
2020-10-26 14:00:00;98;211;67;68;26;128;130
2020-10-26 14:15:00;86;185;67;61;29;136;148
2020-10-26 14:30:00;94;169;71;68;28;129;158
2020-10-26 14:45:00;79;152;62;50;31;124;127
2020-10-26 15:00:00;78;180;71;57;17;128;125
2020-10-26 15:15:00;78;170;82;64;17;133;146
2020-10-26 15:30:00;88;174;65;67;34;124;137
2020-10-26 15:45:00;102;197;73;79;19;126;139
2020-10-26 16:00:00;105;187;92;68;23;138;132
2020-10-26 16:15:00;128;178;100;86;30;141;137
2020-10-26 16:30:00;108;151;84;70;34;139;131
2020-10-26 16:45:00;107;164;98;77;26;125;124
2020-10-26 17:00:00;126;158;98;55;25;131;129
2020-10-26 17:15:00;98;171;93;75;25;132;123
2020-10-26 17:30:00;99;176;88;62;26;127;134
2020-10-26 17:45:00;95;167;79;64;14;116;116
2020-10-26 18:00:00;69;164;79;39;20;112;107
2020-10-26 18:15:00;75;154;77;38;14;125;119
2020-10-26 18:30:00;58;156;56;40;13;85;93
2020-10-26 18:45:00;59;136;51;37;20;94;92
2020-10-26 19:00:00;49;101;46;28;12;95;81
2020-10-26 19:15:00;46;114;41;31;7;66;82
2020-10-26 19:30:00;34;89;24;31;5;60;69
2020-10-26 19:45:00;38;113;42;23;7;60;61
2020-10-26 20:00:00;42;91;43;24;2;64;52
2020-10-26 20:15:00;26;88;30;23;8;61;55
2020-10-26 20:30:00;32;78;28;14;10;48;52
2020-10-26 20:45:00;43;80;16;21;11;44;44
2020-10-26 21:00:00;58;137;22;12;3;36;44
2020-10-26 21:15:00;53;118;22;9;4;36;45
2020-10-26 21:30:00;43;73;24;11;8;29;32
2020-10-26 21:45:00;18;57;14;6;2;57;73
2020-10-26 22:00:00;9;58;19;14;2;72;96
2020-10-26 22:15:00;11;30;13;7;2;59;79
2020-10-26 22:30:00;8;30;12;8;2;20;36
2020-10-26 22:45:00;15;32;13;7;2;15;22
2020-10-26 23:00:00;7;27;5;5;1;16;21
2020-10-26 23:15:00;6;24;7;2;0;3;17
2020-10-26 23:30:00;6;7;1;4;0;5;12
2020-10-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
