DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-09-19 00:00:00;0;18;2;5;2;2;17;8;0;0
2019-09-19 00:15:00;0;11;0;0;1;2;22;12;0;0
2019-09-19 00:30:00;0;13;2;0;2;1;21;11;0;0
2019-09-19 00:45:00;0;5;0;0;1;5;16;7;0;0
2019-09-19 01:00:00;0;12;0;1;3;1;11;7;0;0
2019-09-19 01:15:00;0;6;0;0;2;2;14;9;0;0
2019-09-19 01:30:00;0;7;0;0;0;2;14;5;0;0
2019-09-19 01:45:00;0;3;0;0;2;1;9;2;0;0
2019-09-19 02:00:00;0;9;0;0;0;2;4;1;0;0
2019-09-19 02:15:00;0;4;0;0;1;3;4;0;0;0
2019-09-19 02:30:00;0;4;0;0;0;1;8;4;0;0
2019-09-19 02:45:00;0;5;0;0;0;0;4;4;0;0
2019-09-19 03:00:00;0;7;0;0;0;1;10;3;0;0
2019-09-19 03:15:00;0;11;0;1;1;0;6;1;0;0
2019-09-19 03:30:00;0;10;0;1;1;1;8;3;0;0
2019-09-19 03:45:00;0;3;0;0;1;0;10;1;0;0
2019-09-19 04:00:00;0;10;0;0;1;3;13;1;0;0
2019-09-19 04:15:00;0;17;1;4;1;3;13;3;0;0
2019-09-19 04:30:00;0;21;0;1;0;6;25;7;0;0
2019-09-19 04:45:00;0;18;0;0;1;19;29;11;0;0
2019-09-19 05:00:00;0;38;2;4;1;66;68;41;0;0
2019-09-19 05:15:00;0;49;2;2;3;170;90;94;0;0
2019-09-19 05:30:00;0;71;2;5;12;176;90;128;0;0
2019-09-19 05:45:00;0;110;24;45;56;155;73;106;0;0
2019-09-19 06:00:00;0;151;38;69;65;160;68;115;0;0
2019-09-19 06:15:00;0;101;12;18;27;194;99;133;0;0
2019-09-19 06:30:00;0;106;4;12;15;222;108;128;0;0
2019-09-19 06:45:00;0;113;4;10;13;232;114;158;0;0
2019-09-19 07:00:00;0;98;9;17;12;215;108;170;0;0
2019-09-19 07:15:00;0;118;12;19;12;211;99;189;0;0
2019-09-19 07:30:00;0;129;9;17;14;213;127;182;0;0
2019-09-19 07:45:00;0;121;11;18;11;253;114;179;0;0
2019-09-19 08:00:00;0;118;7;15;15;244;110;163;0;0
2019-09-19 08:15:00;0;127;8;13;10;223;96;149;0;0
2019-09-19 08:30:00;0;122;5;16;19;187;105;169;0;0
2019-09-19 08:45:00;0;106;11;16;17;138;89;143;0;0
2019-09-19 09:00:00;0;97;12;20;18;85;91;125;0;0
2019-09-19 09:15:00;0;84;10;13;11;73;84;121;0;0
2019-09-19 09:30:00;0;100;10;14;34;72;80;127;0;0
2019-09-19 09:45:00;0;95;12;21;21;68;99;120;0;0
2019-09-19 10:00:00;0;111;6;19;17;64;87;125;0;0
2019-09-19 10:15:00;0;105;7;16;24;65;83;101;0;0
2019-09-19 10:30:00;0;106;13;18;28;61;93;120;0;0
2019-09-19 10:45:00;0;110;13;22;22;49;81;114;0;0
2019-09-19 11:00:00;0;114;10;15;15;47;75;101;0;0
2019-09-19 11:15:00;0;122;10;19;19;42;91;113;0;0
2019-09-19 11:30:00;0;122;14;20;23;58;76;105;0;0
2019-09-19 11:45:00;0;141;11;26;26;70;85;118;0;0
2019-09-19 12:00:00;0;112;18;28;34;53;79;111;0;0
2019-09-19 12:15:00;0;114;17;25;37;55;87;116;0;0
2019-09-19 12:30:00;0;131;13;34;39;63;86;109;0;0
2019-09-19 12:45:00;0;140;23;34;35;75;87;96;0;0
2019-09-19 13:00:00;0;125;17;35;39;87;112;122;0;0
2019-09-19 13:15:00;0;140;24;38;35;154;116;145;0;0
2019-09-19 13:30:00;0;126;10;30;36;148;127;155;0;0
2019-09-19 13:45:00;0;138;13;43;48;126;119;157;0;0
2019-09-19 14:00:00;0;160;45;59;63;99;106;138;0;0
2019-09-19 14:15:00;0;180;45;66;81;50;88;101;0;0
2019-09-19 14:30:00;0;196;29;89;98;44;106;137;0;0
2019-09-19 14:45:00;0;178;31;86;99;60;102;142;0;0
2019-09-19 15:00:00;0;148;31;62;81;53;103;138;0;0
2019-09-19 15:15:00;0;184;42;91;99;37;99;124;0;0
2019-09-19 15:30:00;0;190;42;75;90;33;110;142;0;0
2019-09-19 15:45:00;0;188;42;85;92;35;119;151;0;0
2019-09-19 16:00:00;0;184;50;183;87;27;109;131;0;0
2019-09-19 16:15:00;0;193;53;73;81;42;109;144;0;0
2019-09-19 16:30:00;0;170;42;88;101;38;107;145;0;0
2019-09-19 16:45:00;0;175;38;84;76;31;106;133;0;0
2019-09-19 17:00:00;0;181;47;65;84;37;128;160;0;0
2019-09-19 17:15:00;0;175;43;71;76;25;140;176;0;0
2019-09-19 17:30:00;0;159;27;61;62;29;108;136;0;0
2019-09-19 17:45:00;0;162;22;48;55;33;128;147;0;0
2019-09-19 18:00:00;0;180;22;53;57;35;127;148;0;0
2019-09-19 18:15:00;0;157;14;47;53;27;125;150;0;0
2019-09-19 18:30:00;0;162;14;41;41;26;101;122;0;0
2019-09-19 18:45:00;0;142;9;27;36;27;107;143;0;0
2019-09-19 19:00:00;0;143;9;24;37;16;99;109;0;0
2019-09-19 19:15:00;0;130;4;15;21;24;102;115;0;0
2019-09-19 19:30:00;0;95;11;9;13;19;85;83;0;0
2019-09-19 19:45:00;0;113;4;10;12;13;74;95;0;0
2019-09-19 20:00:00;0;100;5;14;12;19;69;84;0;0
2019-09-19 20:15:00;0;85;2;4;8;19;77;80;0;0
2019-09-19 20:30:00;0;85;2;6;5;19;68;67;0;0
2019-09-19 20:45:00;0;76;3;2;6;55;72;60;0;0
2019-09-19 21:00:00;0;73;5;7;9;121;82;80;0;0
2019-09-19 21:15:00;0;65;1;3;9;143;91;85;0;0
2019-09-19 21:30:00;0;45;3;12;12;77;44;60;0;0
2019-09-19 21:45:00;0;86;13;54;48;21;61;59;0;0
2019-09-19 22:00:00;0;135;24;84;86;12;50;30;0;0
2019-09-19 22:15:00;0;98;13;33;41;8;50;31;0;0
2019-09-19 22:30:00;0;62;1;3;4;8;40;25;0;0
2019-09-19 22:45:00;0;40;1;4;1;7;44;34;0;0
2019-09-19 23:00:00;0;26;1;2;1;2;36;21;0;0
2019-09-19 23:15:00;0;32;0;0;2;5;19;13;0;0
2019-09-19 23:30:00;0;14;2;2;5;2;16;9;0;0
2019-09-19 23:45:00;0;17;2;1;1;6;20;23;0;0
