DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-12-19 00:00:00;0;6;0;1;0;1;6;1;0;0
2020-12-19 00:15:00;0;5;1;1;0;1;4;2;1;1
2020-12-19 00:30:00;0;3;0;0;0;0;8;3;0;0
2020-12-19 00:45:00;0;2;1;1;0;2;4;3;0;0
2020-12-19 01:00:00;0;7;0;1;0;1;7;2;1;1
2020-12-19 01:15:00;0;3;0;1;0;1;4;0;0;1
2020-12-19 01:30:00;0;6;0;0;0;0;5;1;0;0
2020-12-19 01:45:00;0;3;0;0;0;1;3;1;0;0
2020-12-19 02:00:00;0;4;0;0;0;0;3;3;0;0
2020-12-19 02:15:00;0;4;0;0;0;0;6;2;0;0
2020-12-19 02:30:00;0;9;0;0;0;1;6;1;0;0
2020-12-19 02:45:00;0;5;0;0;0;0;2;1;0;0
2020-12-19 03:00:00;0;3;0;0;0;0;3;2;2;1
2020-12-19 03:15:00;0;3;0;0;0;1;4;3;0;0
2020-12-19 03:30:00;0;1;0;0;0;0;5;3;0;0
2020-12-19 03:45:00;0;7;0;0;1;0;1;0;0;0
2020-12-19 04:00:00;0;6;0;0;2;0;4;2;0;0
2020-12-19 04:15:00;0;7;0;1;1;1;5;1;0;0
2020-12-19 04:30:00;0;14;0;0;1;3;2;3;1;1
2020-12-19 04:45:00;0;14;1;2;3;5;10;5;1;1
2020-12-19 05:00:00;0;19;1;1;5;15;22;12;0;1
2020-12-19 05:15:00;0;29;0;3;1;18;36;17;2;1
2020-12-19 05:30:00;0;43;9;13;14;28;29;31;3;6
2020-12-19 05:45:00;0;48;6;24;23;13;26;22;2;1
2020-12-19 06:00:00;0;73;19;36;44;6;24;23;4;3
2020-12-19 06:15:00;0;51;3;12;17;5;28;34;1;1
2020-12-19 06:30:00;0;36;3;2;3;7;24;13;3;2
2020-12-19 06:45:00;0;29;3;5;3;8;23;16;3;0
2020-12-19 07:00:00;0;22;1;10;1;4;25;19;1;0
2020-12-19 07:15:00;0;27;0;2;1;6;30;29;5;3
2020-12-19 07:30:00;0;25;0;1;5;3;20;27;0;0
2020-12-19 07:45:00;0;31;0;1;1;5;19;24;0;0
2020-12-19 08:00:00;0;39;0;3;8;7;36;32;1;1
2020-12-19 08:15:00;0;40;0;3;2;5;22;33;4;0
2020-12-19 08:30:00;0;35;3;3;2;7;33;42;1;1
2020-12-19 08:45:00;0;47;0;2;1;5;42;50;1;0
2020-12-19 09:00:00;0;45;0;1;1;9;34;49;6;2
2020-12-19 09:15:00;0;58;1;3;2;8;49;57;4;1
2020-12-19 09:30:00;0;63;1;4;2;10;53;57;8;1
2020-12-19 09:45:00;0;61;0;3;2;4;59;63;3;1
2020-12-19 10:00:00;0;61;0;3;1;9;45;65;7;2
2020-12-19 10:15:00;0;62;1;5;5;5;60;67;5;1
2020-12-19 10:30:00;0;81;2;1;0;5;62;86;10;0
2020-12-19 10:45:00;0;91;3;4;4;13;76;75;7;4
2020-12-19 11:00:00;0;77;2;5;3;12;79;70;8;2
2020-12-19 11:15:00;0;80;0;4;3;15;75;85;8;4
2020-12-19 11:30:00;0;81;3;4;5;13;71;85;4;0
2020-12-19 11:45:00;0;102;2;5;3;11;71;84;5;0
2020-12-19 12:00:00;0;83;3;7;5;11;81;80;4;2
2020-12-19 12:15:00;0;100;0;5;7;6;74;77;5;1
2020-12-19 12:30:00;0;96;1;5;6;11;73;86;8;5
2020-12-19 12:45:00;0;107;1;3;4;14;65;100;6;2
2020-12-19 13:00:00;0;91;6;9;0;16;93;104;5;2
2020-12-19 13:15:00;0;105;1;2;6;18;68;97;5;4
2020-12-19 13:30:00;0;104;2;2;6;14;84;101;10;4
2020-12-19 13:45:00;0;111;1;9;5;9;83;93;6;4
2020-12-19 14:00:00;0;111;7;17;10;6;92;112;10;6
2020-12-19 14:15:00;0;82;2;4;4;14;68;107;8;3
2020-12-19 14:30:00;0;100;0;8;11;14;81;102;4;1
2020-12-19 14:45:00;0;92;2;5;8;11;85;101;9;1
2020-12-19 15:00:00;0;106;3;4;6;16;77;108;5;2
2020-12-19 15:15:00;0;100;0;3;3;8;77;89;7;1
2020-12-19 15:30:00;0;89;2;5;4;15;84;95;2;1
2020-12-19 15:45:00;0;109;2;5;4;14;96;96;9;2
2020-12-19 16:00:00;0;96;3;7;11;9;87;96;3;0
2020-12-19 16:15:00;0;115;1;5;4;11;81;107;6;1
2020-12-19 16:30:00;0;91;4;10;8;13;82;100;3;1
2020-12-19 16:45:00;0;85;4;8;6;12;92;99;9;3
2020-12-19 17:00:00;0;67;0;2;8;9;83;96;0;1
2020-12-19 17:15:00;0;93;1;7;5;13;69;81;7;1
2020-12-19 17:30:00;0;78;0;3;7;10;58;56;4;0
2020-12-19 17:45:00;0;80;1;4;2;7;73;68;5;1
2020-12-19 18:00:00;0;80;0;1;0;5;64;76;6;2
2020-12-19 18:15:00;0;62;2;2;3;8;67;68;9;3
2020-12-19 18:30:00;0;62;1;5;6;6;49;51;3;0
2020-12-19 18:45:00;0;67;1;1;2;1;58;57;2;1
2020-12-19 19:00:00;0;49;0;2;2;5;48;64;4;2
2020-12-19 19:15:00;0;59;1;1;0;3;44;43;0;0
2020-12-19 19:30:00;0;56;0;3;1;13;41;46;1;0
2020-12-19 19:45:00;0;40;1;1;3;4;35;46;0;0
2020-12-19 20:00:00;0;59;0;4;3;12;56;60;2;0
2020-12-19 20:15:00;0;65;3;1;1;3;41;46;7;1
2020-12-19 20:30:00;0;54;3;1;1;7;58;68;3;2
2020-12-19 20:45:00;0;59;0;3;2;5;50;51;4;4
2020-12-19 21:00:00;0;20;1;0;0;7;24;19;4;1
2020-12-19 21:15:00;0;15;0;0;0;7;13;8;1;1
2020-12-19 21:30:00;0;8;1;0;3;7;10;7;0;1
2020-12-19 21:45:00;0;12;0;3;4;2;14;3;0;0
2020-12-19 22:00:00;0;9;6;8;4;2;8;9;0;0
2020-12-19 22:15:00;0;8;0;3;2;3;8;8;0;0
2020-12-19 22:30:00;0;10;1;1;0;0;8;6;0;0
2020-12-19 22:45:00;0;8;0;0;0;0;4;3;0;0
2020-12-19 23:00:00;0;3;1;0;0;2;3;2;0;0
2020-12-19 23:15:00;0;9;0;0;2;1;4;0;0;0
2020-12-19 23:30:00;0;7;0;0;0;1;4;0;0;0
2020-12-19 23:45:00;0;2;1;0;0;2;4;1;0;0
