DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2021-01-02 00:00:00;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:15:00;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 00:30:00;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:45:00;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:00:00;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:15:00;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:30:00;2;1;2;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:45:00;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:00:00;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:30:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:45:00;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:30:00;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:45:00;3;0;3;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:00:00;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:15:00;2;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:30:00;2;4;4;1;4;1;1;2;1;0;0;0;0;0;0;0;0;0
2021-01-02 04:45:00;3;4;2;0;4;1;1;1;1;0;0;0;0;0;0;0;0;0
2021-01-02 05:00:00;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 05:15:00;7;1;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:30:00;6;2;4;2;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:45:00;1;2;2;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:00:00;3;0;2;1;0;2;4;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:15:00;14;2;4;0;2;1;4;2;3;0;0;0;0;0;0;0;0;0
2021-01-02 06:30:00;5;4;8;1;5;3;7;2;2;0;0;0;0;0;0;0;0;0
2021-01-02 06:45:00;9;3;10;3;1;5;5;4;2;0;0;0;0;0;0;0;0;0
2021-01-02 07:00:00;8;6;16;2;3;7;15;5;1;0;0;0;0;0;0;0;0;0
2021-01-02 07:15:00;10;11;10;1;7;2;9;4;2;0;0;0;0;0;0;0;0;0
2021-01-02 07:30:00;18;7;16;1;6;3;7;11;5;0;0;0;0;0;0;0;0;0
2021-01-02 07:45:00;22;18;9;0;14;2;7;6;6;0;0;0;0;1;0;0;0;0
2021-01-02 08:00:00;26;13;24;3;11;3;14;12;5;0;0;0;0;0;0;0;0;0
2021-01-02 08:15:00;23;20;20;3;18;8;17;7;3;0;0;0;0;0;0;0;0;0
2021-01-02 08:30:00;33;16;23;1;13;3;16;12;6;0;0;0;0;0;0;0;0;0
2021-01-02 08:45:00;34;21;17;1;17;4;19;14;6;0;0;0;2;0;0;0;0;0
2021-01-02 09:00:00;34;29;22;3;29;5;21;16;7;0;0;0;0;0;0;3;0;0
2021-01-02 09:15:00;37;21;33;3;18;5;25;21;4;0;0;0;0;0;0;0;0;0
2021-01-02 09:30:00;42;31;29;3;24;3;36;27;6;0;0;0;0;0;0;1;0;0
2021-01-02 09:45:00;51;37;25;7;28;10;27;26;2;0;0;0;0;0;0;0;0;0
2021-01-02 10:00:00;59;46;33;5;290;8;31;18;8;0;0;0;0;0;0;0;0;0
2021-01-02 10:15:00;54;44;38;3;37;10;30;22;7;0;0;0;0;0;0;0;0;0
2021-01-02 10:30:00;66;44;29;4;33;15;40;23;11;0;0;0;0;0;0;0;0;0
2021-01-02 10:45:00;61;44;40;2;293;13;34;28;8;0;0;0;0;0;0;0;0;0
2021-01-02 11:00:00;59;44;33;1;40;9;39;25;8;0;0;0;1;0;0;4;0;0
2021-01-02 11:15:00;69;48;33;2;35;8;29;42;11;0;0;0;2;0;0;2;0;0
2021-01-02 11:30:00;76;56;56;7;39;8;46;29;5;0;0;0;1;0;0;2;0;0
2021-01-02 11:45:00;70;50;22;1;43;10;40;23;8;0;0;0;0;0;0;2;0;0
2021-01-02 12:00:00;46;60;36;5;47;11;43;27;5;0;0;0;0;0;0;0;0;0
2021-01-02 12:15:00;60;58;30;6;57;12;36;21;7;0;0;0;0;0;0;1;0;0
2021-01-02 12:30:00;44;42;27;8;38;14;44;25;10;0;0;0;0;0;0;0;0;0
2021-01-02 12:45:00;67;46;31;4;37;15;49;34;10;0;0;0;1;1;0;3;0;0
2021-01-02 13:00:00;53;37;22;3;34;5;33;20;10;0;0;0;0;0;0;2;0;0
2021-01-02 13:15:00;53;54;33;10;46;12;35;32;4;0;0;0;0;0;0;4;2;0
2021-01-02 13:30:00;61;49;19;9;45;5;45;20;7;0;0;0;2;2;0;0;0;0
2021-01-02 13:45:00;68;43;21;6;44;7;38;29;6;0;0;0;6;0;0;0;0;0
2021-01-02 14:00:00;47;41;24;9;47;4;37;26;7;0;0;0;0;0;0;0;0;0
2021-01-02 14:15:00;82;49;23;11;40;12;45;32;11;0;0;0;3;1;0;0;0;0
2021-01-02 14:30:00;46;52;28;5;39;10;48;22;4;0;0;0;1;1;0;0;0;0
2021-01-02 14:45:00;56;45;18;4;46;6;46;24;6;0;0;0;0;0;0;3;0;0
2021-01-02 15:00:00;67;50;16;3;48;5;39;26;8;0;0;0;1;0;0;0;0;0
2021-01-02 15:15:00;57;51;27;0;44;5;283;24;11;0;0;0;0;0;0;0;0;0
2021-01-02 15:30:00;44;47;29;2;43;10;30;17;8;0;0;0;0;0;0;4;0;0
2021-01-02 15:45:00;57;40;14;7;280;7;46;21;8;0;0;0;0;0;0;0;0;0
2021-01-02 16:00:00;43;37;17;6;40;5;41;27;7;0;0;0;3;0;0;1;0;0
2021-01-02 16:15:00;54;43;28;2;38;10;42;20;3;0;0;0;0;0;0;0;0;45
2021-01-02 16:30:00;61;44;24;3;31;7;36;23;12;0;0;0;1;0;0;2;1;0
2021-01-02 16:45:00;32;43;23;1;32;8;31;28;6;0;0;0;2;0;0;0;0;0
2021-01-02 17:00:00;47;35;23;1;25;6;36;26;5;0;0;0;3;0;0;0;0;0
2021-01-02 17:15:00;45;38;22;0;36;10;42;26;5;0;0;0;1;0;0;1;0;0
2021-01-02 17:30:00;52;48;26;2;35;9;27;21;5;0;0;0;0;0;0;1;0;0
2021-01-02 17:45:00;42;38;19;0;28;11;30;19;7;0;0;0;0;0;0;0;0;0
2021-01-02 18:00:00;29;37;18;3;31;4;29;14;6;0;0;0;0;0;0;0;0;0
2021-01-02 18:15:00;29;26;16;4;24;8;23;8;4;0;0;0;0;0;0;0;0;0
2021-01-02 18:30:00;23;29;26;0;27;4;25;24;4;0;0;0;0;0;0;0;0;0
2021-01-02 18:45:00;24;25;9;1;19;2;25;10;3;0;0;0;0;0;0;0;0;0
2021-01-02 19:00:00;28;21;17;3;18;5;19;12;3;0;0;0;1;1;0;0;0;0
2021-01-02 19:15:00;19;21;11;3;27;4;20;11;6;0;0;0;0;0;0;0;0;0
2021-01-02 19:30:00;18;18;13;7;16;6;33;9;2;0;0;0;0;0;0;0;0;0
2021-01-02 19:45:00;13;15;12;2;16;11;20;3;2;0;0;0;0;0;0;0;0;0
2021-01-02 20:00:00;25;9;9;3;8;3;14;0;4;0;0;0;0;0;0;0;0;0
2021-01-02 20:15:00;15;11;9;1;13;6;15;12;6;0;0;0;0;0;0;0;0;0
2021-01-02 20:30:00;23;19;18;6;22;3;25;7;4;0;0;0;0;0;0;0;0;0
2021-01-02 20:45:00;28;16;8;2;15;4;23;4;3;0;0;0;0;0;0;0;0;0
2021-01-02 21:00:00;10;4;3;5;4;0;5;2;2;0;0;0;0;0;0;0;0;0
2021-01-02 21:15:00;2;0;2;2;3;5;7;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 21:30:00;2;1;3;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 21:45:00;3;1;0;1;3;0;6;2;1;0;0;0;0;0;0;0;0;0
2021-01-02 22:00:00;5;0;0;4;1;0;6;1;1;0;0;0;0;0;0;0;0;0
2021-01-02 22:15:00;2;0;2;4;2;2;4;2;1;0;0;0;0;0;0;0;0;0
2021-01-02 22:30:00;2;1;2;7;7;12;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 22:45:00;2;0;0;1;4;8;3;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 23:00:00;1;1;0;0;2;0;2;6;1;0;0;0;0;0;0;0;0;0
2021-01-02 23:15:00;0;0;1;13;5;6;1;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 23:30:00;0;1;2;3;4;6;2;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 23:45:00;1;0;0;7;7;5;0;0;1;0;0;0;0;0;0;0;0;0
