DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-12-24 00:00:00;0;2;7;1;2;6;16;7;1;7;1
2019-12-24 00:15:00;0;3;8;1;1;8;8;4;2;3;2
2019-12-24 00:30:00;1;6;6;2;3;2;6;4;2;11;4
2019-12-24 00:45:00;0;3;10;3;3;3;10;5;0;1;2
2019-12-24 01:00:00;0;0;6;1;2;4;6;3;5;4;5
2019-12-24 01:15:00;0;0;6;1;1;3;11;0;1;7;2
2019-12-24 01:30:00;1;2;3;0;1;6;9;2;2;0;3
2019-12-24 01:45:00;0;1;1;0;0;2;2;0;2;4;0
2019-12-24 02:00:00;1;3;4;1;2;1;3;1;1;2;1
2019-12-24 02:15:00;1;3;1;0;1;1;2;3;0;0;3
2019-12-24 02:30:00;1;1;3;1;2;6;5;0;2;2;3
2019-12-24 02:45:00;0;1;1;0;0;1;3;1;1;4;3
2019-12-24 03:00:00;0;1;1;0;0;0;1;0;0;4;1
2019-12-24 03:15:00;1;0;1;0;1;2;4;0;2;6;1
2019-12-24 03:30:00;0;0;2;0;0;1;3;1;0;3;2
2019-12-24 03:45:00;0;0;0;0;0;1;3;2;3;1;1
2019-12-24 04:00:00;0;1;0;0;0;0;4;1;1;2;0
2019-12-24 04:15:00;0;0;1;1;1;2;2;0;1;4;0
2019-12-24 04:30:00;0;2;2;0;0;1;1;1;1;1;1
2019-12-24 04:45:00;2;1;1;1;3;1;2;2;0;1;1
2019-12-24 05:00:00;0;0;2;0;0;2;3;0;0;3;2
2019-12-24 05:15:00;0;1;1;0;0;2;3;1;2;7;4
2019-12-24 05:30:00;0;11;6;1;1;1;6;2;3;15;3
2019-12-24 05:45:00;1;5;6;0;0;2;3;1;3;8;4
2019-12-24 06:00:00;0;5;6;4;4;3;3;1;4;3;4
2019-12-24 06:15:00;0;4;5;1;1;2;6;1;2;2;4
2019-12-24 06:30:00;1;5;6;1;3;4;6;1;3;10;5
2019-12-24 06:45:00;0;5;6;3;3;0;9;3;4;6;5
2019-12-24 07:00:00;1;7;8;1;1;2;6;1;2;5;7
2019-12-24 07:15:00;2;5;8;1;3;1;3;2;4;10;3
2019-12-24 07:30:00;1;19;5;0;2;4;6;2;7;7;6
2019-12-24 07:45:00;3;9;11;3;4;4;6;3;8;4;4
2019-12-24 08:00:00;0;7;8;4;4;3;6;2;6;11;8
2019-12-24 08:15:00;3;19;12;3;6;6;11;2;9;11;5
2019-12-24 08:30:00;3;17;18;2;4;1;8;1;8;16;8
2019-12-24 08:45:00;3;23;13;8;11;5;16;5;9;18;8
2019-12-24 09:00:00;2;19;19;7;9;4;11;6;13;19;12
2019-12-24 09:15:00;4;29;27;10;13;4;18;6;14;20;9
2019-12-24 09:30:00;3;34;20;4;7;9;15;8;16;20;11
2019-12-24 09:45:00;7;26;30;8;14;12;14;11;22;22;21
2019-12-24 10:00:00;2;33;29;10;12;7;21;12;26;20;19
2019-12-24 10:15:00;6;29;34;8;10;14;24;12;15;20;19
2019-12-24 10:30:00;3;32;32;5;7;10;22;13;24;25;17
2019-12-24 10:45:00;8;31;28;10;16;9;19;13;25;21;23
2019-12-24 11:00:00;8;31;32;9;13;5;21;9;21;19;17
2019-12-24 11:15:00;3;18;30;7;9;11;18;8;19;14;22
2019-12-24 11:30:00;3;20;42;7;11;11;25;14;17;18;28
2019-12-24 11:45:00;3;25;34;4;4;13;32;19;17;18;17
2019-12-24 12:00:00;2;31;32;3;4;8;25;10;16;22;15
2019-12-24 12:15:00;2;27;27;0;1;18;22;9;8;17;22
2019-12-24 12:30:00;1;27;26;2;3;10;21;10;15;21;20
2019-12-24 12:45:00;2;25;25;5;7;18;24;12;14;17;22
2019-12-24 13:00:00;3;32;41;3;7;12;17;9;14;12;21
