DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-04-21 00:00:00;2;5;2;0;0;0;0;0
2020-04-21 00:15:00;3;4;3;0;0;0;0;0
2020-04-21 00:30:00;1;5;2;0;0;0;0;0
2020-04-21 00:45:00;4;6;3;0;0;0;0;0
2020-04-21 01:00:00;3;2;4;0;0;0;0;0
2020-04-21 01:15:00;0;1;2;0;0;0;0;0
2020-04-21 01:30:00;0;3;2;0;0;0;0;0
2020-04-21 01:45:00;3;2;2;0;0;0;0;0
2020-04-21 02:00:00;2;6;2;0;0;0;0;0
2020-04-21 02:15:00;1;2;2;0;0;0;0;0
2020-04-21 02:30:00;3;11;3;0;0;0;0;0
2020-04-21 02:45:00;2;7;0;0;0;0;0;0
2020-04-21 03:00:00;3;5;3;0;0;0;0;0
2020-04-21 03:15:00;3;0;1;0;0;0;0;0
2020-04-21 03:30:00;0;3;0;0;0;0;0;0
2020-04-21 03:45:00;2;7;5;0;0;0;0;0
2020-04-21 04:00:00;4;5;1;0;0;0;0;0
2020-04-21 04:15:00;3;5;4;0;0;0;0;0
2020-04-21 04:30:00;9;9;3;0;0;0;0;0
2020-04-21 04:45:00;8;15;2;0;0;0;0;0
2020-04-21 05:00:00;12;23;9;0;0;0;0;0
2020-04-21 05:15:00;15;32;21;0;0;0;0;0
2020-04-21 05:30:00;19;67;33;0;0;0;0;0
2020-04-21 05:45:00;25;71;35;0;0;0;0;0
2020-04-21 06:00:00;34;69;33;0;0;0;0;0
2020-04-21 06:15:00;36;87;30;0;0;0;0;0
2020-04-21 06:30:00;48;139;43;0;0;0;1;0
2020-04-21 06:45:00;32;102;35;0;0;0;0;0
2020-04-21 07:00:00;31;101;37;0;2;0;12;2
2020-04-21 07:15:00;34;91;41;0;1;0;1;0
2020-04-21 07:30:00;46;105;43;0;3;7;1;2
2020-04-21 07:45:00;53;103;38;0;1;0;0;0
2020-04-21 08:00:00;45;103;38;0;0;0;5;0
2020-04-21 08:15:00;35;87;31;0;5;6;3;0
2020-04-21 08:30:00;38;102;36;0;1;0;3;0
2020-04-21 08:45:00;53;107;37;0;1;3;4;0
2020-04-21 09:00:00;41;88;34;0;11;0;1;4
2020-04-21 09:15:00;43;96;39;0;12;2;0;5
2020-04-21 09:30:00;50;116;35;0;0;1;6;1
2020-04-21 09:45:00;51;115;41;0;14;2;0;14
2020-04-21 10:00:00;39;113;48;0;0;4;11;0
2020-04-21 10:15:00;44;106;50;0;3;0;0;0
2020-04-21 10:30:00;48;132;39;0;15;1;12;8
2020-04-21 10:45:00;52;118;45;0;10;5;1;0
2020-04-21 11:00:00;49;140;51;0;1;0;11;0
2020-04-21 11:15:00;44;118;43;0;6;6;1;1
2020-04-21 11:30:00;58;126;48;0;0;0;0;0
2020-04-21 11:45:00;56;131;47;0;6;2;5;0
2020-04-21 12:00:00;60;130;50;0;1;1;8;1
2020-04-21 12:15:00;53;133;38;0;17;2;1;3
2020-04-21 12:30:00;56;126;37;0;1;1;10;1
2020-04-21 12:45:00;53;118;40;0;2;0;13;1
2020-04-21 13:00:00;51;143;34;0;3;1;1;4
2020-04-21 13:15:00;65;148;55;0;11;2;3;0
2020-04-21 13:30:00;69;125;52;0;17;4;2;3
2020-04-21 13:45:00;66;130;58;0;13;5;5;19
2020-04-21 14:00:00;72;139;50;0;3;0;11;7
2020-04-21 14:15:00;82;138;60;0;5;1;24;1
2020-04-21 14:30:00;76;157;50;0;2;2;14;0
2020-04-21 14:45:00;72;137;57;0;27;10;6;0
2020-04-21 15:00:00;74;149;51;0;0;7;1;0
2020-04-21 15:15:00;61;134;45;0;7;0;0;7
2020-04-21 15:30:00;73;164;57;0;22;2;5;1
2020-04-21 15:45:00;69;172;54;0;1;10;14;0
2020-04-21 16:00:00;80;181;80;0;10;8;72;4
2020-04-21 16:15:00;80;166;56;0;11;1;4;12
2020-04-21 16:30:00;64;153;73;0;3;3;5;0
2020-04-21 16:45:00;97;136;54;0;46;2;6;23
2020-04-21 17:00:00;75;160;67;0;4;0;0;3
2020-04-21 17:15:00;65;170;76;0;4;2;1;0
2020-04-21 17:30:00;58;139;60;0;6;0;5;0
2020-04-21 17:45:00;62;133;50;0;0;0;1;1
2020-04-21 18:00:00;56;112;38;0;13;1;0;5
2020-04-21 18:15:00;66;95;60;0;12;0;12;5
2020-04-21 18:30:00;36;112;49;0;6;0;0;0
2020-04-21 18:45:00;45;104;39;0;11;1;1;2
2020-04-21 19:00:00;38;92;45;0;0;1;0;0
2020-04-21 19:15:00;25;84;36;0;17;0;0;7
2020-04-21 19:30:00;36;82;38;0;0;9;0;4
2020-04-21 19:45:00;24;69;32;0;0;0;0;0
2020-04-21 20:00:00;27;66;26;0;3;0;0;0
2020-04-21 20:15:00;32;62;27;0;0;0;0;0
2020-04-21 20:30:00;23;44;31;0;0;0;0;0
2020-04-21 20:45:00;27;52;22;0;0;0;0;0
2020-04-21 21:00:00;20;35;24;0;0;0;0;0
2020-04-21 21:15:00;20;43;14;0;0;0;0;0
2020-04-21 21:30:00;19;40;28;0;0;0;0;6
2020-04-21 21:45:00;24;21;16;0;0;0;0;0
2020-04-21 22:00:00;26;39;18;0;0;0;0;0
2020-04-21 22:15:00;6;33;13;0;0;0;0;0
2020-04-21 22:30:00;13;21;15;0;0;0;0;0
