DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2019-08-23 00:00:00;26;16;0;2;0;0;26;24;0;0;0;0;0;0;0
2019-08-23 00:15:00;18;12;1;0;0;0;24;23;0;0;0;0;0;0;0
2019-08-23 00:30:00;26;17;1;0;0;0;21;19;0;0;0;0;0;0;0
2019-08-23 00:45:00;10;9;1;1;0;0;16;14;0;0;0;1;0;0;0
2019-08-23 01:00:00;15;4;0;2;0;0;24;22;0;0;0;1;7;0;0
2019-08-23 01:15:00;21;9;0;0;2;0;18;14;0;0;0;2;0;0;0
2019-08-23 01:30:00;10;6;0;0;0;0;10;8;0;0;0;0;0;0;0
2019-08-23 01:45:00;7;3;0;0;0;0;17;15;0;0;0;0;0;0;0
2019-08-23 02:00:00;7;4;0;0;0;0;18;13;0;0;0;0;0;0;0
2019-08-23 02:15:00;7;7;1;0;0;0;14;10;0;0;0;0;0;0;0
2019-08-23 02:30:00;6;5;0;0;0;0;13;12;0;0;0;0;0;0;0
2019-08-23 02:45:00;5;6;2;0;0;0;8;7;0;0;0;0;0;0;0
2019-08-23 03:00:00;11;5;0;0;0;0;28;18;0;0;0;0;0;0;0
2019-08-23 03:15:00;6;3;0;0;0;1;4;5;0;0;0;0;0;0;0
2019-08-23 03:30:00;7;5;1;0;0;0;14;10;0;0;0;0;0;0;0
2019-08-23 03:45:00;6;5;0;0;0;0;11;9;0;0;0;0;0;0;0
2019-08-23 04:00:00;14;5;1;0;0;0;26;20;0;0;0;0;0;0;0
2019-08-23 04:15:00;8;9;1;0;0;0;23;20;0;0;0;0;0;0;0
2019-08-23 04:30:00;16;14;1;0;0;0;18;15;0;0;0;0;0;0;0
2019-08-23 04:45:00;20;14;0;0;0;0;33;27;0;0;0;0;0;0;0
2019-08-23 05:00:00;23;22;1;0;1;0;41;40;0;0;0;2;0;1;0
2019-08-23 05:15:00;63;36;0;0;2;1;48;44;0;0;0;2;0;0;0
