DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-10-12 00:00:00;7;6;8;23;13;3;0;0;0;0;0;0;0
2019-10-12 00:15:00;9;12;7;37;30;7;0;0;0;0;0;0;0
2019-10-12 00:30:00;8;12;7;22;14;2;0;0;0;0;0;0;0
2019-10-12 00:45:00;4;12;10;27;15;1;0;0;0;0;0;0;0
2019-10-12 01:00:00;1;7;10;10;13;1;0;1;0;0;0;0;0
2019-10-12 01:15:00;5;8;11;20;10;1;0;0;0;0;0;0;0
2019-10-12 01:30:00;6;9;7;13;7;3;0;0;0;0;0;0;0
2019-10-12 01:45:00;4;6;10;13;5;1;0;0;0;0;0;0;0
2019-10-12 02:00:00;10;10;4;15;11;2;0;0;0;0;0;0;0
2019-10-12 02:15:00;4;6;8;8;5;5;0;0;3;0;0;0;0
2019-10-12 02:30:00;11;11;5;9;11;2;0;0;0;0;0;0;0
2019-10-12 02:45:00;9;6;7;10;8;4;0;0;0;0;0;0;0
2019-10-12 03:00:00;6;10;6;14;4;4;0;0;0;0;0;0;0
2019-10-12 03:15:00;5;9;11;7;8;5;0;0;0;0;0;0;0
2019-10-12 03:30:00;5;5;7;3;5;4;0;0;0;0;0;0;0
2019-10-12 03:45:00;2;6;3;5;7;1;0;0;0;0;0;0;0
2019-10-12 04:00:00;6;4;3;5;6;2;0;0;0;0;0;0;0
2019-10-12 04:15:00;4;6;6;8;5;1;0;0;0;0;2;0;0
2019-10-12 04:30:00;4;5;4;16;4;2;0;1;0;0;0;0;0
2019-10-12 04:45:00;3;10;5;12;14;3;0;0;0;0;0;0;0
2019-10-12 05:00:00;4;6;3;16;12;3;0;0;0;0;0;0;0
2019-10-12 05:15:00;5;13;8;27;12;1;0;0;0;0;0;0;0
2019-10-12 05:30:00;19;30;7;33;30;1;0;0;0;0;0;0;0
2019-10-12 05:45:00;29;71;18;30;24;3;0;1;0;0;0;0;0
2019-10-12 06:00:00;26;68;9;28;16;0;0;0;0;0;0;0;0
2019-10-12 06:15:00;22;48;20;28;22;3;0;0;0;0;0;0;0
2019-10-12 06:30:00;19;27;24;35;20;2;0;0;0;0;0;0;0
2019-10-12 06:45:00;14;27;13;44;22;3;0;0;0;0;0;0;0
2019-10-12 07:00:00;24;21;24;30;24;2;0;0;0;0;0;0;0
2019-10-12 07:15:00;12;14;24;28;17;4;0;0;0;0;0;0;0
2019-10-12 07:30:00;18;23;27;46;23;5;0;0;1;0;1;0;0
2019-10-12 07:45:00;22;42;32;59;46;7;0;1;2;0;2;0;0
2019-10-12 08:00:00;19;31;19;45;30;8;0;0;2;1;0;0;0
2019-10-12 08:15:00;24;38;33;46;39;10;0;0;3;0;0;0;0
2019-10-12 08:30:00;23;41;39;61;41;10;0;0;0;0;0;0;0
2019-10-12 08:45:00;33;41;46;68;50;25;0;2;0;0;0;0;0
2019-10-12 09:00:00;44;50;53;76;57;22;0;0;3;0;0;0;0
2019-10-12 09:15:00;47;51;61;83;70;16;0;2;2;0;0;1;0
2019-10-12 09:30:00;39;51;64;96;55;16;0;3;0;0;0;0;13
2019-10-12 09:45:00;52;60;69;120;80;23;0;1;17;0;8;0;0
2019-10-12 10:00:00;50;77;52;96;65;20;0;1;12;0;5;24;0
2019-10-12 10:15:00;56;64;57;110;86;29;0;0;3;0;0;0;0
2019-10-12 10:30:00;61;64;66;107;69;23;0;1;6;8;0;0;0
2019-10-12 10:45:00;59;72;65;100;67;25;0;1;10;0;0;0;0
2019-10-12 11:00:00;51;79;73;98;82;26;0;0;2;0;0;0;0
2019-10-12 11:15:00;60;85;61;129;96;21;0;2;11;0;0;0;0
2019-10-12 11:30:00;55;87;68;130;107;19;0;1;11;0;1;0;0
2019-10-12 11:45:00;59;75;70;118;101;30;0;0;4;0;0;0;0
2019-10-12 12:00:00;64;89;68;110;84;27;0;0;16;0;2;0;0
2019-10-12 12:15:00;53;77;78;120;85;31;0;2;1;11;0;0;7
2019-10-12 12:30:00;42;74;70;114;82;21;0;0;5;0;1;13;0
2019-10-12 12:45:00;62;69;59;108;105;19;0;1;14;0;0;0;0
2019-10-12 13:00:00;57;96;64;120;118;28;0;1;12;0;0;6;0
2019-10-12 13:15:00;61;81;64;113;87;27;0;1;0;0;0;1;0
2019-10-12 13:30:00;67;95;55;136;99;31;0;2;3;0;0;0;0
2019-10-12 13:45:00;67;87;58;137;125;20;0;0;20;0;5;0;0
2019-10-12 14:00:00;60;90;77;127;108;32;0;3;2;3;0;0;0
2019-10-12 14:15:00;59;86;69;135;110;23;0;0;14;0;2;0;15
2019-10-12 14:30:00;80;109;59;145;138;24;0;0;3;0;0;5;0
2019-10-12 14:45:00;54;88;60;122;101;22;0;0;19;3;0;0;0
2019-10-12 15:00:00;61;90;55;114;98;22;0;2;6;0;0;0;0
2019-10-12 15:15:00;53;80;62;119;108;26;0;3;20;0;0;2;2
2019-10-12 15:30:00;51;67;51;98;89;24;0;0;18;2;0;8;1
2019-10-12 15:45:00;47;82;49;100;86;19;0;0;6;0;12;0;0
2019-10-12 16:00:00;61;81;55;101;88;26;0;0;10;0;7;0;0
2019-10-12 16:15:00;50;86;56;122;101;26;0;0;3;2;0;1;2
2019-10-12 16:30:00;55;87;52;116;92;13;0;0;15;0;0;3;7
2019-10-12 16:45:00;51;81;63;114;77;22;0;1;6;0;0;0;0
