DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-06-15 00:00:00;0;1;3;0;0;0;1;0;1;3;0
2020-06-15 00:15:00;0;1;3;0;0;1;3;0;0;2;2
2020-06-15 00:30:00;0;3;5;1;1;0;2;0;1;3;3
2020-06-15 00:45:00;0;1;5;0;0;0;1;2;0;2;1
2020-06-15 01:00:00;0;0;3;2;2;0;1;0;0;1;2
2020-06-15 01:15:00;0;1;3;0;0;1;1;0;0;0;0
2020-06-15 01:30:00;0;1;1;0;0;1;5;0;0;1;1
2020-06-15 01:45:00;1;0;4;1;1;0;1;1;0;2;0
2020-06-15 02:00:00;0;1;3;0;0;0;2;0;0;0;0
2020-06-15 02:15:00;0;0;1;0;0;1;2;1;1;2;1
2020-06-15 02:30:00;1;1;0;0;1;1;1;0;0;3;0
2020-06-15 03:00:00;0;1;1;0;0;1;3;0;2;4;0
2020-06-15 03:15:00;0;0;1;0;0;0;1;0;0;0;0
2020-06-15 03:30:00;0;0;1;0;0;0;0;0;0;2;1
2020-06-15 03:45:00;0;0;0;0;0;0;1;0;0;0;1
2020-06-15 04:00:00;0;0;3;0;0;0;0;1;1;0;0
2020-06-15 04:15:00;1;2;2;0;0;0;0;0;3;3;2
2020-06-15 04:30:00;0;3;7;0;0;0;3;0;0;2;1
2020-06-15 04:45:00;1;4;7;1;2;1;1;0;0;2;1
2020-06-15 05:00:00;1;20;16;1;1;1;4;1;0;4;5
2020-06-15 05:15:00;3;49;36;2;5;0;9;3;5;1;3
2020-06-15 05:30:00;4;48;38;2;6;3;9;4;5;14;9
2020-06-15 05:45:00;0;21;33;3;3;2;15;2;4;19;15
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;3;29;25;5;9;4;15;4;10;12;10
2020-06-15 06:30:00;9;40;32;15;19;12;19;2;8;16;24
2020-06-15 06:45:00;2;46;34;11;14;9;13;7;19;21;25
2020-06-15 07:00:00;4;45;36;27;27;13;27;7;21;17;24
2020-06-15 07:15:00;9;49;46;45;54;18;42;20;41;47;29
2020-06-15 07:30:00;9;56;72;57;64;45;45;42;62;61;25
2020-06-15 07:45:00;9;66;69;24;35;38;58;36;43;46;45
2020-06-15 08:00:00;10;47;48;19;24;22;39;21;26;39;24
