DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-12-02 00:00:00;0;3;5;4;2;6;3;8;5;1;1;0;4
2019-12-02 00:15:00;0;7;7;1;1;3;0;9;6;1;4;6;2
2019-12-02 00:30:00;0;6;4;0;2;3;1;1;1;0;6;7;4
2019-12-02 00:45:00;0;1;0;1;2;5;8;7;3;0;3;3;3
2019-12-02 01:00:00;0;5;0;0;3;1;0;4;1;0;3;3;4
2019-12-02 01:15:00;0;5;0;1;0;0;0;5;1;2;3;2;2
2019-12-02 01:30:00;0;2;1;0;1;2;0;1;0;0;4;5;1
2019-12-02 01:45:00;0;4;2;0;0;4;1;1;1;0;2;0;0
2019-12-02 02:00:00;0;3;0;1;1;4;2;1;0;0;3;2;2
2019-12-02 02:15:00;0;0;0;0;3;5;1;2;0;0;3;4;3
2019-12-02 02:30:00;0;2;0;0;2;2;1;1;0;0;3;1;2
2019-12-02 02:45:00;0;3;3;0;0;1;0;1;0;1;3;3;0
2019-12-02 03:00:00;0;4;2;0;1;3;1;1;0;1;4;4;2
2019-12-02 03:15:00;0;0;0;0;0;3;0;2;0;0;1;2;0
2019-12-02 03:30:00;0;0;0;0;0;0;0;0;0;2;2;1;0
2019-12-02 03:45:00;0;2;1;1;3;4;1;2;2;0;2;1;0
2019-12-02 04:00:00;0;5;3;0;1;3;0;4;1;2;7;7;6
2019-12-02 04:15:00;0;5;5;0;4;9;2;7;3;0;5;3;1
2019-12-02 04:30:00;0;5;2;0;2;7;4;15;9;0;16;13;2
2019-12-02 04:45:00;0;12;3;1;6;11;6;17;7;1;26;27;6
2019-12-02 05:00:00;0;8;7;1;6;16;12;36;14;4;41;60;5
2019-12-02 05:15:00;0;17;12;2;7;22;5;52;31;7;66;85;18
2019-12-02 05:30:00;0;19;18;2;13;44;14;70;42;3;72;79;29
2019-12-02 05:45:00;0;23;20;1;19;31;9;65;63;3;67;71;34
2019-12-02 06:00:00;0;22;17;1;26;44;10;59;46;2;60;73;22
2019-12-02 06:15:00;0;30;29;3;24;39;16;79;74;6;75;89;28
2019-12-02 06:30:00;0;36;37;8;28;45;16;119;143;3;74;80;33
2019-12-02 06:45:00;0;44;26;2;29;51;17;124;149;2;82;93;44
2019-12-02 07:00:00;0;42;35;5;30;58;17;150;166;6;93;80;57
2019-12-02 07:15:00;0;48;38;2;51;73;18;145;183;8;110;112;63
2019-12-02 07:30:00;0;63;58;11;53;70;27;131;157;8;108;113;50
2019-12-02 07:45:00;0;68;83;3;51;78;20;123;168;11;90;101;77
2019-12-02 08:00:00;0;53;55;11;49;69;15;106;136;14;100;115;80
2019-12-02 08:15:00;0;54;37;11;59;68;23;116;128;7;107;92;62
2019-12-02 08:30:00;0;62;50;6;53;68;20;95;108;10;89;87;60
2019-12-02 08:45:00;0;105;39;10;54;66;17;89;94;6;79;71;46
2019-12-02 09:00:00;0;38;33;9;22;59;29;83;77;11;55;49;42
2019-12-02 09:15:00;0;59;33;7;31;58;21;65;59;13;56;57;44
2019-12-02 09:30:00;0;59;48;7;38;64;23;91;73;19;50;63;50
2019-12-02 09:45:00;0;84;43;10;46;65;28;83;68;12;62;67;51
2019-12-02 10:00:00;0;58;55;6;59;66;30;82;58;10;54;69;51
2019-12-02 10:15:00;0;52;46;8;59;77;16;75;48;13;54;56;59
2019-12-02 10:30:00;0;71;51;12;50;60;22;69;61;22;62;57;41
2019-12-02 10:45:00;0;65;62;11;47;74;31;82;55;24;83;67;55
2019-12-02 11:00:00;0;69;54;8;55;70;25;75;40;16;78;63;44
2019-12-02 11:15:00;0;61;63;8;52;70;23;61;49;16;60;43;54
2019-12-02 11:30:00;0;69;68;8;49;64;19;84;56;17;72;62;53
2019-12-02 11:45:00;0;75;64;8;48;66;29;73;54;13;68;50;62
2019-12-02 12:00:00;0;85;70;13;52;81;26;68;50;14;63;54;58
2019-12-02 12:15:00;0;68;64;15;46;82;16;53;36;14;47;49;35
2019-12-02 12:30:00;0;70;57;14;59;71;24;77;67;9;54;49;42
2019-12-02 12:45:00;0;74;71;13;52;71;19;76;67;11;74;69;58
2019-12-02 13:00:00;0;84;78;17;42;67;18;79;67;15;66;80;52
2019-12-02 13:15:00;0;96;105;13;58;78;25;90;59;18;94;110;41
2019-12-02 13:30:00;0;85;78;16;52;72;26;87;85;13;86;115;44
2019-12-02 13:45:00;0;64;72;11;57;79;22;90;68;18;70;94;57
2019-12-02 14:00:00;0;98;91;14;72;99;28;77;55;14;63;80;50
2019-12-02 14:15:00;0;110;110;13;77;97;26;74;56;16;60;38;45
2019-12-02 14:30:00;0;107;120;13;73;105;33;70;66;15;72;60;53
2019-12-02 14:45:00;0;107;104;11;79;112;37;80;68;16;67;73;45
2019-12-02 15:00:00;0;111;118;13;67;106;25;72;62;17;69;80;37
2019-12-02 15:15:00;0;104;113;23;77;95;35;70;54;21;65;47;42
2019-12-02 15:30:00;0;103;135;15;67;88;38;87;76;18;63;55;61
2019-12-02 15:45:00;0;111;124;14;86;104;46;88;79;17;74;62;55
2019-12-02 16:00:00;0;135;154;17;81;94;54;88;80;22;71;80;60
2019-12-02 16:15:00;0;127;172;15;99;109;46;101;66;15;75;74;55
2019-12-02 16:30:00;0;132;143;17;84;108;26;98;79;14;73;77;44
2019-12-02 16:45:00;0;139;160;22;90;103;53;88;67;20;77;80;76
2019-12-02 17:00:00;0;106;126;15;86;99;58;84;63;18;71;77;56
2019-12-02 17:15:00;0;124;153;19;84;84;31;96;70;21;91;86;53
2019-12-02 17:30:00;0;100;120;13;90;93;49;87;78;21;82;76;61
2019-12-02 17:45:00;0;98;94;12;85;104;40;96;72;13;59;61;48
2019-12-02 18:00:00;0;85;107;9;66;81;36;64;50;18;63;62;52
2019-12-02 18:15:00;0;99;91;6;56;84;29;70;58;15;61;59;39
2019-12-02 18:30:00;0;77;87;6;69;65;28;70;35;7;59;53;39
2019-12-02 18:45:00;0;62;62;8;57;70;26;57;39;9;44;44;41
2019-12-02 19:00:00;0;58;54;10;44;56;27;62;40;11;52;44;25
2019-12-02 19:15:00;0;57;44;8;29;50;16;48;32;8;53;42;26
2019-12-02 19:30:00;0;33;30;13;27;36;19;50;36;10;35;28;27
2019-12-02 19:45:00;0;44;43;5;24;32;13;48;35;5;38;34;26
2019-12-02 20:00:00;0;47;40;5;24;47;11;59;42;9;36;30;22
2019-12-02 20:15:00;0;44;33;1;20;31;5;37;16;6;34;36;18
2019-12-02 20:30:00;0;48;24;8;20;21;7;43;17;8;31;34;28
2019-12-02 20:45:00;0;39;22;5;15;26;9;28;18;4;43;44;21
2019-12-02 21:00:00;0;38;32;10;10;23;12;49;20;7;53;62;18
2019-12-02 21:15:00;0;34;30;3;16;28;10;35;23;2;59;71;15
2019-12-02 21:30:00;0;22;14;7;21;42;10;37;18;2;47;42;22
2019-12-02 21:45:00;0;26;23;6;49;84;12;25;7;4;28;16;12
2019-12-02 22:00:00;0;30;21;2;49;81;18;13;12;3;19;14;12
2019-12-02 22:15:00;0;35;35;4;24;54;22;26;7;4;15;18;7
2019-12-02 22:30:00;0;21;15;2;8;27;3;23;13;4;22;18;10
2019-12-02 22:45:00;0;18;10;1;9;13;8;7;2;1;18;15;13
2019-12-02 23:00:00;0;23;12;4;5;11;2;13;7;1;7;7;7
2019-12-02 23:15:00;0;14;9;2;6;13;7;16;6;0;17;8;5
2019-12-02 23:30:00;0;9;6;3;8;14;7;4;2;0;4;3;4
2019-12-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
