DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-11-21 00:00:00;2;4;4;0;2;3;0;0
2019-11-21 00:15:00;7;5;0;0;3;3;0;0
2019-11-21 00:30:00;3;2;0;0;2;5;0;0
2019-11-21 00:45:00;2;0;1;0;6;4;0;0
2019-11-21 01:00:00;3;1;0;0;2;2;0;0
2019-11-21 01:15:00;4;3;0;0;4;7;0;0
2019-11-21 01:30:00;4;5;0;0;4;4;0;0
2019-11-21 01:45:00;2;0;0;0;2;1;0;0
2019-11-21 02:00:00;5;3;0;0;2;5;0;0
2019-11-21 02:15:00;1;3;0;0;5;3;0;0
2019-11-21 02:30:00;5;3;1;0;2;1;0;0
2019-11-21 02:45:00;2;6;2;0;2;7;0;0
2019-11-21 03:00:00;4;1;0;0;0;1;0;0
2019-11-21 03:15:00;3;3;0;0;5;4;0;0
2019-11-21 03:30:00;4;1;0;0;1;4;0;0
2019-11-21 03:45:00;9;1;0;0;6;4;0;0
2019-11-21 04:00:00;3;4;0;0;0;5;0;0
2019-11-21 04:15:00;4;4;0;0;3;6;0;0
2019-11-21 04:30:00;4;6;0;0;8;12;0;0
2019-11-21 04:45:00;9;10;0;0;25;37;0;0
2019-11-21 05:00:00;9;23;0;0;39;58;8;0
2019-11-21 05:15:00;19;53;5;0;96;139;19;0
2019-11-21 05:30:00;40;59;7;0;126;133;23;4
2019-11-21 05:45:00;113;152;4;0;98;68;10;8
2019-11-21 06:00:00;85;137;6;0;71;52;4;28
2019-11-21 06:15:00;53;104;7;0;93;55;8;11
2019-11-21 06:30:00;47;137;0;0;90;80;23;2
2019-11-21 06:45:00;50;134;3;0;87;81;14;0
2019-11-21 07:00:00;56;89;7;0;93;81;9;0
2019-11-21 07:15:00;55;105;7;0;96;94;17;0
2019-11-21 07:30:00;70;99;5;0;75;59;10;4
2019-11-21 07:45:00;80;108;10;0;97;79;12;0
2019-11-21 08:00:00;78;116;11;0;74;64;13;2
2019-11-21 08:15:00;71;103;11;0;74;64;12;0
2019-11-21 08:30:00;74;98;6;0;56;53;16;0
2019-11-21 08:45:00;36;70;15;0;39;51;6;2
2019-11-21 09:00:00;56;50;8;0;37;48;6;3
2019-11-21 09:15:00;36;46;13;0;39;34;9;3
2019-11-21 09:30:00;41;59;12;0;46;41;0;1
2019-11-21 09:45:00;39;59;14;0;38;35;7;1
2019-11-21 10:00:00;29;42;16;0;43;49;4;1
2019-11-21 10:15:00;29;40;11;0;41;32;0;1
2019-11-21 10:30:00;39;53;8;0;38;33;1;3
2019-11-21 10:45:00;35;68;12;0;43;35;4;3
2019-11-21 11:00:00;36;50;10;0;28;24;0;5
2019-11-21 11:15:00;35;49;15;0;32;37;2;9
2019-11-21 11:30:00;41;58;14;0;43;32;3;3
2019-11-21 11:45:00;44;58;10;0;40;30;3;16
2019-11-21 12:00:00;39;43;10;0;50;39;4;6
2019-11-21 12:15:00;34;51;9;0;45;45;2;13
2019-11-21 12:30:00;52;48;15;0;42;59;3;9
2019-11-21 12:45:00;56;62;14;0;60;48;23;15
2019-11-21 13:00:00;51;69;11;0;77;77;7;9
2019-11-21 13:15:00;52;69;10;0;91;79;8;5
2019-11-21 13:30:00;58;72;14;0;110;110;8;3
2019-11-21 13:45:00;74;99;12;0;95;99;13;11
2019-11-21 14:00:00;84;108;11;0;77;65;9;39
2019-11-21 14:15:00;142;176;12;0;66;46;1;17
2019-11-21 14:30:00;129;137;15;0;69;47;22;14
2019-11-21 14:45:00;104;115;7;0;63;52;0;15
2019-11-21 15:00:00;79;107;13;0;69;52;0;13
2019-11-21 15:15:00;92;120;10;0;96;86;16;10
2019-11-21 15:30:00;89;91;12;0;88;63;0;17
2019-11-21 15:45:00;74;76;14;0;64;54;1;16
2019-11-21 16:00:00;68;96;12;0;69;46;2;27
2019-11-21 16:15:00;86;77;7;0;68;60;0;19
2019-11-21 16:30:00;75;98;13;0;74;53;0;28
2019-11-21 16:45:00;91;106;10;0;76;54;0;19
2019-11-21 17:00:00;79;86;5;0;70;44;0;7
2019-11-21 17:15:00;86;90;6;0;69;43;0;13
2019-11-21 17:30:00;76;82;9;0;75;45;1;12
2019-11-21 17:45:00;48;85;13;0;73;39;0;3
2019-11-21 18:00:00;66;78;6;0;53;32;0;8
2019-11-21 18:15:00;54;63;6;0;43;26;0;8
2019-11-21 18:30:00;46;63;4;0;41;32;0;9
2019-11-21 18:45:00;46;48;6;0;49;24;1;4
2019-11-21 19:00:00;26;35;1;0;36;23;0;1
2019-11-21 19:15:00;22;36;3;0;24;11;1;2
2019-11-21 19:30:00;20;26;4;0;27;20;0;0
2019-11-21 19:45:00;24;27;5;0;25;19;0;0
2019-11-21 20:00:00;19;23;6;0;23;13;0;0
2019-11-21 20:15:00;21;19;1;0;21;15;3;0
2019-11-21 20:30:00;15;19;2;0;21;25;7;2
2019-11-21 20:45:00;16;20;3;0;36;50;23;0
2019-11-21 21:00:00;10;25;3;0;54;64;19;0
2019-11-21 21:15:00;17;21;6;0;78;95;26;2
2019-11-21 21:30:00;30;38;5;0;40;78;20;16
2019-11-21 21:45:00;60;99;5;0;46;35;50;38
2019-11-21 22:00:00;76;141;8;0;56;34;0;12
2019-11-21 22:15:00;34;40;3;0;22;15;0;2
2019-11-21 22:30:00;17;8;2;0;14;13;0;0
2019-11-21 22:45:00;5;10;1;0;14;13;0;0
2019-11-21 23:00:00;6;8;0;0;15;5;0;0
2019-11-21 23:15:00;8;6;0;0;16;6;0;0
2019-11-21 23:30:00;3;8;0;0;13;6;0;0
2019-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
