DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-06-07 00:00:00;12;7;4;2;22;7;8;16;8;24;16;8;24;0
2020-06-07 00:15:00;20;5;4;2;34;13;10;20;10;30;20;10;30;0
2020-06-07 00:30:00;20;7;9;2;25;9;22;20;10;30;20;10;30;0
2020-06-07 00:45:00;12;3;5;2;29;10;14;20;10;30;20;10;30;0
2020-06-07 01:00:00;13;8;8;1;22;13;9;24;12;35;24;12;35;0
2020-06-07 01:15:00;11;6;5;1;23;8;9;26;13;39;26;13;39;0
2020-06-07 01:30:00;7;3;6;2;19;6;5;26;13;39;26;13;39;0
2020-06-07 01:45:00;4;7;3;1;11;5;5;26;13;39;26;13;39;0
2020-06-07 02:00:00;5;3;5;0;15;6;3;24;12;36;24;12;36;0
2020-06-07 02:15:00;7;2;2;1;11;4;4;26;13;39;26;13;39;0
2020-06-07 02:30:00;4;4;1;0;7;1;6;24;12;36;24;12;36;0
2020-06-07 02:45:00;3;2;3;1;5;4;2;26;13;39;26;13;39;0
2020-06-07 03:00:00;3;2;1;1;15;5;2;26;13;39;26;13;39;0
2020-06-07 03:15:00;2;3;1;0;6;3;2;26;13;39;26;13;39;0
2020-06-07 03:30:00;4;0;3;0;2;1;3;24;12;36;24;12;36;0
2020-06-07 03:45:00;2;1;1;0;4;3;2;24;12;36;24;12;36;0
2020-06-07 04:00:00;3;1;3;1;1;1;2;26;13;39;26;13;39;0
2020-06-07 04:15:00;2;1;1;0;3;1;0;26;13;39;26;13;39;0
2020-06-07 04:30:00;2;0;1;0;5;2;1;24;12;36;24;12;36;0
2020-06-07 04:45:00;0;2;2;1;5;1;2;26;13;39;26;13;39;0
2020-06-07 05:00:00;3;2;1;1;4;0;6;20;10;30;20;10;30;0
2020-06-07 05:15:00;5;6;3;2;10;2;1;20;10;31;20;10;31;0
2020-06-07 05:30:00;5;4;10;4;2;2;0;20;10;30;20;10;30;0
2020-06-07 05:45:00;6;2;4;6;8;0;4;20;10;30;20;10;30;0
2020-06-07 06:00:00;6;6;2;3;15;4;3;20;10;30;20;10;30;0
2020-06-07 06:15:00;6;2;1;0;7;2;4;20;10;30;20;10;30;0
2020-06-07 06:30:00;3;2;1;2;14;3;2;18;9;27;18;9;27;0
2020-06-07 06:45:00;5;4;3;2;12;5;7;20;10;30;20;10;30;0
2020-06-07 07:00:00;6;4;3;1;10;3;5;20;10;30;20;10;30;0
2020-06-07 07:15:00;8;3;5;4;11;2;3;20;10;30;20;10;30;0
2020-06-07 07:30:00;9;7;6;0;16;4;8;20;10;29;20;10;29;0
2020-06-07 07:45:00;8;5;7;4;12;2;3;20;10;30;20;10;30;0
2020-06-07 08:00:00;4;4;5;2;12;5;10;20;10;30;20;10;30;0
2020-06-07 08:15:00;11;16;5;8;24;5;8;20;10;30;20;10;30;0
2020-06-07 08:30:00;12;15;6;8;15;6;8;20;10;30;20;10;30;0
2020-06-07 08:45:00;20;13;11;2;24;9;15;20;10;30;20;10;30;0
2020-06-07 09:00:00;19;18;12;5;19;8;5;20;10;30;20;10;30;0
2020-06-07 09:15:00;25;25;11;7;26;9;17;20;10;30;20;10;30;0
2020-06-07 09:30:00;20;29;18;13;36;12;13;18;9;28;18;9;28;0
2020-06-07 09:45:00;38;26;27;15;44;16;22;20;10;30;20;10;30;0
2020-06-07 10:00:00;32;24;17;9;39;15;16;20;10;30;20;10;30;0
2020-06-07 10:15:00;37;38;15;13;45;20;28;20;10;29;20;10;29;0
2020-06-07 10:30:00;40;20;20;15;50;12;25;21;11;30;21;11;30;0
2020-06-07 10:45:00;34;27;23;12;57;24;33;20;10;30;20;10;30;0
2020-06-07 11:00:00;55;37;24;7;66;26;37;20;10;30;20;10;30;0
2020-06-07 11:15:00;40;28;23;15;52;25;32;20;10;30;20;10;30;0
2020-06-07 11:30:00;43;30;22;15;56;24;33;16;8;23;16;8;23;0
2020-06-07 11:45:00;60;38;21;21;69;20;31;20;10;30;20;10;30;0
2020-06-07 12:00:00;60;28;29;17;59;30;33;20;10;31;20;10;31;0
2020-06-07 12:15:00;50;38;24;11;65;15;32;20;10;29;20;10;29;0
2020-06-07 12:30:00;60;25;29;21;71;28;42;20;10;30;20;10;30;0
2020-06-07 12:45:00;41;39;18;15;79;34;43;20;10;31;20;10;31;0
2020-06-07 13:00:00;49;40;28;19;71;23;39;20;10;30;20;10;30;0
2020-06-07 13:15:00;61;26;18;19;69;28;45;20;10;30;20;10;30;0
2020-06-07 13:30:00;50;43;24;17;72;26;30;20;10;30;20;10;30;0
2020-06-07 13:45:00;48;40;33;20;80;26;45;20;10;30;20;10;30;0
2020-06-07 14:00:00;53;41;26;18;78;28;46;20;10;30;20;10;30;0
2020-06-07 14:15:00;60;50;28;21;81;37;54;20;10;30;20;10;30;0
2020-06-07 14:30:00;76;56;26;18;87;42;52;20;10;29;20;10;29;0
2020-06-07 14:45:00;69;50;32;26;92;45;73;20;10;31;20;10;31;0
2020-06-07 15:00:00;77;44;21;19;83;19;48;20;10;30;20;10;30;0
2020-06-07 15:15:00;55;45;23;13;79;39;44;20;10;30;20;10;30;0
2020-06-07 15:30:00;66;35;18;13;77;29;46;20;10;30;20;10;30;0
2020-06-07 15:45:00;54;38;19;18;79;39;46;20;10;29;20;10;29;0
2020-06-07 16:00:00;61;23;19;8;84;30;56;20;10;30;20;10;30;0
2020-06-07 16:15:00;46;48;25;16;79;38;48;20;10;31;20;10;31;0
2020-06-07 16:30:00;66;45;26;12;78;29;36;20;10;30;20;10;30;0
2020-06-07 16:45:00;64;31;24;23;78;32;62;20;10;30;20;10;30;0
2020-06-07 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 17:15:00;72;34;24;16;95;31;61;20;10;30;20;10;30;0
2020-06-07 17:30:00;72;40;25;13;83;34;43;20;10;29;20;10;29;0
2020-06-07 17:45:00;49;43;39;27;79;34;53;20;10;31;20;10;31;0
2020-06-07 18:00:00;49;42;29;18;79;33;38;20;10;30;20;10;30;0
2020-06-07 18:15:00;57;35;28;21;76;30;44;20;10;30;20;10;30;0
2020-06-07 18:30:00;77;30;30;18;77;35;40;21;11;30;21;11;30;0
2020-06-07 18:45:00;60;38;26;23;92;30;51;20;10;29;20;10;29;0
2020-06-07 19:00:00;53;39;28;19;64;26;51;20;10;31;20;10;31;0
2020-06-07 19:15:00;61;28;27;16;61;28;34;20;10;30;20;10;30;0
2020-06-07 19:30:00;54;27;24;14;51;30;33;21;11;29;21;11;29;0
2020-06-07 19:45:00;48;32;14;12;79;25;30;20;10;30;20;10;30;0
2020-06-07 20:00:00;53;25;20;11;82;23;31;20;10;31;20;10;31;0
2020-06-07 20:15:00;43;26;17;9;52;23;29;20;10;30;20;10;30;0
2020-06-07 20:30:00;48;19;8;8;59;24;28;20;10;30;20;10;30;0
2020-06-07 20:45:00;42;25;17;13;49;24;26;20;10;30;20;10;30;0
2020-06-07 21:00:00;34;14;21;8;52;20;36;20;10;30;20;10;30;0
2020-06-07 21:15:00;37;28;16;9;55;19;29;20;10;30;20;10;30;0
2020-06-07 21:30:00;39;19;9;4;46;15;27;20;10;30;20;10;30;0
2020-06-07 21:45:00;33;12;9;9;43;14;24;20;10;30;20;10;30;0
2020-06-07 22:00:00;23;17;9;5;58;26;32;20;10;30;20;10;30;0
2020-06-07 22:15:00;31;19;10;3;55;20;31;20;10;30;20;10;30;0
2020-06-07 22:30:00;18;10;7;3;54;13;26;20;10;30;20;10;30;0
2020-06-07 22:45:00;13;13;10;1;24;10;15;20;10;30;20;10;30;0
2020-06-07 23:00:00;9;10;3;2;28;11;8;20;10;30;20;10;30;0
2020-06-07 23:15:00;11;5;6;0;20;12;12;20;10;30;20;10;30;0
2020-06-07 23:30:00;18;4;4;2;16;5;8;20;10;30;20;10;30;0
2020-06-07 23:45:00;8;6;4;0;18;6;4;20;10;30;20;10;30;0
