DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-08-31 00:00:00;21;12;4;6;3;6;0;0;0;0
2019-08-31 00:15:00;28;22;4;5;3;9;0;0;0;0
2019-08-31 00:30:00;13;17;5;9;3;8;0;0;0;0
2019-08-31 00:45:00;9;10;1;4;3;5;0;0;0;0
2019-08-31 01:00:00;13;10;5;8;1;4;0;0;0;0
2019-08-31 01:15:00;16;11;3;9;2;4;0;0;0;0
2019-08-31 01:30:00;12;13;1;6;3;2;0;0;0;0
2019-08-31 01:45:00;12;8;1;1;1;3;0;0;0;0
2019-08-31 02:00:00;11;7;3;8;0;5;0;0;0;0
2019-08-31 02:15:00;7;10;0;2;2;1;0;0;0;0
2019-08-31 02:30:00;7;9;1;6;0;1;0;0;0;0
2019-08-31 02:45:00;7;8;2;1;1;1;0;0;0;0
2019-08-31 03:00:00;10;10;2;2;0;2;0;0;0;0
2019-08-31 03:15:00;14;12;0;3;1;4;0;0;0;0
2019-08-31 03:30:00;9;7;0;2;2;2;0;0;0;0
2019-08-31 03:45:00;5;3;2;1;1;1;0;0;0;0
2019-08-31 04:00:00;3;5;0;3;2;4;0;0;0;0
2019-08-31 04:15:00;7;3;5;1;1;3;0;0;0;0
2019-08-31 04:30:00;4;3;0;0;0;3;0;0;0;0
2019-08-31 04:45:00;3;5;0;2;0;2;0;0;0;0
2019-08-31 05:00:00;4;5;0;1;2;3;0;0;0;0
2019-08-31 05:15:00;4;6;2;2;3;7;0;0;0;0
2019-08-31 05:30:00;3;4;1;4;3;5;0;0;0;0
2019-08-31 05:45:00;6;6;5;6;2;6;0;0;0;0
2019-08-31 06:00:00;4;7;2;4;3;5;0;0;0;0
2019-08-31 06:15:00;6;11;6;5;6;3;0;0;0;0
2019-08-31 06:30:00;8;9;6;11;12;6;0;0;0;0
2019-08-31 06:45:00;7;13;3;6;6;7;0;0;0;0
2019-08-31 07:00:00;4;13;10;7;8;6;0;0;0;0
2019-08-31 07:15:00;6;12;9;15;17;6;0;0;0;0
2019-08-31 07:30:00;13;14;13;15;15;8;0;0;0;0
2019-08-31 07:45:00;7;14;11;22;18;24;0;0;0;0
2019-08-31 08:00:00;13;20;16;19;18;18;0;0;0;0
2019-08-31 08:15:00;10;15;16;27;20;21;0;0;0;0
2019-08-31 08:30:00;31;31;38;17;24;43;0;0;0;0
2019-08-31 08:45:00;42;46;35;32;26;53;0;0;0;0
2019-08-31 09:00:00;35;40;25;37;17;28;0;0;0;0
2019-08-31 09:15:00;19;32;21;37;21;29;0;0;0;0
2019-08-31 09:30:00;18;26;25;44;30;31;0;0;0;0
2019-08-31 09:45:00;26;24;32;48;27;41;0;0;0;0
2019-08-31 10:00:00;16;27;26;39;27;36;0;0;0;0
2019-08-31 10:15:00;21;33;32;49;35;37;0;0;0;0
2019-08-31 10:30:00;29;33;30;50;34;34;0;0;0;0
2019-08-31 10:45:00;18;43;45;53;36;53;0;0;0;0
2019-08-31 11:00:00;24;33;39;46;23;58;0;0;0;0
2019-08-31 11:15:00;43;43;34;67;29;55;0;0;0;0
2019-08-31 11:30:00;31;48;34;47;24;44;0;0;0;0
2019-08-31 11:45:00;42;31;38;58;31;44;0;0;0;0
2019-08-31 12:00:00;36;50;41;63;27;27;0;0;0;0
2019-08-31 12:15:00;30;36;37;46;20;25;0;0;0;0
2019-08-31 12:30:00;37;30;32;47;24;31;0;0;0;0
2019-08-31 12:45:00;28;31;32;61;21;30;0;0;0;0
2019-08-31 13:00:00;39;30;28;48;14;31;0;0;0;0
2019-08-31 13:15:00;51;35;22;44;19;40;0;0;0;0
2019-08-31 13:30:00;43;41;31;41;19;28;0;0;0;0
2019-08-31 13:45:00;49;45;24;36;15;27;0;0;0;0
2019-08-31 14:00:00;57;54;48;40;22;45;0;0;0;0
2019-08-31 14:15:00;44;48;42;38;17;50;0;0;0;0
2019-08-31 14:30:00;37;44;34;37;20;55;0;0;0;0
2019-08-31 14:45:00;35;31;32;55;27;35;0;0;0;0
2019-08-31 15:00:00;31;33;32;46;12;35;0;0;0;0
2019-08-31 15:15:00;39;32;25;35;16;30;0;0;0;0
2019-08-31 15:30:00;43;49;25;43;21;20;0;0;0;0
2019-08-31 15:45:00;37;32;26;35;6;23;0;0;0;0
2019-08-31 16:00:00;37;30;30;33;20;28;0;0;0;0
2019-08-31 16:15:00;36;37;28;32;17;29;0;0;0;0
2019-08-31 16:30:00;43;43;28;35;18;35;0;0;0;0
2019-08-31 16:45:00;45;37;24;41;15;34;0;0;0;0
2019-08-31 17:00:00;53;51;22;35;17;24;0;0;0;0
2019-08-31 17:15:00;52;40;27;32;20;25;0;0;0;0
2019-08-31 17:30:00;32;46;20;29;19;32;0;0;0;0
2019-08-31 17:45:00;52;43;46;32;25;25;0;0;0;0
2019-08-31 18:00:00;36;38;36;35;19;35;0;0;0;0
2019-08-31 18:15:00;36;44;34;37;17;29;0;0;0;0
2019-08-31 18:30:00;49;44;33;20;20;31;0;0;0;0
2019-08-31 18:45:00;35;35;35;27;16;55;0;0;0;0
2019-08-31 19:00:00;29;33;23;25;15;29;0;0;0;0
2019-08-31 19:15:00;38;38;31;30;16;22;0;0;0;0
2019-08-31 19:30:00;29;37;27;17;23;33;0;0;0;0
2019-08-31 19:45:00;32;22;40;26;19;35;0;0;0;0
2019-08-31 20:00:00;36;32;23;24;17;19;0;0;0;0
2019-08-31 20:15:00;24;29;31;26;18;26;0;0;0;0
2019-08-31 20:30:00;33;29;31;28;12;24;0;0;0;0
2019-08-31 20:45:00;43;30;21;24;16;24;0;0;0;0
2019-08-31 21:00:00;30;27;23;18;14;22;0;0;0;0
2019-08-31 21:15:00;20;24;6;13;10;22;0;0;0;0
2019-08-31 21:30:00;22;12;18;15;3;10;0;0;0;0
2019-08-31 21:45:00;31;18;18;14;12;16;0;0;0;0
2019-08-31 22:00:00;27;23;16;22;10;22;0;0;0;0
2019-08-31 22:15:00;24;29;11;10;5;17;0;0;0;0
2019-08-31 22:30:00;39;22;16;26;7;7;0;0;0;0
2019-08-31 22:45:00;22;34;15;13;6;8;0;0;0;0
2019-08-31 23:00:00;30;19;10;16;6;8;0;0;0;0
2019-08-31 23:15:00;24;21;1;12;10;10;0;0;0;0
2019-08-31 23:30:00;28;22;8;12;8;12;0;0;0;0
2019-08-31 23:45:00;23;32;9;18;3;5;0;0;0;0
