DATUM;1(DA1);2(TAFBA)
2020-11-20 00:00:00;0;0
2020-11-20 00:15:00;2;0
2020-11-20 00:30:00;0;0
2020-11-20 00:45:00;1;0
2020-11-20 01:00:00;1;0
2020-11-20 01:15:00;1;0
2020-11-20 01:30:00;0;0
2020-11-20 01:45:00;0;0
2020-11-20 02:00:00;0;0
2020-11-20 02:15:00;0;0
2020-11-20 02:30:00;0;0
2020-11-20 02:45:00;0;0
2020-11-20 03:00:00;1;0
2020-11-20 03:15:00;1;0
2020-11-20 03:30:00;2;0
2020-11-20 03:45:00;1;0
2020-11-20 04:00:00;0;0
2020-11-20 04:15:00;0;0
2020-11-20 04:30:00;1;0
2020-11-20 04:45:00;3;0
2020-11-20 05:00:00;2;0
2020-11-20 05:15:00;4;0
2020-11-20 05:30:00;5;0
2020-11-20 05:45:00;11;0
2020-11-20 06:00:00;6;0
2020-11-20 06:15:00;16;0
2020-11-20 06:30:00;14;0
2020-11-20 06:45:00;23;0
2020-11-20 07:00:00;18;0
2020-11-20 07:15:00;52;0
2020-11-20 07:30:00;83;0
2020-11-20 07:45:00;64;0
2020-11-20 08:00:00;51;0
2020-11-20 08:15:00;32;0
2020-11-20 08:30:00;39;0
2020-11-20 08:45:00;33;0
2020-11-20 09:00:00;41;0
2020-11-20 09:15:00;28;0
2020-11-20 09:30:00;35;0
2020-11-20 09:45:00;49;0
2020-11-20 10:00:00;32;0
2020-11-20 10:15:00;32;0
2020-11-20 10:30:00;31;0
2020-11-20 10:45:00;39;0
2020-11-20 11:00:00;23;0
2020-11-20 11:15:00;41;0
2020-11-20 11:30:00;28;0
2020-11-20 11:45:00;33;0
2020-11-20 12:00:00;31;0
2020-11-20 12:15:00;38;0
2020-11-20 12:30:00;35;0
2020-11-20 12:45:00;41;0
2020-11-20 13:00:00;52;0
2020-11-20 13:15:00;48;0
2020-11-20 13:30:00;38;0
2020-11-20 13:45:00;39;0
2020-11-20 14:00:00;34;0
2020-11-20 14:15:00;38;0
2020-11-20 14:30:00;41;0
2020-11-20 14:45:00;23;0
2020-11-20 15:00:00;36;0
2020-11-20 15:15:00;31;0
2020-11-20 15:30:00;38;0
2020-11-20 15:45:00;26;0
2020-11-20 16:00:00;29;0
2020-11-20 16:15:00;38;0
2020-11-20 16:30:00;32;0
2020-11-20 16:45:00;20;0
2020-11-20 17:00:00;40;0
2020-11-20 17:15:00;21;0
2020-11-20 17:30:00;23;0
2020-11-20 17:45:00;27;0
2020-11-20 18:00:00;16;0
2020-11-20 18:15:00;30;0
2020-11-20 18:30:00;10;0
2020-11-20 18:45:00;19;0
2020-11-20 19:00:00;15;0
2020-11-20 19:15:00;12;0
2020-11-20 19:30:00;18;0
2020-11-20 19:45:00;9;0
2020-11-20 20:00:00;18;0
2020-11-20 20:15:00;10;0
2020-11-20 20:30:00;13;0
2020-11-20 20:45:00;7;0
2020-11-20 21:00:00;8;0
2020-11-20 21:15:00;7;0
2020-11-20 21:30:00;4;0
2020-11-20 21:45:00;10;0
2020-11-20 22:00:00;3;0
2020-11-20 22:15:00;4;0
2020-11-20 22:30:00;4;0
2020-11-20 22:45:00;6;0
2020-11-20 23:00:00;3;0
2020-11-20 23:15:00;3;0
2020-11-20 23:30:00;1;0
2020-11-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
