DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-06-22 00:00:00;0;14;0;2;2;1;14;9;0;0
2020-06-22 00:15:00;0;11;1;0;2;1;15;13;3;0
2020-06-22 00:30:00;0;12;0;0;0;4;13;10;2;0
2020-06-22 00:45:00;0;9;0;0;0;0;9;9;0;0
2020-06-22 01:00:00;0;7;1;1;0;1;14;5;1;0
2020-06-22 01:15:00;0;9;0;1;1;0;8;2;0;0
2020-06-22 01:30:00;0;5;0;1;0;0;7;6;0;0
2020-06-22 01:45:00;0;8;0;0;0;1;7;7;0;0
2020-06-22 02:00:00;0;7;1;0;0;1;4;2;0;0
2020-06-22 02:15:00;0;8;0;1;0;1;7;6;0;0
2020-06-22 02:30:00;0;10;0;0;0;0;9;3;0;0
2020-06-22 03:00:00;0;7;0;0;0;1;3;3;0;0
2020-06-22 03:15:00;0;5;0;0;0;0;6;3;0;1
2020-06-22 03:30:00;0;7;0;0;1;0;4;4;0;0
2020-06-22 03:45:00;0;3;0;0;0;4;6;5;0;0
2020-06-22 04:00:00;0;14;0;0;0;4;13;1;0;0
2020-06-22 04:15:00;0;16;0;0;0;6;11;7;1;1
2020-06-22 04:30:00;0;11;0;1;0;7;13;10;0;0
2020-06-22 05:00:00;0;25;1;1;1;62;42;30;2;0
2020-06-22 05:15:00;0;41;0;2;3;150;96;94;8;9
2020-06-22 05:30:00;0;71;2;2;5;175;68;129;7;13
2020-06-22 05:45:00;0;63;1;9;3;155;59;109;13;18
2020-06-22 06:00:00;0;48;14;16;14;118;58;73;6;6
2020-06-22 06:15:00;0;72;10;8;3;153;60;112;12;18
2020-06-22 06:30:00;0;110;2;2;5;192;83;160;19;37
2020-06-22 06:45:00;0;107;3;9;6;188;80;162;17;28
2020-06-22 07:00:00;0;85;10;16;9;184;93;179;15;17
2020-06-22 07:15:00;0;98;15;8;12;181;99;208;11;11
2020-06-22 07:30:00;0;101;7;15;9;214;110;205;13;15
2020-06-22 07:45:00;0;142;7;16;12;184;122;192;23;28
2020-06-22 08:00:00;0;122;10;22;17;162;82;170;10;16
2020-06-22 08:15:00;0;103;6;10;9;164;90;184;15;17
2020-06-22 08:30:00;0;105;11;17;14;129;91;159;13;12
2020-06-22 08:45:00;0;110;10;10;12;101;100;155;6;4
2020-06-22 09:00:00;0;98;10;15;9;73;92;136;11;4
2020-06-22 09:15:00;0;101;7;16;12;57;91;143;7;2
2020-06-22 09:30:00;0;106;7;13;14;52;82;135;4;4
2020-06-22 09:45:00;0;115;16;8;12;47;100;146;6;4
2020-06-22 10:00:00;0;114;7;21;17;44;96;144;11;5
2020-06-22 10:15:00;0;130;8;17;17;55;87;125;8;3
2020-06-22 10:30:00;0;127;14;16;22;44;91;132;13;6
2020-06-22 10:45:00;0;117;5;14;20;41;97;151;8;3
2020-06-22 11:00:00;0;144;6;18;21;51;108;155;5;0
2020-06-22 11:15:00;0;100;12;16;14;46;83;122;12;2
2020-06-22 11:30:00;0;115;9;20;21;40;97;154;10;1
2020-06-22 11:45:00;0;125;7;22;29;48;81;127;11;6
2020-06-22 12:00:00;0;136;18;15;25;39;108;134;10;6
2020-06-22 12:15:00;0;125;14;21;29;45;97;137;8;2
2020-06-22 12:30:00;0;119;11;13;17;61;97;134;8;6
2020-06-22 12:45:00;0;156;11;22;22;56;109;147;10;4
2020-06-22 13:00:00;0;118;14;19;20;70;99;143;14;6
2020-06-22 13:15:00;0;155;12;21;26;116;132;177;7;4
2020-06-22 13:45:00;0;123;21;26;37;150;145;190;17;11
2020-06-22 14:00:00;0;154;35;58;71;105;118;169;15;9
2020-06-22 14:15:00;0;172;35;70;82;44;96;144;8;4
2020-06-22 14:30:00;0;181;33;78;88;47;110;173;7;2
2020-06-22 14:45:00;0;207;23;45;51;33;114;159;8;4
2020-06-22 15:00:00;0;157;36;62;71;51;98;158;9;7
2020-06-22 15:15:00;0;171;21;65;71;47;115;162;10;4
2020-06-22 15:30:00;0;163;21;55;72;26;105;158;7;6
2020-06-22 15:45:00;0;178;28;49;51;31;120;171;10;3
2020-06-22 16:00:00;0;178;38;74;83;36;119;171;9;2
2020-06-22 16:15:00;0;183;33;49;60;37;135;178;5;4
2020-06-22 16:30:00;0;201;21;60;61;38;135;180;13;4
2020-06-22 16:45:00;0;178;15;44;49;29;108;151;12;2
2020-06-22 17:00:00;0;166;18;50;54;21;131;171;8;2
