DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-12-06 00:00:00;4;8;1;0;5;9;5;2;3;1;1438;0;0
2019-12-06 00:15:00;3;3;0;0;11;13;9;5;7;1;1200;0;0
2019-12-06 00:30:00;3;6;1;0;8;7;7;2;7;2;724;0;0
2019-12-06 00:45:00;3;2;0;0;5;5;4;0;3;1;380;0;0
2019-12-06 01:00:00;2;3;0;0;7;5;5;2;1;1;319;0;0
2019-12-06 01:15:00;3;2;0;0;9;7;3;1;4;2;1644;0;0
2019-12-06 01:30:00;3;1;0;0;4;3;2;1;3;0;713;0;0
2019-12-06 01:45:00;2;1;1;0;1;3;1;2;2;1;1642;0;0
2019-12-06 02:00:00;1;1;0;0;2;4;3;0;1;0;1376;0;0
2019-12-06 02:15:00;4;0;0;0;4;6;5;5;1;1;29;0;0
2019-12-06 02:30:00;0;2;0;0;3;3;2;1;1;0;59;0;0
2019-12-06 02:45:00;2;4;0;0;1;4;1;0;1;0;71;0;0
2019-12-06 03:00:00;3;4;0;0;2;2;1;0;1;0;1042;0;1
2019-12-06 03:15:00;1;1;0;0;1;1;3;1;2;1;1025;0;0
2019-12-06 03:30:00;2;2;1;0;0;0;5;3;3;0;5;0;0
2019-12-06 03:45:00;1;1;0;0;0;2;0;1;1;0;26;0;0
2019-12-06 04:00:00;1;2;0;0;10;11;3;1;2;2;1;0;0
2019-12-06 04:15:00;3;1;0;0;2;3;6;1;1;1;47;0;0
2019-12-06 04:30:00;3;2;0;0;7;9;6;3;4;2;1;0;0
2019-12-06 04:45:00;1;0;0;1;12;12;7;1;3;0;25;0;0
2019-12-06 05:00:00;4;4;2;1;11;11;30;18;2;4;17;0;0
2019-12-06 05:15:00;5;6;0;0;10;9;46;34;3;1;161;0;0
2019-12-06 05:30:00;5;3;0;0;18;19;57;46;15;5;504;0;0
2019-12-06 05:45:00;8;6;1;0;40;47;53;49;27;9;692;2;0
2019-12-06 06:00:00;11;12;0;0;47;45;41;39;26;5;372;1;2
2019-12-06 06:15:00;15;12;0;3;56;40;46;38;29;9;639;1;2
2019-12-06 06:30:00;6;12;3;3;46;53;82;97;43;15;327;3;1
2019-12-06 06:45:00;11;12;1;0;49;50;80;80;38;18;443;5;1
2019-12-06 07:00:00;16;17;1;5;47;49;62;63;74;32;433;5;2
2019-12-06 07:15:00;24;19;2;11;68;68;100;86;103;69;914;1;2
2019-12-06 07:30:00;29;25;0;9;71;63;74;85;111;71;1452;0;3
2019-12-06 07:45:00;38;36;1;7;78;77;74;74;93;61;514;0;1
2019-12-06 08:00:00;38;32;0;6;78;68;80;56;76;35;9;0;2
2019-12-06 08:15:00;27;24;1;3;74;65;78;38;65;42;5;2;0
2019-12-06 08:30:00;32;22;3;4;66;57;62;51;56;31;8;1;3
2019-12-06 08:45:00;30;21;2;7;71;65;74;43;77;38;8;3;0
