DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-05-08 00:00:00;7;4;1;2;3;6;6
2020-05-08 00:15:00;7;4;2;3;8;10;3
2020-05-08 00:30:00;5;4;1;2;5;7;4
2020-05-08 00:45:00;7;2;0;1;1;9;4
2020-05-08 01:00:00;10;3;0;0;0;6;2
2020-05-08 01:15:00;5;1;0;4;4;4;0
2020-05-08 01:30:00;6;6;2;2;3;2;4
2020-05-08 01:45:00;3;5;1;0;2;3;2
2020-05-08 02:00:00;5;1;0;2;3;4;1
2020-05-08 02:15:00;4;2;0;0;0;2;4
2020-05-08 02:30:00;3;4;0;0;1;3;0
2020-05-08 02:45:00;1;2;0;1;4;3;1
2020-05-08 03:00:00;8;3;0;0;1;4;0
2020-05-08 03:15:00;5;2;0;0;0;3;5
2020-05-08 03:30:00;3;4;0;0;0;5;2
2020-05-08 03:45:00;6;4;0;1;2;4;2
2020-05-08 04:00:00;2;3;0;0;0;6;4
2020-05-08 04:15:00;5;8;1;2;3;11;1
2020-05-08 04:30:00;5;7;0;0;0;7;3
2020-05-08 04:45:00;15;13;0;3;3;22;11
2020-05-08 05:00:00;24;14;0;1;1;50;33
2020-05-08 05:15:00;27;32;0;6;8;92;70
2020-05-08 05:30:00;29;30;0;10;17;98;93
2020-05-08 05:45:00;44;40;5;2;15;90;74
2020-05-08 06:00:00;62;52;1;6;18;85;70
2020-05-08 06:15:00;55;56;6;5;17;114;86
2020-05-08 06:30:00;76;60;1;15;28;111;120
2020-05-08 06:45:00;70;78;5;9;25;127;117
2020-05-08 07:00:00;60;53;5;7;24;96;88
2020-05-08 07:15:00;29;25;2;4;11;64;61
2020-05-08 07:30:00;55;62;0;14;23;124;133
2020-05-08 07:45:00;62;42;3;8;31;93;108
2020-05-08 08:00:00;60;36;4;9;18;92;90
2020-05-08 08:15:00;58;48;6;3;15;55;60
2020-05-08 08:30:00;69;42;4;11;23;68;66
2020-05-08 08:45:00;68;56;2;5;14;74;75
2020-05-08 09:00:00;82;50;4;10;20;73;76
2020-05-08 09:15:00;84;52;6;8;26;71;67
2020-05-08 09:30:00;90;54;3;10;21;83;81
2020-05-08 09:45:00;93;66;6;16;28;79;77
2020-05-08 10:00:00;99;67;4;11;31;78;69
2020-05-08 10:15:00;115;59;1;6;20;75;57
2020-05-08 10:30:00;76;45;4;15;19;78;70
2020-05-08 10:45:00;104;46;3;16;26;84;68
2020-05-08 11:00:00;122;83;6;4;20;90;72
2020-05-08 11:15:00;104;69;6;13;29;85;72
2020-05-08 11:30:00;94;59;5;9;27;71;62
2020-05-08 11:45:00;109;89;7;15;31;84;67
2020-05-08 12:00:00;145;86;2;7;26;83;78
2020-05-08 12:15:00;141;80;7;16;30;71;77
2020-05-08 12:30:00;145;101;9;22;42;92;84
2020-05-08 12:45:00;146;97;2;19;43;84;79
2020-05-08 13:00:00;129;111;12;17;42;94;105
2020-05-08 13:15:00;136;92;6;21;43;90;81
2020-05-08 13:30:00;152;112;6;27;39;88;110
2020-05-08 13:45:00;231;128;7;16;39;126;140
2020-05-08 14:00:00;139;109;4;19;34;114;116
2020-05-08 14:15:00;176;131;5;19;35;97;83
2020-05-08 14:30:00;156;114;9;12;27;72;72
2020-05-08 14:45:00;137;109;10;16;33;93;87
2020-05-08 15:00:00;150;109;5;12;35;88;85
2020-05-08 15:15:00;162;113;5;10;23;82;72
2020-05-08 15:30:00;129;90;7;15;61;75;81
2020-05-08 15:45:00;126;95;11;15;27;84;92
2020-05-08 16:00:00;136;100;10;10;33;78;64
2020-05-08 16:15:00;134;110;9;15;31;83;85
2020-05-08 16:30:00;109;96;9;27;35;77;71
2020-05-08 16:45:00;140;80;5;14;26;89;76
2020-05-08 17:00:00;126;85;6;25;40;71;56
2020-05-08 17:15:00;127;86;7;19;33;85;80
2020-05-08 17:30:00;90;64;6;12;22;70;67
2020-05-08 17:45:00;120;69;9;16;28;66;50
2020-05-08 18:00:00;93;74;5;9;40;68;64
2020-05-08 18:15:00;104;60;7;12;26;79;66
2020-05-08 18:30:00;72;63;5;12;23;47;42
2020-05-08 18:45:00;69;46;1;13;27;76;50
2020-05-08 19:00:00;73;56;4;7;21;60;42
2020-05-08 19:15:00;67;42;4;6;25;59;40
2020-05-08 19:30:00;60;34;1;9;22;48;40
2020-05-08 19:45:00;74;31;1;7;26;48;30
2020-05-08 20:00:00;66;31;4;10;19;44;33
2020-05-08 20:15:00;53;20;3;16;29;44;28
2020-05-08 20:30:00;43;28;4;8;33;36;21
2020-05-08 20:45:00;38;24;4;9;22;32;18
2020-05-08 21:00:00;30;26;8;12;23;37;27
2020-05-08 21:15:00;30;24;5;8;15;44;31
2020-05-08 21:30:00;42;26;2;9;15;39;22
2020-05-08 21:45:00;55;27;2;10;17;33;21
2020-05-08 22:00:00;111;76;4;12;17;30;17
2020-05-08 22:15:00;58;53;13;7;22;27;12
2020-05-08 22:30:00;33;17;5;7;21;19;12
2020-05-08 22:45:00;30;15;2;8;18;17;15
2020-05-08 23:00:00;29;17;3;1;6;17;11
2020-05-08 23:15:00;24;17;6;8;13;16;11
2020-05-08 23:30:00;20;13;3;4;12;21;8
2020-05-08 23:45:00;15;4;1;0;5;21;6
