DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-03-16 00:00:00;1;2;0;7;6;21;4;3;2;0;0
2020-03-16 00:15:00;0;1;0;10;9;7;2;4;3;0;0
2020-03-16 00:30:00;0;1;0;7;7;25;5;4;4;1;1
2020-03-16 00:45:00;1;2;0;10;4;8;2;7;8;0;0
2020-03-16 01:00:00;0;1;0;8;3;8;0;2;2;1;1
2020-03-16 01:15:00;0;1;1;4;4;9;1;9;6;1;1
2020-03-16 01:30:00;1;1;0;3;1;1;0;0;2;2;1
2020-03-16 01:45:00;0;1;0;4;0;4;0;1;2;0;0
2020-03-16 02:00:00;1;0;0;3;3;0;1;2;1;0;0
2020-03-16 02:15:00;0;2;0;6;1;19;0;1;0;0;0
2020-03-16 02:30:00;0;0;0;3;2;43;1;2;1;0;0
2020-03-16 02:45:00;0;1;0;1;3;70;1;1;2;1;1
2020-03-16 03:00:00;0;0;0;3;3;16;1;0;0;0;0
2020-03-16 03:15:00;1;1;0;3;0;10;1;0;3;2;1
2020-03-16 03:30:00;1;2;0;4;1;66;0;1;0;0;0
2020-03-16 03:45:00;0;0;0;4;1;47;0;3;3;0;0
2020-03-16 04:00:00;0;0;0;3;3;2;2;1;2;2;2
2020-03-16 04:15:00;1;2;0;15;6;0;5;7;7;1;1
2020-03-16 04:30:00;0;4;0;3;5;1;1;10;8;2;3
2020-03-16 04:45:00;1;4;0;4;2;13;4;10;8;3;2
2020-03-16 05:00:00;2;8;0;17;8;38;1;25;15;6;4
2020-03-16 05:15:00;1;15;2;16;13;4;7;37;44;15;11
2020-03-16 05:30:00;4;13;0;25;17;12;7;44;46;16;9
2020-03-16 05:45:00;1;23;5;30;25;17;10;70;85;25;19
2020-03-16 06:00:00;1;17;1;33;23;7;7;45;57;15;12
2020-03-16 06:15:00;3;31;3;35;28;8;10;70;80;19;17
2020-03-16 06:30:00;9;40;4;47;39;10;18;101;117;20;10
2020-03-16 06:45:00;19;54;6;64;50;15;17;122;146;26;18
2020-03-16 07:00:00;12;34;3;68;42;10;21;104;117;26;18
2020-03-16 07:15:00;10;31;9;69;59;9;32;113;126;20;14
2020-03-16 07:30:00;16;43;6;78;38;10;31;107;118;21;16
2020-03-16 07:45:00;16;43;5;84;55;20;37;101;126;19;14
2020-03-16 08:00:00;9;29;4;86;35;96;26;95;111;20;18
2020-03-16 08:15:00;8;38;9;66;38;47;36;70;109;10;8
2020-03-16 08:30:00;17;28;4;78;57;118;33;81;89;15;11
2020-03-16 08:45:00;6;28;6;81;57;28;29;79;80;21;16
2020-03-16 09:00:00;16;31;4;72;54;38;28;72;68;10;8
2020-03-16 09:15:00;12;28;1;88;49;27;30;68;76;10;9
2020-03-16 09:30:00;15;39;7;90;64;23;39;65;76;8;6
2020-03-16 09:45:00;12;34;9;82;47;45;29;72;79;12;8
2020-03-16 10:00:00;12;27;4;72;48;16;17;68;52;11;8
2020-03-16 10:15:00;13;20;5;97;65;73;32;72;67;8;5
2020-03-16 10:30:00;17;44;4;97;54;35;34;61;69;1;2
2020-03-16 10:45:00;16;32;3;98;67;19;45;65;64;9;6
2020-03-16 11:00:00;13;28;4;108;68;22;33;87;77;18;13
2020-03-16 11:15:00;9;29;3;97;76;16;25;70;56;9;8
2020-03-16 11:30:00;16;27;5;102;74;38;30;78;70;10;10
2020-03-16 11:45:00;10;31;0;107;72;12;30;51;62;6;7
2020-03-16 12:00:00;13;30;5;106;73;19;42;74;53;10;9
2020-03-16 12:15:00;12;37;4;105;80;10;30;62;54;11;8
2020-03-16 12:30:00;6;39;4;85;68;16;38;55;53;7;6
2020-03-16 12:45:00;22;38;3;96;65;18;39;72;59;9;6
2020-03-16 13:00:00;16;32;2;96;73;86;35;71;56;6;7
2020-03-16 13:15:00;11;27;3;102;81;21;27;75;70;16;11
2020-03-16 13:30:00;22;35;4;98;68;11;39;89;92;14;11
2020-03-16 13:45:00;7;31;6;107;53;13;24;71;68;7;6
2020-03-16 14:00:00;5;29;5;114;77;8;26;66;62;9;7
2020-03-16 14:15:00;12;25;3;134;88;16;28;67;61;8;9
2020-03-16 14:30:00;14;34;7;148;106;86;35;70;62;11;6
2020-03-16 14:45:00;13;24;4;103;85;157;32;77;78;9;8
2020-03-16 15:00:00;7;22;1;136;111;111;37;74;65;11;9
2020-03-16 15:15:00;12;32;7;158;108;50;34;59;70;13;7
2020-03-16 15:30:00;17;22;7;146;108;50;32;74;71;7;7
2020-03-16 15:45:00;8;21;4;126;118;24;38;73;76;14;13
2020-03-16 16:00:00;10;29;4;135;118;13;35;66;77;14;8
2020-03-16 16:15:00;18;37;6;187;129;30;50;77;76;6;5
2020-03-16 16:30:00;13;27;4;180;128;19;41;66;79;13;12
2020-03-16 16:45:00;12;24;2;149;114;18;32;79;84;9;11
2020-03-16 17:00:00;13;32;5;142;121;20;44;72;81;16;12
2020-03-16 17:15:00;10;24;1;140;111;19;32;69;72;12;8
2020-03-16 17:30:00;13;31;7;109;100;16;34;66;75;14;14
2020-03-16 17:45:00;10;26;2;119;92;8;29;69;60;8;9
2020-03-16 18:00:00;9;32;4;91;75;54;41;57;61;7;5
2020-03-16 18:15:00;16;19;3;95;66;19;28;59;57;8;5
2020-03-16 18:30:00;7;23;5;88;74;44;32;50;46;12;10
2020-03-16 18:45:00;11;25;7;74;61;26;29;58;55;8;9
2020-03-16 19:00:00;8;21;1;68;48;8;27;38;35;10;9
2020-03-16 19:15:00;2;6;15;71;40;6;20;40;44;7;5
2020-03-16 19:30:00;11;6;0;46;31;7;16;38;47;7;7
2020-03-16 19:45:00;6;17;4;48;24;11;19;31;31;7;7
2020-03-16 20:00:00;3;11;2;52;38;16;16;32;29;7;3
2020-03-16 20:15:00;12;11;4;43;31;7;12;29;38;5;3
2020-03-16 20:30:00;4;10;2;28;34;15;13;17;18;5;6
2020-03-16 20:45:00;4;9;2;37;23;7;14;32;24;3;2
2020-03-16 21:00:00;3;9;1;27;19;8;18;26;29;5;5
2020-03-16 21:15:00;3;13;3;27;17;10;10;29;27;4;2
2020-03-16 21:30:00;1;14;0;22;20;18;13;23;17;2;0
2020-03-16 21:45:00;0;3;2;29;20;8;9;12;10;3;3
2020-03-16 22:00:00;4;3;0;49;32;21;6;17;11;4;4
2020-03-16 22:15:00;2;2;2;37;25;40;18;20;16;5;3
2020-03-16 22:30:00;1;5;0;26;15;11;8;11;3;0;0
2020-03-16 22:45:00;1;3;1;15;8;2;8;13;8;0;1
2020-03-16 23:00:00;2;0;1;16;12;4;5;6;9;3;3
2020-03-16 23:15:00;0;3;0;13;12;3;5;9;14;3;3
2020-03-16 23:30:00;1;0;1;10;10;9;4;3;6;1;1
2020-03-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
