DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-11-30 00:00:00;4;4;8;2;2;0;1;1;1;0;0;0;0;0
2020-11-30 00:15:00;1;6;11;2;6;3;0;1;0;2;0;0;0;0
2020-11-30 00:30:00;1;1;4;0;5;4;1;0;4;0;0;0;0;0
2020-11-30 00:45:00;3;7;7;0;3;1;1;0;1;0;0;0;0;0
2020-11-30 01:00:00;1;0;5;1;4;5;0;0;2;2;0;0;0;0
2020-11-30 01:15:00;1;0;6;0;4;4;0;0;1;2;0;0;0;0
2020-11-30 01:30:00;0;1;5;0;5;1;1;0;0;1;0;0;0;0
2020-11-30 01:45:00;0;1;0;0;7;3;1;0;1;1;0;0;0;0
2020-11-30 02:00:00;1;0;1;0;1;1;1;0;0;3;0;0;0;0
2020-11-30 02:15:00;1;1;1;0;4;1;1;0;1;0;0;0;0;0
2020-11-30 02:30:00;1;1;6;0;2;2;0;0;2;2;0;0;0;0
2020-11-30 02:45:00;2;2;5;0;6;3;1;0;1;0;0;0;0;0
2020-11-30 03:00:00;1;1;2;0;3;2;1;0;1;1;0;0;0;0
2020-11-30 03:15:00;0;4;7;0;1;1;1;0;1;2;0;0;0;0
2020-11-30 03:30:00;0;1;3;0;6;1;2;0;0;3;0;0;0;0
2020-11-30 03:45:00;0;2;5;0;5;4;0;0;2;3;0;0;0;0
2020-11-30 04:00:00;2;4;9;1;2;1;1;0;4;2;0;0;0;0
2020-11-30 04:15:00;4;3;4;1;3;4;0;0;6;1;0;0;0;0
2020-11-30 04:30:00;5;6;7;1;6;8;3;1;2;7;0;0;0;0
2020-11-30 04:45:00;15;13;14;0;9;5;4;0;4;9;0;0;0;0
2020-11-30 05:00:00;39;51;25;6;11;10;7;2;7;15;0;0;0;0
2020-11-30 05:15:00;101;107;40;13;20;13;8;2;13;20;0;0;0;0
2020-11-30 05:30:00;80;59;52;21;14;16;16;11;10;17;0;0;0;0
2020-11-30 05:45:00;84;59;52;20;20;26;19;9;9;16;0;0;0;0
2020-11-30 06:00:00;50;25;34;15;20;18;16;6;17;23;0;0;0;0
2020-11-30 06:15:00;75;52;54;39;39;45;14;8;15;19;0;0;0;0
2020-11-30 06:30:00;106;74;77;56;42;50;20;10;27;31;0;0;0;0
2020-11-30 06:45:00;108;74;86;65;40;54;25;8;20;21;0;0;0;0
2020-11-30 07:00:00;109;62;84;54;41;64;38;8;30;26;0;0;0;0
2020-11-30 07:15:00;104;71;82;57;50;60;58;27;29;28;0;0;0;0
2020-11-30 07:30:00;114;101;90;58;82;76;75;45;52;47;0;0;0;0
2020-11-30 07:45:00;120;124;104;85;58;51;55;41;84;57;0;0;0;0
2020-11-30 08:00:00;108;80;111;77;58;47;47;24;51;38;0;0;0;0
2020-11-30 08:15:00;103;68;109;69;63;59;42;17;44;42;0;0;0;0
2020-11-30 08:30:00;81;46;90;38;56;49;34;14;37;34;0;0;0;0
2020-11-30 08:45:00;89;54;92;51;75;67;38;25;34;44;0;0;0;0
2020-11-30 09:00:00;70;46;81;39;47;48;36;18;49;39;0;0;0;0
2020-11-30 09:15:00;53;44;104;56;60;58;33;11;38;33;0;0;0;0
2020-11-30 09:30:00;63;38;95;50;66;64;31;14;39;53;0;0;0;0
2020-11-30 09:45:00;60;46;125;65;66;53;42;15;56;51;0;0;0;0
2020-11-30 10:00:00;46;46;98;37;59;48;27;6;36;44;0;0;0;0
2020-11-30 10:15:00;41;36;84;55;63;53;31;12;35;41;0;0;0;0
2020-11-30 10:30:00;53;48;105;65;75;64;26;16;35;43;0;0;0;0
2020-11-30 10:45:00;57;40;94;53;81;54;37;17;42;48;0;0;0;0
