DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-05-18 00:00:00;13;9;8;0;4;5;0;2;2;2;2;2;0;0;0;0
2020-05-18 00:15:00;12;19;269;0;2;17;1;5;2;2;2;2;0;0;0;0
2020-05-18 00:30:00;7;9;9;1;2;8;0;2;1;1;1;1;0;0;0;0
2020-05-18 00:45:00;9;10;8;1;2;10;0;2;6;6;5;6;0;0;0;0
2020-05-18 01:00:00;4;2;3;0;1;3;0;1;0;0;0;0;0;0;0;0
2020-05-18 01:15:00;8;15;13;2;1;11;1;6;3;4;4;4;0;0;0;0
2020-05-18 01:30:00;7;2;2;0;2;0;0;1;1;1;1;1;0;0;0;0
2020-05-18 01:45:00;10;4;3;0;0;3;0;1;0;0;0;0;0;0;0;0
2020-05-18 02:00:00;6;7;6;1;2;4;1;3;0;0;0;0;0;0;0;0
2020-05-18 02:15:00;8;2;2;0;2;3;0;0;1;1;1;1;0;0;0;0
2020-05-18 02:30:00;3;9;9;1;0;7;1;1;0;0;0;0;0;0;0;0
2020-05-18 02:45:00;5;5;5;1;4;7;1;1;1;1;1;1;0;0;0;0
2020-05-18 03:00:00;6;9;7;0;1;4;0;7;1;1;1;1;0;0;0;0
2020-05-18 03:15:00;1;14;18;0;0;5;0;10;2;2;2;2;0;0;0;0
2020-05-18 03:30:00;2;2;1;1;1;2;1;0;3;2;3;3;0;0;0;0
2020-05-18 03:45:00;5;2;2;0;1;2;0;1;2;2;2;2;0;0;0;0
2020-05-18 04:00:00;5;5;5;0;3;5;0;1;0;0;0;0;0;0;0;0
2020-05-18 04:15:00;9;1;1;0;4;2;0;0;3;2;2;2;0;0;0;0
2020-05-18 04:30:00;5;10;9;0;3;10;0;1;1;1;2;2;0;0;0;0
2020-05-18 04:45:00;15;11;8;3;6;9;0;1;3;3;2;2;0;0;0;0
2020-05-18 05:00:00;10;10;8;4;4;13;1;4;4;4;3;4;0;0;0;0
2020-05-18 05:15:00;38;34;26;2;4;29;1;14;12;13;12;13;0;0;0;0
2020-05-18 05:30:00;45;48;33;2;18;48;2;12;18;18;17;16;0;0;0;0
2020-05-18 05:45:00;37;56;36;2;14;56;0;8;33;31;32;30;0;0;0;0
2020-05-18 06:00:00;36;52;35;5;13;49;0;11;18;18;17;18;0;0;0;0
2020-05-18 06:15:00;85;69;42;7;22;74;0;24;25;23;22;22;0;0;0;0
2020-05-18 06:30:00;75;113;65;7;292;106;2;285;36;36;37;38;0;0;1;0
2020-05-18 06:45:00;107;109;114;9;31;109;3;27;53;48;46;49;0;0;0;0
2020-05-18 07:00:00;108;120;119;23;37;110;3;40;42;42;37;36;0;0;0;0
2020-05-18 07:15:00;151;181;180;27;37;167;8;41;39;40;36;38;1;0;1;1
2020-05-18 07:30:00;162;149;167;24;51;131;5;107;51;55;54;56;0;0;0;0
2020-05-18 07:45:00;166;174;157;37;35;163;9;57;65;62;65;60;0;0;3;0
2020-05-18 08:00:00;119;120;111;23;32;105;6;53;48;46;40;39;0;0;1;6
2020-05-18 08:15:00;139;146;105;30;40;125;10;47;33;35;31;34;2;0;0;2
2020-05-18 08:30:00;128;144;109;38;42;129;9;32;47;43;40;40;0;0;0;0
2020-05-18 08:45:00;149;138;86;38;32;123;16;36;45;42;41;42;0;0;0;2
2020-05-18 09:00:00;145;144;103;46;39;128;15;51;51;47;40;42;0;0;0;0
2020-05-18 09:15:00;134;137;97;47;42;122;12;48;50;49;48;48;0;0;6;4
2020-05-18 09:30:00;135;175;117;52;43;147;16;51;51;51;52;52;0;0;2;0
2020-05-18 09:45:00;146;176;103;55;35;149;21;67;42;42;38;35;0;1;0;0
2020-05-18 10:00:00;150;154;103;36;42;121;11;78;56;55;48;50;5;4;0;0
2020-05-18 10:15:00;158;170;106;54;36;148;18;81;47;48;46;46;1;3;0;0
2020-05-18 10:30:00;169;183;125;46;48;141;14;65;52;56;49;53;0;0;0;0
2020-05-18 10:45:00;206;162;104;48;36;145;18;61;56;53;51;51;0;0;0;0
2020-05-18 11:00:00;153;177;136;58;45;138;12;77;49;49;40;42;4;0;2;0
2020-05-18 11:15:00;177;172;112;42;64;140;15;82;52;53;49;51;0;0;0;0
2020-05-18 11:30:00;188;178;105;51;38;157;25;70;64;58;53;58;0;0;2;2
2020-05-18 11:45:00;163;181;132;50;45;145;11;75;54;53;48;51;0;1;2;0
2020-05-18 12:00:00;171;151;103;50;44;131;15;67;52;57;47;50;0;0;0;0
2020-05-18 12:15:00;176;147;110;44;35;120;21;76;65;68;60;58;0;0;0;2
2020-05-18 12:30:00;150;169;97;44;53;157;16;68;44;41;37;39;0;0;6;0
2020-05-18 12:45:00;141;143;105;42;49;130;17;64;49;47;42;45;1;0;0;0
2020-05-18 13:00:00;166;161;97;42;48;154;20;68;62;65;54;52;2;2;0;0
2020-05-18 13:15:00;184;143;96;40;31;145;12;71;56;56;52;57;0;0;1;1
2020-05-18 13:30:00;158;134;95;47;35;145;19;60;62;63;42;295;0;0;1;0
2020-05-18 13:45:00;157;137;97;46;51;169;12;69;59;62;52;55;0;0;1;0
2020-05-18 14:00:00;159;110;108;48;50;140;18;57;59;60;53;53;0;0;0;0
2020-05-18 14:15:00;185;135;79;69;45;140;11;61;38;38;30;32;6;0;2;0
2020-05-18 14:30:00;177;166;92;69;54;154;18;52;40;41;39;41;0;0;1;0
2020-05-18 14:45:00;157;138;85;48;44;136;12;79;50;49;42;46;3;0;7;1
2020-05-18 15:00:00;189;169;111;60;53;163;11;53;50;51;44;47;2;1;0;2
2020-05-18 15:15:00;195;171;82;45;54;175;20;49;60;60;51;51;1;0;0;1
2020-05-18 15:30:00;174;172;83;44;59;163;18;329;51;54;48;48;0;0;1;3
2020-05-18 15:45:00;198;173;89;51;46;158;27;60;65;64;62;66;1;0;4;5
2020-05-18 16:00:00;184;180;84;71;53;156;12;72;38;41;34;32;5;8;0;2
2020-05-18 16:15:00;203;208;89;64;39;184;11;77;50;50;50;49;0;0;0;0
2020-05-18 16:30:00;184;186;89;78;53;161;18;55;63;64;63;61;0;0;0;0
2020-05-18 16:45:00;180;179;82;54;44;149;18;76;52;51;49;49;0;1;0;0
2020-05-18 17:00:00;205;192;88;62;40;165;19;80;76;79;75;72;0;0;1;0
2020-05-18 17:15:00;195;160;63;66;53;137;21;72;70;65;62;67;0;7;2;0
2020-05-18 17:30:00;158;175;88;64;39;147;21;83;62;58;53;57;0;0;1;0
2020-05-18 17:45:00;162;159;84;56;38;129;14;82;47;49;41;39;3;0;1;0
2020-05-18 18:00:00;146;151;83;59;48;128;19;84;70;65;63;63;0;0;2;1
2020-05-18 18:15:00;140;146;66;41;40;122;15;72;48;49;42;43;0;1;19;1
2020-05-18 18:30:00;134;156;76;57;42;121;11;60;57;58;55;54;1;0;3;0
2020-05-18 18:45:00;147;140;68;46;30;101;8;61;40;37;37;34;0;0;3;0
2020-05-18 19:00:00;108;137;67;40;54;90;10;72;45;44;36;37;0;0;2;0
2020-05-18 19:15:00;98;130;65;30;38;92;8;51;35;36;31;31;1;0;0;0
2020-05-18 19:30:00;92;95;58;24;33;61;4;41;23;27;22;22;0;0;1;0
2020-05-18 19:45:00;67;68;53;21;31;66;3;36;26;27;23;23;7;3;0;0
2020-05-18 20:00:00;81;65;40;16;20;65;7;42;30;28;27;27;0;0;1;2
2020-05-18 20:15:00;68;53;22;10;21;52;2;33;25;25;19;22;0;0;0;0
2020-05-18 20:30:00;52;67;48;6;28;58;2;27;17;16;14;16;0;0;0;1
2020-05-18 20:45:00;46;39;34;13;16;38;5;25;14;15;11;11;0;0;0;0
2020-05-18 21:00:00;58;39;33;4;58;35;5;14;9;10;9;8;0;0;0;2
2020-05-18 21:15:00;45;39;33;6;11;41;2;16;23;22;27;25;0;0;0;0
2020-05-18 21:30:00;35;37;29;5;12;40;2;10;9;10;9;9;0;0;0;0
2020-05-18 21:45:00;38;30;24;7;12;28;3;8;8;7;8;7;1;0;0;2
2020-05-18 22:00:00;31;45;32;12;18;42;4;9;16;14;11;13;0;0;0;0
2020-05-18 22:15:00;29;30;25;6;8;33;2;6;10;10;7;10;0;0;0;0
2020-05-18 22:30:00;32;22;17;3;7;24;1;2;13;13;10;10;4;0;0;0
2020-05-18 22:45:00;16;23;19;1;6;23;0;5;10;11;11;11;0;0;0;0
2020-05-18 23:00:00;13;14;14;4;6;15;1;3;4;4;4;4;0;0;0;0
2020-05-18 23:15:00;18;22;21;2;10;14;2;12;4;3;3;3;0;0;0;0
2020-05-18 23:30:00;12;9;8;0;5;10;2;4;5;6;6;5;0;0;0;0
2020-05-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
