DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-11-05 00:00:00;0;4;1;0;0;4;0;0;4;1;0;1;0;0;0;0;0
2020-11-05 00:15:00;1;8;3;0;0;3;0;0;4;0;0;1;0;0;0;0;0
2020-11-05 00:30:00;1;4;2;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-11-05 00:45:00;1;3;3;1;1;5;1;1;5;1;1;1;0;0;0;0;0
2020-11-05 01:00:00;0;2;1;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-11-05 01:15:00;0;4;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-11-05 01:30:00;0;1;1;0;0;7;0;0;5;0;0;1;0;0;0;0;0
2020-11-05 01:45:00;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-11-05 02:00:00;0;0;0;2;2;1;2;1;2;2;0;0;0;0;0;0;0
2020-11-05 02:15:00;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2020-11-05 02:30:00;0;3;0;1;1;2;1;0;3;1;1;1;0;0;0;0;0
2020-11-05 02:45:00;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-11-05 03:00:00;1;5;1;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-11-05 03:15:00;0;2;1;1;1;1;1;0;2;0;0;0;0;0;0;0;0
2020-11-05 03:30:00;1;2;0;0;0;4;0;0;4;1;0;0;0;0;0;0;0
2020-11-05 03:45:00;2;5;0;1;1;1;1;0;2;1;0;0;0;0;0;0;0
2020-11-05 04:00:00;0;2;0;0;0;3;0;0;4;0;1;2;0;0;0;0;0
2020-11-05 04:15:00;2;7;1;0;0;5;0;0;4;0;0;1;0;0;0;0;0
2020-11-05 04:30:00;1;4;2;0;0;7;0;0;5;2;0;2;0;0;0;0;0
2020-11-05 04:45:00;7;12;4;0;0;5;0;0;5;0;0;1;1;0;0;0;0
2020-11-05 05:00:00;2;12;6;0;0;14;0;0;13;1;1;7;0;0;0;0;0
2020-11-05 05:15:00;6;21;7;0;0;14;0;0;14;2;1;1;0;0;0;0;0
2020-11-05 05:30:00;9;36;18;0;0;15;0;0;16;0;1;4;0;0;0;0;0
2020-11-05 05:45:00;17;28;12;3;0;36;3;0;35;4;5;4;0;0;0;0;0
2020-11-05 06:00:00;13;32;10;2;0;36;3;0;34;4;3;6;0;0;0;0;0
2020-11-05 06:15:00;14;37;27;2;0;52;2;0;52;2;3;5;0;0;0;0;0
2020-11-05 06:30:00;6;41;18;3;2;90;5;0;91;7;1;4;0;0;0;0;0
2020-11-05 06:45:00;9;59;41;3;1;91;5;1;82;5;5;12;0;0;0;0;0
2020-11-05 07:00:00;4;51;34;7;3;99;7;3;92;9;5;6;1;0;0;0;0
2020-11-05 07:15:00;5;46;29;4;1;89;4;1;83;5;8;14;0;0;0;0;0
2020-11-05 07:30:00;16;62;42;3;2;136;4;1;125;5;8;15;0;0;0;0;0
2020-11-05 07:45:00;10;56;52;2;1;103;2;0;107;4;22;13;0;0;0;0;0
2020-11-05 08:00:00;10;63;48;4;3;91;6;0;83;5;1;5;0;0;0;0;0
2020-11-05 08:15:00;5;66;38;2;3;72;2;4;69;5;3;7;0;0;0;0;0
2020-11-05 08:30:00;11;46;31;4;2;70;6;2;72;5;5;10;0;0;0;0;0
2020-11-05 08:45:00;9;49;35;3;2;58;4;4;63;2;4;10;0;0;0;0;0
2020-11-05 09:00:00;9;61;36;4;3;61;5;1;58;6;6;11;0;0;0;0;0
2020-11-05 09:15:00;11;65;41;1;1;80;3;1;79;5;2;5;0;0;0;0;0
2020-11-05 09:30:00;7;47;31;5;3;52;5;1;59;4;2;9;0;0;0;0;0
2020-11-05 09:45:00;7;59;45;1;1;70;2;1;71;1;3;7;0;0;0;0;0
2020-11-05 10:00:00;4;75;43;4;1;59;5;1;64;2;4;6;1;0;0;0;0
2020-11-05 10:15:00;13;74;59;4;2;55;6;0;62;11;7;15;0;0;0;0;0
2020-11-05 10:30:00;11;62;45;1;0;56;2;0;55;5;3;7;0;0;0;0;0
2020-11-05 10:45:00;6;70;46;4;1;69;7;0;67;4;9;13;0;0;0;0;0
2020-11-05 11:00:00;12;82;41;4;6;61;7;3;60;7;3;8;0;0;0;0;0
2020-11-05 11:15:00;17;62;54;5;1;38;7;0;40;3;9;15;0;0;0;0;0
2020-11-05 11:30:00;14;90;52;11;2;55;7;1;58;7;0;7;0;0;0;0;0
2020-11-05 11:45:00;16;80;65;4;1;47;2;1;45;3;3;2;0;0;0;0;0
2020-11-05 12:00:00;9;80;57;1;0;44;1;0;45;1;6;15;0;0;0;0;0
2020-11-05 12:15:00;7;75;43;4;2;57;6;2;59;3;4;9;0;0;0;0;0
2020-11-05 12:30:00;12;68;56;2;2;61;3;0;64;0;8;8;0;0;0;0;0
2020-11-05 12:45:00;10;69;53;2;2;76;2;1;68;4;6;10;0;0;0;0;0
2020-11-05 13:00:00;17;90;62;0;0;47;0;0;46;0;7;12;0;0;0;0;0
2020-11-05 13:15:00;12;95;64;5;0;53;4;1;50;4;5;7;4;0;0;0;0
2020-11-05 13:30:00;12;77;66;4;0;74;2;0;72;2;6;13;0;0;0;0;0
2020-11-05 13:45:00;7;50;42;2;1;41;3;0;41;2;3;4;0;0;0;0;0
2020-11-05 14:00:00;
2020-11-05 14:15:00;
2020-11-05 14:30:00;
2020-11-05 14:45:00;
2020-11-05 15:00:00;7;53;30;3;3;30;3;3;33;8;10;11;0;0;0;0;0
2020-11-05 15:15:00;15;107;60;4;1;84;4;1;81;2;21;22;0;0;0;0;0
2020-11-05 15:30:00;12;108;93;3;2;59;5;1;65;5;20;23;0;0;0;0;0
2020-11-05 15:45:00;31;116;75;2;0;91;3;0;92;1;14;17;0;0;0;0;0
2020-11-05 16:00:00;19;134;97;2;2;64;2;1;64;2;24;23;0;0;0;0;0
2020-11-05 16:15:00;20;131;83;5;3;82;7;2;82;6;26;21;0;0;0;0;0
2020-11-05 16:30:00;16;138;95;3;0;88;4;0;88;1;14;6;3;0;0;0;0
2020-11-05 16:45:00;20;133;94;4;5;96;1;5;95;7;25;12;0;0;0;0;0
2020-11-05 17:00:00;18;118;112;5;4;75;8;2;73;7;17;11;1;0;0;0;0
2020-11-05 17:15:00;9;157;83;6;5;91;5;3;84;8;8;6;0;0;0;0;0
2020-11-05 17:30:00;7;116;74;3;1;57;4;2;56;4;11;14;0;0;0;0;0
2020-11-05 17:45:00;12;106;63;6;1;72;6;1;76;4;8;11;0;0;0;0;0
2020-11-05 18:00:00;11;110;72;4;0;61;7;0;62;7;6;5;0;0;0;0;0
2020-11-05 18:15:00;14;86;52;3;0;57;3;0;57;3;4;4;0;0;0;0;0
2020-11-05 18:30:00;5;76;38;2;1;55;1;1;49;3;2;2;0;0;0;0;0
2020-11-05 18:45:00;2;70;42;4;0;49;3;0;51;3;0;2;0;0;0;0;0
2020-11-05 19:00:00;11;72;28;4;0;43;4;0;46;3;2;6;0;0;0;0;0
2020-11-05 19:15:00;5;56;29;1;0;39;1;0;39;1;1;6;3;0;0;0;0
2020-11-05 19:30:00;10;35;18;1;0;34;1;0;32;1;1;3;0;0;0;0;0
2020-11-05 19:45:00;7;43;25;1;1;30;3;1;28;2;2;1;1;0;0;0;0
2020-11-05 20:00:00;1;38;23;2;0;23;2;0;24;1;2;4;0;0;0;0;0
2020-11-05 20:15:00;2;27;16;0;0;25;0;0;24;0;1;1;0;0;0;0;0
2020-11-05 20:30:00;1;24;17;0;0;26;0;0;20;1;0;0;0;0;0;0;0
2020-11-05 20:45:00;5;20;23;0;0;18;0;0;16;0;2;5;0;0;0;0;0
2020-11-05 21:00:00;6;17;6;1;1;20;1;0;20;0;1;3;0;0;0;0;0
2020-11-05 21:15:00;3;22;6;1;0;11;1;0;15;2;1;1;0;0;0;0;0
2020-11-05 21:30:00;4;18;14;3;0;10;1;0;11;1;3;2;0;0;0;0;0
2020-11-05 21:45:00;4;10;6;5;4;7;2;2;10;0;0;2;0;0;0;0;0
2020-11-05 22:00:00;1;16;9;0;0;12;0;0;13;0;2;0;0;0;0;0;0
2020-11-05 22:15:00;3;19;13;0;0;5;0;0;6;0;0;0;0;0;0;0;0
2020-11-05 22:30:00;1;7;5;1;1;9;1;0;8;1;0;0;0;0;0;0;0
2020-11-05 22:45:00;0;8;7;2;0;3;1;0;6;0;0;2;0;0;0;0;0
2020-11-05 23:00:00;0;4;3;0;1;5;0;1;5;0;0;0;0;0;0;0;0
2020-11-05 23:15:00;0;9;8;0;1;6;0;1;6;2;0;0;0;0;0;0;0
2020-11-05 23:30:00;0;7;4;0;0;13;0;0;13;0;0;0;0;0;0;0;0
2020-11-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
