DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-12 00:00:00;1;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-12 00:15:00;3;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-12 00:30:00;6;3;2;1;0;2;1;1;0;0;0;0;0;0
2020-12-12 00:45:00;3;2;1;2;1;0;1;1;0;0;0;0;0;0
2020-12-12 01:00:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-12 01:15:00;4;2;2;3;1;1;1;0;0;0;0;0;0;0
2020-12-12 01:30:00;4;0;0;0;2;1;1;1;0;0;0;0;0;0
2020-12-12 01:45:00;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-12 02:00:00;1;0;0;0;0;2;2;2;0;0;0;0;0;0
2020-12-12 02:15:00;2;1;1;1;2;1;1;1;0;0;0;0;0;0
2020-12-12 02:30:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-12 02:45:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-12 03:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-12 03:15:00;0;0;0;0;0;2;1;2;0;0;0;0;0;0
2020-12-12 03:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-12 03:45:00;2;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-12 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-12 04:15:00;5;0;0;0;2;2;1;2;0;0;0;0;0;0
2020-12-12 04:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-12 04:45:00;1;1;1;1;1;2;2;0;0;0;0;0;0;0
2020-12-12 05:00:00;2;0;0;0;5;4;4;4;0;0;0;0;0;0
2020-12-12 05:15:00;0;2;1;1;5;4;4;4;0;0;0;0;0;0
2020-12-12 05:30:00;7;2;2;2;14;2;1;2;0;0;0;0;0;0
2020-12-12 05:45:00;11;0;0;0;7;2;1;1;0;0;0;0;0;0
2020-12-12 06:00:00;24;0;0;0;9;3;2;0;0;0;0;0;0;0
2020-12-12 06:15:00;14;1;1;0;5;6;4;3;0;0;0;0;0;0
2020-12-12 06:30:00;6;1;1;1;8;4;2;2;0;0;0;0;0;0
2020-12-12 06:45:00;9;3;3;3;5;10;9;5;0;0;0;0;0;0
2020-12-12 07:00:00;9;3;3;3;5;9;9;8;0;0;0;0;0;0
2020-12-12 07:15:00;14;5;5;4;11;10;7;8;0;0;0;0;0;0
