DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-13 00:00:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-13 00:15:00;5;0;1;1;2;3;3;3;0;0;0;0;0;0
2020-12-13 00:30:00;5;1;1;1;2;1;1;2;0;0;0;0;0;0
2020-12-13 00:45:00;1;1;1;1;2;1;1;1;0;0;0;0;0;0
2020-12-13 01:00:00;1;0;0;0;5;2;2;2;0;0;0;0;0;0
2020-12-13 01:15:00;3;1;1;1;6;1;1;1;0;0;0;0;0;0
2020-12-13 01:30:00;5;0;0;0;5;2;1;3;0;0;0;0;0;0
2020-12-13 01:45:00;1;0;0;0;2;2;0;0;0;0;0;0;0;0
2020-12-13 02:00:00;3;0;0;0;0;2;2;2;0;0;0;0;0;0
2020-12-13 02:15:00;0;1;1;1;0;3;3;4;0;0;0;0;0;0
2020-12-13 02:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-13 02:45:00;1;0;0;0;0;0;0;1;1;0;0;0;0;0
2020-12-13 03:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-13 03:15:00;2;0;0;0;1;1;1;2;0;0;0;0;0;0
2020-12-13 03:30:00;1;0;0;0;5;1;0;0;0;0;0;0;0;0
2020-12-13 03:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-13 04:00:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-13 04:15:00;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-13 04:30:00;1;1;1;1;1;1;1;258;0;0;0;0;0;0
2020-12-13 04:45:00;1;2;1;1;2;1;1;1;0;0;0;0;0;0
2020-12-13 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-13 05:15:00;1;0;0;0;3;2;1;1;0;0;0;0;0;0
2020-12-13 05:30:00;3;2;4;3;2;2;2;2;0;0;0;0;0;0
2020-12-13 05:45:00;1;1;0;0;3;4;2;3;0;0;0;0;0;0
2020-12-13 06:00:00;9;3;1;0;4;3;1;3;0;0;0;0;0;0
2020-12-13 06:15:00;0;0;0;0;4;0;0;1;0;0;0;0;0;0
2020-12-13 06:30:00;3;2;2;2;1;1;1;1;0;0;0;0;0;0
2020-12-13 06:45:00;3;2;1;1;6;1;1;1;0;0;0;0;0;0
2020-12-13 07:00:00;3;0;0;0;3;4;4;3;0;0;0;0;0;0
2020-12-13 07:15:00;3;1;1;1;4;0;0;0;0;0;0;0;0;0
2020-12-13 07:30:00;6;2;4;3;6;2;1;2;0;0;0;0;0;0
2020-12-13 07:45:00;5;3;3;2;6;3;2;3;0;0;0;0;0;0
2020-12-13 08:00:00;7;3;3;2;7;5;2;1;0;0;0;0;0;0
2020-12-13 08:15:00;8;3;2;1;7;8;7;7;0;0;0;0;0;0
2020-12-13 08:30:00;9;3;2;1;16;8;8;3;0;0;0;0;0;0
2020-12-13 08:45:00;17;5;5;4;20;7;4;9;0;0;0;0;0;0
2020-12-13 09:00:00;15;1;1;1;21;9;9;7;0;0;0;0;0;0
2020-12-13 09:15:00;21;2;2;1;28;7;10;10;0;0;0;0;0;0
2020-12-13 09:30:00;15;6;5;3;22;5;2;4;0;0;0;0;0;0
2020-12-13 09:45:00;23;5;6;6;25;16;13;13;0;0;0;0;0;0
2020-12-13 10:00:00;28;8;8;6;18;16;12;11;0;0;0;0;0;0
2020-12-13 10:15:00;13;3;4;4;27;14;9;11;0;0;0;0;0;0
2020-12-13 10:30:00;29;5;3;2;21;16;13;14;3;0;0;0;0;0
