DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-20 00:00:00;1;0;0;0;0;3;2;1;0;0;0;0;0;0
2020-12-20 00:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 00:30:00;1;1;1;1;2;1;0;0;0;0;0;0;0;0
2020-12-20 00:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-20 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:45:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 02:30:00;1;0;0;0;0;1;1;2;0;0;0;0;0;0
2020-12-20 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:00:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-20 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:30:00;2;1;2;1;0;2;1;1;0;0;0;0;0;0
2020-12-20 04:45:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-20 05:00:00;1;1;1;1;1;1;0;0;0;0;0;0;0;0
2020-12-20 05:15:00;2;2;2;2;0;1;1;1;0;0;0;0;0;0
2020-12-20 05:30:00;2;3;2;3;4;1;1;1;0;0;0;0;0;0
2020-12-20 05:45:00;1;1;0;0;3;1;1;1;0;0;0;0;0;0
2020-12-20 06:00:00;4;0;0;0;1;0;0;2;0;0;0;0;0;0
2020-12-20 06:15:00;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 06:30:00;1;1;1;1;5;0;0;0;0;0;0;0;0;0
2020-12-20 06:45:00;1;1;0;0;4;2;2;3;0;0;0;0;0;0
2020-12-20 07:00:00;4;2;2;2;2;1;0;0;0;0;0;0;0;0
2020-12-20 07:15:00;3;1;1;1;4;1;1;1;0;0;0;0;0;0
2020-12-20 07:30:00;5;1;1;2;6;6;6;5;0;0;0;0;0;0
2020-12-20 07:45:00;5;0;1;1;6;7;6;5;0;0;0;0;0;0
2020-12-20 08:00:00;4;1;1;1;3;4;3;5;0;0;0;0;0;0
2020-12-20 08:15:00;9;4;2;2;8;4;5;4;0;0;0;0;0;0
2020-12-20 08:30:00;9;2;3;2;13;3;4;4;0;0;0;0;0;0
2020-12-20 08:45:00;7;6;7;8;11;10;9;8;0;0;0;0;0;0
2020-12-20 09:00:00;10;2;3;2;20;7;7;10;0;0;0;0;0;0
2020-12-20 09:15:00;10;1;2;2;9;9;9;10;0;0;0;0;0;0
2020-12-20 09:30:00;12;2;2;2;15;6;4;6;0;12;0;0;0;0
2020-12-20 09:45:00;19;2;2;1;29;7;6;5;3;0;0;0;0;0
2020-12-20 10:00:00;16;3;6;3;19;20;13;15;0;0;0;0;0;0
2020-12-20 10:15:00;26;7;9;6;18;13;12;13;0;0;0;0;0;0
2020-12-20 10:30:00;26;6;8;4;16;10;8;11;0;0;0;0;0;0
2020-12-20 10:45:00;21;1;2;2;9;13;16;14;0;0;0;0;0;0
2020-12-20 11:00:00;21;4;4;2;18;12;13;11;0;0;0;0;0;0
2020-12-20 11:15:00;28;3;2;2;17;15;11;10;0;0;0;0;0;0
2020-12-20 11:30:00;38;4;6;5;24;24;28;27;0;0;0;0;0;0
2020-12-20 11:45:00;28;3;6;3;19;17;16;16;0;0;0;0;0;0
2020-12-20 12:00:00;27;5;6;5;15;27;24;24;0;0;0;0;0;0
2020-12-20 12:15:00;22;5;9;3;22;15;15;14;0;0;0;0;0;0
2020-12-20 12:30:00;20;3;3;3;24;9;9;9;0;0;0;0;0;0
2020-12-20 12:45:00;30;2;2;2;22;15;12;11;0;0;0;0;0;0
2020-12-20 13:00:00;22;4;4;4;19;13;12;12;0;0;0;0;0;0
2020-12-20 13:15:00;32;12;9;7;24;22;23;21;0;1;0;0;2;1
2020-12-20 13:30:00;25;5;8;4;17;7;7;7;0;0;0;0;0;0
2020-12-20 13:45:00;32;6;6;6;30;15;15;16;0;0;0;0;0;0
2020-12-20 14:00:00;30;6;5;4;18;15;15;15;0;0;0;0;0;0
2020-12-20 14:15:00;36;6;5;4;21;15;13;16;2;0;0;0;0;0
2020-12-20 14:30:00;38;5;6;6;26;19;17;19;1;0;0;0;0;0
2020-12-20 14:45:00;31;9;10;7;18;18;19;17;0;0;0;0;0;0
2020-12-20 15:00:00;25;9;9;5;29;14;13;12;0;0;0;0;0;0
2020-12-20 15:15:00;27;0;1;1;29;20;18;20;0;0;0;0;0;0
2020-12-20 15:30:00;32;8;9;9;26;11;12;15;0;0;0;0;0;0
2020-12-20 15:45:00;18;5;6;4;22;9;4;4;0;0;0;0;0;0
2020-12-20 16:00:00;31;4;4;3;26;19;16;17;0;0;0;0;0;0
2020-12-20 16:15:00;42;3;2;4;28;16;15;17;0;0;0;0;0;0
2020-12-20 16:30:00;30;9;9;10;27;11;11;10;0;0;0;0;0;0
2020-12-20 16:45:00;36;8;7;6;28;12;8;6;2;0;0;0;0;0
2020-12-20 17:00:00;20;2;3;1;30;16;18;17;0;0;0;0;0;0
2020-12-20 17:15:00;30;10;13;6;30;11;9;9;0;0;0;0;0;0
2020-12-20 17:30:00;21;3;5;5;18;17;12;15;0;0;0;0;0;0
2020-12-20 17:45:00;23;6;7;6;25;16;17;20;0;0;0;0;0;0
2020-12-20 18:00:00;28;4;4;3;21;16;11;12;0;0;0;0;0;0
2020-12-20 18:15:00;21;6;7;9;18;9;9;8;0;0;0;0;0;0
2020-12-20 18:30:00;32;5;5;5;14;7;8;8;0;2;0;0;0;0
2020-12-20 18:45:00;19;3;5;4;16;8;8;8;0;0;0;0;0;0
2020-12-20 19:00:00;23;3;4;3;21;15;16;15;0;0;0;0;0;0
2020-12-20 19:15:00;21;4;2;3;18;14;12;13;0;0;0;0;0;0
