DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-09-16 00:00:00;11;11;2;0;9;7;1;1;0;0;0;0;0;0
2019-09-16 00:15:00;12;12;6;3;4;8;2;3;0;0;0;0;0;0
2019-09-16 00:30:00;14;7;6;2;4;7;3;1;0;0;0;0;0;0
2019-09-16 00:45:00;13;4;4;1;3;7;2;1;0;0;0;0;0;0
2019-09-16 01:00:00;9;7;4;2;5;7;3;0;0;0;0;0;0;0
2019-09-16 01:15:00;5;3;4;1;2;6;1;0;0;0;0;0;0;0
2019-09-16 01:30:00;7;6;2;2;7;5;2;2;0;0;0;0;0;0
2019-09-16 01:45:00;4;4;1;1;5;3;2;0;0;0;0;0;0;0
2019-09-16 02:00:00;4;1;1;0;3;5;0;1;0;0;0;0;0;0
2019-09-16 02:15:00;3;2;3;0;9;3;3;2;0;0;0;0;0;0
2019-09-16 02:30:00;2;3;3;0;4;5;4;3;0;0;0;0;0;0
2019-09-16 02:45:00;3;4;2;1;6;8;0;0;0;0;0;0;0;0
2019-09-16 03:00:00;5;3;0;0;1;2;0;1;0;0;0;0;0;0
2019-09-16 03:15:00;4;3;1;0;2;2;3;1;0;0;0;0;0;0
2019-09-16 03:30:00;5;1;2;0;4;6;1;2;0;0;0;0;0;0
2019-09-16 03:45:00;8;3;2;1;3;2;2;2;0;0;0;0;0;0
2019-09-16 04:00:00;7;2;3;0;2;5;1;0;0;0;0;0;0;0
2019-09-16 04:15:00;13;5;5;0;9;7;1;4;0;0;0;0;0;0
2019-09-16 04:30:00;16;5;10;4;24;23;5;4;0;0;0;0;0;0
2019-09-16 04:45:00;16;12;31;4;15;11;10;6;0;0;0;0;0;0
2019-09-16 05:00:00;24;15;45;2;16;21;12;9;0;0;0;0;0;0
2019-09-16 05:15:00;50;19;102;4;16;24;9;18;0;0;0;0;0;0
2019-09-16 05:30:00;78;40;96;16;36;52;18;20;0;0;7;0;0;5
2019-09-16 05:45:00;64;59;66;24;35;46;15;11;0;0;0;0;0;0
2019-09-16 06:00:00;59;56;42;10;49;67;11;29;0;0;0;0;0;0
2019-09-16 06:15:00;66;63;53;7;43;77;20;12;0;0;0;0;0;0
2019-09-16 06:30:00;82;74;82;13;60;98;26;38;2;0;0;0;0;0
2019-09-16 06:45:00;95;100;67;28;71;100;32;23;0;0;0;0;0;0
2019-09-16 07:00:00;92;99;66;40;91;106;36;19;0;0;0;0;0;0
2019-09-16 07:15:00;103;104;66;36;98;105;49;19;0;1;0;0;0;0
2019-09-16 07:30:00;110;112;66;43;95;131;57;25;0;0;1;0;4;0
2019-09-16 07:45:00;105;99;86;68;89;120;58;42;0;7;1;0;0;1
2019-09-16 08:00:00;113;115;99;55;92;116;39;23;0;0;0;0;0;0
2019-09-16 08:15:00;95;109;99;35;82;117;44;38;0;2;1;0;0;0
2019-09-16 08:30:00;110;102;52;29;68;90;44;38;3;0;6;0;0;0
2019-09-16 08:45:00;109;126;54;31;63;89;44;27;0;0;0;0;1;0
2019-09-16 09:00:00;102;98;52;24;59;92;43;29;0;0;0;0;7;0
2019-09-16 09:15:00;86;110;41;24;67;88;42;27;0;0;0;0;0;0
2019-09-16 09:30:00;99;108;47;32;71;74;48;23;0;0;0;0;0;0
2019-09-16 09:45:00;108;106;37;13;84;123;53;35;0;1;14;0;0;1
2019-09-16 10:00:00;87;106;36;31;65;86;29;24;3;4;0;0;3;3
2019-09-16 10:15:00;78;100;44;15;82;129;42;29;0;0;8;0;0;1
2019-09-16 10:30:00;98;110;40;26;89;131;38;34;0;0;3;0;0;0
2019-09-16 10:45:00;89;102;51;26;78;111;43;27;0;4;13;0;0;0
2019-09-16 11:00:00;92;95;43;26;72;107;44;28;0;0;0;0;0;0
2019-09-16 11:15:00;91;95;39;22;87;103;49;33;0;1;2;0;8;1
2019-09-16 11:30:00;96;112;45;34;83;114;46;20;0;0;3;0;0;0
2019-09-16 11:45:00;77;93;47;24;84;117;51;33;0;0;0;0;0;0
2019-09-16 12:00:00;93;94;49;24;76;110;52;26;0;0;4;0;0;0
2019-09-16 12:15:00;108;119;40;33;102;126;49;36;0;8;1;0;0;2
2019-09-16 12:30:00;82;82;35;24;57;109;41;25;0;6;0;0;0;0
2019-09-16 12:45:00;96;102;58;32;87;105;42;30;0;0;0;0;0;0
2019-09-16 13:00:00;94;89;58;29;75;96;39;30;0;1;0;0;0;0
2019-09-16 13:15:00;96;102;93;25;92;114;50;33;0;0;0;35;2;0
2019-09-16 13:30:00;98;103;102;27;68;108;34;34;0;0;0;0;0;3
2019-09-16 13:45:00;99;104;78;27;74;120;53;35;0;0;0;0;0;4
2019-09-16 14:00:00;85;86;51;25;81;108;77;56;0;0;0;0;0;0
2019-09-16 14:15:00;90;92;38;23;76;105;98;90;0;0;1;0;2;7
2019-09-16 14:30:00;107;113;41;20;93;125;85;54;0;0;0;0;5;1
2019-09-16 14:45:00;92;100;48;27;81;112;83;44;0;0;0;0;0;0
2019-09-16 15:00:00;115;100;40;25;99;130;84;48;0;0;0;0;0;0
2019-09-16 15:15:00;121;145;42;27;99;129;69;54;0;0;6;0;6;0
2019-09-16 15:30:00;116;125;52;35;117;145;74;45;0;0;4;0;0;0
2019-09-16 15:45:00;118;132;55;30;89;125;69;37;0;0;0;0;0;3
2019-09-16 16:00:00;124;140;44;35;126;142;74;51;0;2;0;0;1;0
2019-09-16 16:15:00;122;118;62;29;133;132;74;51;0;0;11;0;2;0
2019-09-16 16:30:00;121;119;57;39;127;151;73;54;0;0;0;0;0;0
2019-09-16 16:45:00;113;112;61;34;132;144;65;51;0;0;3;0;0;2
2019-09-16 17:00:00;153;141;45;39;155;135;59;35;0;0;0;0;0;5
2019-09-16 17:15:00;102;113;50;26;118;129;63;24;1;0;0;0;0;2
2019-09-16 17:30:00;127;140;62;33;125;159;53;35;0;0;0;0;1;11
2019-09-16 17:45:00;121;138;42;29;118;148;43;22;0;0;1;0;0;0
2019-09-16 18:00:00;116;102;62;32;116;132;43;38;3;0;4;0;0;6
2019-09-16 18:15:00;105;131;46;36;84;122;47;30;0;0;4;0;0;38
2019-09-16 18:30:00;107;111;45;25;82;105;41;30;0;0;0;0;0;0
2019-09-16 18:45:00;95;96;35;13;92;108;32;24;0;0;0;0;0;4
2019-09-16 19:00:00;96;85;44;24;74;98;37;34;0;0;0;0;5;1
2019-09-16 19:15:00;89;81;28;21;83;111;35;18;4;0;0;0;3;1
2019-09-16 19:30:00;64;67;29;18;66;101;30;23;0;0;0;0;0;0
2019-09-16 19:45:00;64;56;21;11;78;110;31;18;0;0;0;0;0;3
2019-09-16 20:00:00;60;61;25;10;69;108;30;23;0;0;0;0;0;4
2019-09-16 20:15:00;55;62;26;13;47;77;29;26;0;0;0;0;0;0
2019-09-16 20:30:00;51;58;25;11;39;55;21;13;0;16;0;0;0;0
2019-09-16 20:45:00;44;41;36;10;36;57;23;22;0;2;0;0;0;0
2019-09-16 21:00:00;55;33;78;11;38;56;25;15;0;76;1;0;0;0
2019-09-16 21:15:00;60;32;71;6;37;47;14;19;0;0;0;0;0;1
2019-09-16 21:30:00;60;31;68;7;36;44;28;17;0;0;0;0;0;0
2019-09-16 21:45:00;39;29;21;6;27;36;48;30;0;0;0;0;0;0
2019-09-16 22:00:00;48;35;17;4;25;34;88;58;0;0;0;0;0;0
2019-09-16 22:15:00;36;31;14;4;31;34;48;42;0;0;0;0;0;0
2019-09-16 22:30:00;32;24;15;4;22;26;23;17;0;0;0;0;0;0
2019-09-16 22:45:00;19;12;11;2;17;17;9;4;0;0;0;0;0;0
2019-09-16 23:00:00;16;13;8;2;14;17;7;3;0;0;0;0;0;5
2019-09-16 23:15:00;11;13;6;2;11;17;4;4;0;0;0;0;0;0
2019-09-16 23:30:00;14;15;5;0;12;15;6;7;0;0;0;0;0;0
2019-09-16 23:45:00;11;6;5;1;6;11;4;1;0;0;0;0;0;0
