DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-10-04 00:00:00;24;14;14;12;0;0
2020-10-04 00:15:00;18;18;20;10;0;0
2020-10-04 00:30:00;32;15;23;14;0;0
2020-10-04 00:45:00;12;12;21;10;0;0
2020-10-04 01:00:00;26;23;16;13;0;0
2020-10-04 01:15:00;23;16;15;8;0;0
2020-10-04 01:30:00;14;15;9;8;0;0
2020-10-04 01:45:00;12;9;10;13;0;0
2020-10-04 02:00:00;12;6;14;13;0;0
2020-10-04 02:15:00;10;11;11;10;0;0
2020-10-04 02:30:00;8;8;11;9;0;0
2020-10-04 02:45:00;10;6;12;3;0;0
2020-10-04 03:00:00;13;9;7;8;0;0
2020-10-04 03:15:00;11;11;5;4;0;0
2020-10-04 03:30:00;8;7;7;8;0;0
2020-10-04 03:45:00;3;4;6;3;0;0
2020-10-04 04:00:00;9;3;8;5;0;0
2020-10-04 04:15:00;6;4;8;3;0;0
2020-10-04 04:30:00;6;1;6;7;0;0
2020-10-04 04:45:00;7;4;4;4;0;0
2020-10-04 05:00:00;8;7;13;8;0;0
2020-10-04 05:15:00;9;7;10;10;0;0
2020-10-04 05:30:00;9;9;17;11;0;0
2020-10-04 05:45:00;5;9;12;5;0;0
2020-10-04 06:00:00;11;8;14;8;0;0
2020-10-04 06:15:00;9;10;10;5;0;0
2020-10-04 06:30:00;12;3;7;4;0;0
2020-10-04 06:45:00;11;9;7;2;0;0
2020-10-04 07:00:00;9;3;10;4;0;0
2020-10-04 07:15:00;13;9;9;5;0;0
2020-10-04 07:30:00;13;11;13;9;0;0
2020-10-04 07:45:00;13;13;21;9;0;0
2020-10-04 08:00:00;19;15;17;7;0;0
2020-10-04 08:15:00;19;18;20;7;0;0
2020-10-04 08:30:00;23;29;30;11;0;0
2020-10-04 08:45:00;29;28;25;17;0;0
2020-10-04 09:00:00;38;38;45;22;0;0
2020-10-04 09:15:00;39;26;37;25;3;0
2020-10-04 09:30:00;49;43;42;20;1;0
2020-10-04 09:45:00;49;43;47;26;0;0
2020-10-04 10:00:00;41;57;55;34;1;0
2020-10-04 10:15:00;54;37;54;35;0;0
2020-10-04 10:30:00;60;47;69;40;3;0
2020-10-04 10:45:00;59;67;56;38;2;0
2020-10-04 11:00:00;57;66;58;27;0;0
2020-10-04 11:15:00;60;60;59;41;9;0
2020-10-04 11:30:00;67;59;58;44;0;0
2020-10-04 11:45:00;63;53;78;53;6;0
2020-10-04 12:00:00;61;70;69;37;4;0
2020-10-04 12:15:00;78;78;61;44;0;0
2020-10-04 12:30:00;50;56;66;47;5;1
2020-10-04 12:45:00;49;56;74;45;14;1
2020-10-04 13:00:00;62;81;65;54;0;0
2020-10-04 13:15:00;74;86;65;45;1;0
2020-10-04 13:30:00;72;76;85;50;0;0
2020-10-04 13:45:00;56;73;69;47;13;0
2020-10-04 14:00:00;80;90;56;48;2;0
2020-10-04 14:15:00;61;63;76;50;1;0
2020-10-04 14:30:00;71;80;75;58;0;0
2020-10-04 14:45:00;75;88;74;54;10;0
2020-10-04 15:00:00;78;94;75;55;3;0
2020-10-04 15:15:00;63;58;70;49;9;5
2020-10-04 15:30:00;52;59;85;62;4;0
2020-10-04 15:45:00;68;74;67;52;4;0
2020-10-04 16:00:00;65;71;58;37;13;0
2020-10-04 16:15:00;75;76;76;53;11;0
2020-10-04 16:30:00;67;56;86;64;19;7
2020-10-04 16:45:00;64;64;66;64;4;0
2020-10-04 17:00:00;81;85;50;62;6;0
2020-10-04 17:15:00;75;86;87;67;21;1
2020-10-04 17:30:00;60;59;83;65;3;0
2020-10-04 17:45:00;71;61;101;70;18;0
2020-10-04 18:00:00;81;90;81;63;20;0
2020-10-04 18:15:00;62;62;65;55;4;1
2020-10-04 18:30:00;54;63;76;66;7;1
2020-10-04 18:45:00;48;43;61;60;0;0
2020-10-04 19:00:00;66;72;77;49;2;0
2020-10-04 19:15:00;59;57;58;41;0;0
2020-10-04 19:30:00;45;51;71;49;0;0
2020-10-04 19:45:00;42;35;53;49;0;0
2020-10-04 20:00:00;54;53;62;53;0;0
2020-10-04 20:15:00;36;34;56;43;0;0
2020-10-04 20:30:00;43;36;38;25;2;0
2020-10-04 20:45:00;45;38;46;41;0;0
2020-10-04 21:00:00;33;34;43;36;0;0
2020-10-04 21:15:00;45;33;58;39;0;0
2020-10-04 21:30:00;44;20;52;28;0;0
2020-10-04 21:45:00;35;27;39;31;0;0
2020-10-04 22:00:00;33;33;22;22;0;0
2020-10-04 22:15:00;32;24;34;24;0;0
2020-10-04 22:30:00;14;23;27;22;0;0
2020-10-04 22:45:00;19;19;22;20;0;0
2020-10-04 23:00:00;28;17;22;10;0;0
2020-10-04 23:15:00;10;12;17;13;0;0
2020-10-04 23:30:00;20;11;17;6;0;0
2020-10-04 23:45:00;7;10;18;13;0;0
