DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-10-04 00:00:00;8;0;2;4;12;2;3;4;0;0;0;0;0;0;0
2019-10-04 00:15:00;6;3;2;2;19;1;5;8;0;0;0;0;0;0;0
2019-10-04 00:30:00;6;0;0;10;16;0;4;11;0;0;0;0;0;0;0
2019-10-04 00:45:00;7;0;1;3;13;3;4;3;0;0;0;0;0;0;0
2019-10-04 01:00:00;1;3;0;5;11;0;1;6;0;0;0;0;0;0;0
2019-10-04 01:15:00;8;3;1;3;8;0;4;8;0;0;0;0;0;0;0
2019-10-04 01:30:00;3;2;5;5;10;0;1;12;0;0;0;0;0;0;0
2019-10-04 01:45:00;4;2;4;1;5;4;6;6;0;0;0;0;0;0;0
2019-10-04 02:00:00;7;0;5;0;7;2;1;6;0;0;0;0;0;0;0
2019-10-04 02:15:00;1;0;3;0;2;1;1;2;0;0;0;0;0;0;0
2019-10-04 02:30:00;5;0;3;1;7;0;3;3;0;0;0;0;0;0;0
2019-10-04 02:45:00;2;1;5;3;4;1;1;8;0;0;0;0;0;0;0
2019-10-04 03:00:00;8;0;0;2;2;0;1;3;0;0;0;0;0;0;0
2019-10-04 03:15:00;3;2;2;4;8;1;2;5;0;0;0;0;0;0;0
2019-10-04 03:30:00;3;0;3;8;4;2;0;9;0;0;0;0;0;0;0
2019-10-04 03:45:00;5;0;1;6;1;0;4;5;0;0;0;0;0;0;0
2019-10-04 04:00:00;2;0;6;5;2;2;3;7;0;0;0;0;0;0;0
2019-10-04 04:15:00;4;2;3;5;2;0;2;10;0;0;2;0;0;0;0
2019-10-04 04:30:00;6;3;7;7;5;0;0;12;0;2;0;0;0;0;0
2019-10-04 04:45:00;13;2;5;5;4;0;3;12;0;0;0;0;0;0;0
2019-10-04 05:00:00;16;3;5;7;10;2;0;13;0;0;1;0;0;0;0
