DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-08-07 00:00:00;9;9;0;3;2;2;0;0;0;0
2019-08-07 00:15:00;9;6;0;3;2;6;0;0;0;0
2019-08-07 00:30:00;4;9;8;8;1;3;0;0;0;0
2019-08-07 00:45:00;2;1;2;4;2;0;0;0;0;0
2019-08-07 01:00:00;2;1;0;0;1;1;0;0;0;0
2019-08-07 01:15:00;1;0;0;3;4;2;0;0;0;0
2019-08-07 01:30:00;3;3;0;3;0;0;0;0;0;0
2019-08-07 01:45:00;0;0;0;3;2;2;0;0;0;0
2019-08-07 02:00:00;3;2;2;0;1;0;0;0;0;0
2019-08-07 02:15:00;0;0;0;0;0;2;0;0;0;0
2019-08-07 02:30:00;1;1;0;1;3;1;0;0;0;0
2019-08-07 02:45:00;3;2;0;3;0;0;0;0;0;0
2019-08-07 03:00:00;2;1;0;0;2;2;0;0;0;0
2019-08-07 03:15:00;1;1;0;1;0;0;0;0;0;0
2019-08-07 03:30:00;2;0;0;2;0;0;0;0;0;0
2019-08-07 03:45:00;0;0;0;0;0;0;0;0;0;0
2019-08-07 04:00:00;0;0;0;0;1;0;0;0;0;0
2019-08-07 04:15:00;2;4;0;0;0;1;0;0;0;0
2019-08-07 04:30:00;1;0;0;0;2;2;0;0;0;0
2019-08-07 04:45:00;0;1;1;2;0;1;0;0;0;0
2019-08-07 05:00:00;1;4;1;2;7;3;0;0;0;0
2019-08-07 05:15:00;4;5;6;4;6;5;0;0;0;0
2019-08-07 05:30:00;3;6;4;7;8;14;0;0;0;0
2019-08-07 05:45:00;5;8;5;12;16;15;0;0;0;0
2019-08-07 06:00:00;9;11;11;13;6;14;0;0;0;0
2019-08-07 06:15:00;20;25;15;11;18;30;0;0;0;0
2019-08-07 06:30:00;16;16;18;14;20;29;0;0;0;0
2019-08-07 06:45:00;14;23;25;10;35;33;0;0;0;0
2019-08-07 07:00:00;8;23;29;10;22;49;0;0;0;0
2019-08-07 07:15:00;14;14;32;22;32;38;0;0;0;0
2019-08-07 07:30:00;14;30;24;19;42;35;0;0;0;0
2019-08-07 07:45:00;19;41;40;33;49;61;0;0;0;0
2019-08-07 08:00:00;17;50;37;27;45;54;0;0;0;0
2019-08-07 08:15:00;21;34;43;20;50;44;0;0;0;0
2019-08-07 08:30:00;18;35;31;25;26;51;0;0;0;0
2019-08-07 08:45:00;29;38;40;38;28;65;0;0;0;0
2019-08-07 09:00:00;26;33;22;36;27;32;0;0;0;0
2019-08-07 09:15:00;23;29;33;41;38;36;0;0;0;0
2019-08-07 09:30:00;27;22;28;45;39;39;0;0;0;0
2019-08-07 09:45:00;25;29;41;49;33;36;0;0;0;0
2019-08-07 10:00:00;29;42;30;51;39;33;0;0;0;0
2019-08-07 10:15:00;29;35;34;56;29;35;0;0;0;0
2019-08-07 10:30:00;40;32;29;58;34;35;0;0;0;0
2019-08-07 10:45:00;38;40;32;63;35;38;0;0;0;0
2019-08-07 11:00:00;42;40;45;51;30;40;0;0;0;0
2019-08-07 11:15:00;34;42;35;50;25;30;0;0;0;0
2019-08-07 11:30:00;34;28;21;58;33;30;0;0;0;0
2019-08-07 11:45:00;31;33;34;61;33;30;0;0;0;0
2019-08-07 12:00:00;48;42;36;52;26;282;0;0;0;0
2019-08-07 12:15:00;30;42;39;55;37;31;0;0;0;0
2019-08-07 12:30:00;48;46;30;48;28;36;0;0;0;0
2019-08-07 12:45:00;54;37;25;55;23;33;0;0;0;0
2019-08-07 13:00:00;47;39;31;72;16;22;0;0;0;0
2019-08-07 13:15:00;37;38;29;47;20;33;0;0;0;0
2019-08-07 13:30:00;42;35;25;58;20;26;0;0;0;0
2019-08-07 13:45:00;56;39;36;46;26;40;0;0;0;0
2019-08-07 14:00:00;38;36;21;43;23;10;0;0;0;0
2019-08-07 14:15:00;40;56;29;43;20;27;0;0;0;0
2019-08-07 14:30:00;56;65;18;34;21;32;0;0;0;0
2019-08-07 14:45:00;82;79;29;53;23;30;0;0;0;0
2019-08-07 15:00:00;53;71;31;55;19;23;0;0;0;0
