DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-06-28 00:00:00;22;30;18;21;12;11;4;9;0;2;3
2020-06-28 00:15:00;31;41;22;26;18;1;4;16;0;15;6
2020-06-28 00:30:00;42;56;25;25;13;3;5;7;0;4;3
2020-06-28 00:45:00;33;38;20;21;14;2;0;10;0;6;2
2020-06-28 01:00:00;23;32;22;26;18;1;0;9;0;2;0
2020-06-28 01:15:00;16;21;17;11;8;2;0;7;0;4;1
2020-06-28 01:30:00;19;26;17;13;13;2;1;8;0;2;1
2020-06-28 01:45:00;9;14;15;11;6;2;1;9;0;3;0
2020-06-28 02:00:00;7;10;15;12;8;2;1;8;0;3;1
2020-06-28 02:15:00;19;20;12;11;7;2;0;5;0;2;1
2020-06-28 02:30:00;12;14;16;9;7;2;1;8;0;1;2
2020-06-28 02:45:00;5;8;4;6;3;1;1;3;0;3;1
2020-06-28 03:00:00;7;15;9;7;4;2;3;4;0;6;5
2020-06-28 03:15:00;8;11;6;3;3;0;0;4;0;2;2
2020-06-28 03:30:00;2;8;6;7;6;0;0;3;0;1;2
2020-06-28 03:45:00;6;7;8;7;3;3;1;2;0;1;1
2020-06-28 04:00:00;8;9;5;6;7;2;0;1;0;1;1
2020-06-28 04:15:00;8;9;9;7;3;0;0;3;0;0;0
2020-06-28 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 04:45:00;6;8;6;2;1;2;1;2;0;4;1
2020-06-28 05:00:00;12;12;14;5;6;2;2;2;0;0;1
2020-06-28 05:15:00;6;8;10;6;1;1;2;2;0;3;2
2020-06-28 05:30:00;14;14;10;12;6;3;0;1;0;0;4
2020-06-28 05:45:00;9;10;3;13;4;1;2;0;0;2;3
2020-06-28 06:00:00;14;15;15;10;8;3;11;4;0;1;3
2020-06-28 06:15:00;15;18;9;11;7;0;0;6;0;0;0
2020-06-28 06:30:00;16;17;8;7;8;1;2;2;0;3;2
2020-06-28 06:45:00;8;12;9;8;4;4;0;7;0;3;6
2020-06-28 07:00:00;14;15;12;14;3;5;4;1;0;2;3
2020-06-28 07:15:00;15;22;13;10;7;1;0;3;0;4;4
2020-06-28 07:30:00;23;23;14;12;8;15;13;6;0;4;5
2020-06-28 07:45:00;15;24;9;18;8;8;2;7;0;10;7
2020-06-28 08:00:00;31;33;20;18;7;9;4;7;0;11;9
2020-06-28 08:15:00;40;41;25;26;13;7;2;4;0;4;8
2020-06-28 08:30:00;23;28;19;34;20;10;1;4;0;2;8
2020-06-28 08:45:00;35;45;23;19;21;4;2;13;0;6;8
2020-06-28 09:00:00;48;53;38;40;30;9;6;10;0;5;13
2020-06-28 09:15:00;51;61;39;40;23;13;8;11;0;14;10
2020-06-28 09:30:00;48;56;41;42;24;11;5;19;0;6;11
2020-06-28 09:45:00;68;88;59;53;34;16;5;17;0;11;11
2020-06-28 10:00:00;57;75;48;47;38;10;6;32;0;12;17
2020-06-28 10:15:00;79;94;58;48;30;21;9;20;0;14;17
2020-06-28 10:30:00;60;72;53;60;43;7;4;28;0;7;12
2020-06-28 10:45:00;72;85;59;71;47;14;7;27;0;18;22
2020-06-28 11:00:00;75;95;61;80;58;21;6;31;0;17;22
2020-06-28 11:15:00;82;101;68;61;57;19;10;31;0;17;11
2020-06-28 11:30:00;86;108;64;60;45;18;9;24;0;12;18
2020-06-28 11:45:00;89;109;64;83;59;9;9;43;0;20;20
2020-06-28 12:00:00;87;110;71;72;53;15;34;32;0;16;18
2020-06-28 12:15:00;83;113;52;79;42;15;4;38;0;15;13
2020-06-28 12:30:00;84;106;54;67;60;19;9;27;0;21;8
2020-06-28 12:45:00;84;100;67;73;58;15;7;35;0;26;17
2020-06-28 13:00:00;79;103;62;61;43;19;2;27;0;19;22
2020-06-28 13:15:00;85;107;74;74;71;14;8;34;0;22;18
2020-06-28 13:30:00;77;101;74;70;50;15;6;27;0;17;15
2020-06-28 13:45:00;89;102;75;75;60;17;14;27;0;19;19
2020-06-28 14:00:00;77;91;56;79;69;18;11;39;0;18;18
2020-06-28 14:15:00;95;115;81;74;58;13;4;36;0;17;20
2020-06-28 14:30:00;92;115;63;79;60;9;26;28;0;19;20
2020-06-28 14:45:00;89;101;68;94;69;14;36;36;0;18;30
2020-06-28 15:00:00;89;112;72;75;59;23;10;24;0;20;17
2020-06-28 15:15:00;66;97;60;82;63;15;7;37;0;17;13
2020-06-28 15:30:00;80;118;75;73;50;24;22;23;0;13;12
2020-06-28 15:45:00;59;90;59;71;63;14;5;36;0;12;15
2020-06-28 16:00:00;87;109;52;71;43;18;7;27;0;20;17
2020-06-28 16:15:00;75;100;61;67;36;15;8;38;0;23;15
2020-06-28 16:30:00;78;98;61;88;69;23;8;36;0;20;12
2020-06-28 16:45:00;83;113;68;77;76;16;9;35;0;26;22
2020-06-28 17:00:00;97;120;72;103;71;21;59;41;0;23;23
2020-06-28 17:15:00;76;96;67;80;67;16;8;36;0;12;16
2020-06-28 17:30:00;86;129;69;90;64;20;11;51;0;25;21
2020-06-28 17:45:00;99;127;88;90;85;19;16;41;0;28;24
2020-06-28 18:00:00;89;125;74;119;55;16;9;48;0;23;17
2020-06-28 18:15:00;68;99;59;96;74;17;6;44;0;23;25
2020-06-28 18:30:00;70;108;60;92;66;13;7;39;0;28;22
2020-06-28 18:45:00;74;100;65;91;57;20;12;33;0;19;23
2020-06-28 19:00:00;80;105;66;89;67;15;9;37;0;35;23
2020-06-28 19:15:00;91;115;79;84;66;18;9;26;0;11;17
2020-06-28 19:30:00;73;91;60;76;68;13;8;35;0;24;16
2020-06-28 19:45:00;73;97;60;86;55;13;20;30;0;16;12
2020-06-28 20:00:00;70;100;49;74;48;15;9;24;0;10;9
2020-06-28 20:15:00;61;78;45;53;43;10;4;22;0;14;18
2020-06-28 20:30:00;63;95;51;71;43;15;6;26;0;10;10
2020-06-28 20:45:00;59;77;46;60;46;12;1;29;0;18;14
2020-06-28 21:00:00;78;103;57;70;57;11;6;34;0;17;20
2020-06-28 21:15:00;59;79;51;66;46;9;5;24;0;12;8
2020-06-28 21:30:00;47;59;34;43;29;13;24;15;0;9;8
2020-06-28 21:45:00;39;56;33;38;29;5;8;21;0;9;8
2020-06-28 22:00:00;50;68;31;35;28;9;2;21;0;7;9
2020-06-28 22:15:00;34;39;31;35;26;3;3;14;0;7;7
2020-06-28 22:30:00;34;43;28;41;24;5;2;9;0;8;7
2020-06-28 22:45:00;13;28;17;32;20;7;2;10;0;6;4
2020-06-28 23:00:00;25;36;18;29;18;6;1;13;0;4;0
2020-06-28 23:15:00;17;21;17;18;12;2;1;8;0;4;6
2020-06-28 23:30:00;23;25;21;17;11;3;2;7;0;2;1
2020-06-28 23:45:00;18;21;10;20;9;3;1;4;0;1;2
