DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-02-21 00:00:00;0;12;7;13;7;0;0
2020-02-21 00:15:00;0;16;15;31;17;2;2
2020-02-21 00:30:00;0;15;11;22;12;1;1
2020-02-21 00:45:00;0;8;10;19;13;1;1
2020-02-21 01:00:00;0;18;13;26;14;0;0
2020-02-21 01:15:00;0;17;8;22;9;1;1
2020-02-21 01:30:00;0;13;9;23;15;1;1
2020-02-21 01:45:00;0;7;12;18;10;1;1
2020-02-21 02:00:00;0;16;7;21;9;0;0
2020-02-21 02:15:00;0;12;7;20;8;1;1
2020-02-21 02:30:00;0;8;10;16;15;0;0
2020-02-21 02:45:00;0;10;7;14;7;1;1
2020-02-21 03:00:00;0;14;8;18;16;0;0
2020-02-21 03:15:00;0;14;9;10;11;1;1
2020-02-21 03:30:00;0;11;4;16;12;0;0
2020-02-21 03:45:00;0;7;11;13;9;1;1
2020-02-21 04:00:00;0;14;4;20;13;0;0
2020-02-21 04:15:00;0;14;7;14;9;0;0
2020-02-21 04:30:00;0;17;21;28;17;0;0
2020-02-21 04:45:00;0;30;20;27;18;0;0
2020-02-21 05:00:00;0;52;51;37;26;0;0
2020-02-21 05:15:00;8;72;79;36;22;0;0
2020-02-21 05:30:00;0;70;65;41;40;1;1
2020-02-21 05:45:00;2;17;25;9;12;1;1
2020-02-21 06:00:00;1;14;20;15;24;1;1
2020-02-21 06:15:00;9;69;81;50;55;3;3
2020-02-21 06:30:00;2;50;52;36;34;6;7
2020-02-21 06:45:00;5;30;32;21;10;0;0
2020-02-21 07:00:00;5;83;102;31;32;4;4
2020-02-21 07:15:00;9;87;115;54;43;2;2
2020-02-21 07:30:00;24;120;115;66;84;2;2
2020-02-21 07:45:00;22;51;49;36;44;2;2
2020-02-21 08:00:00;6;69;69;65;55;2;2
2020-02-21 08:15:00;10;119;117;90;86;4;4
2020-02-21 08:30:00;14;73;85;56;63;3;3
2020-02-21 08:45:00;17;102;99;97;115;3;3
2020-02-21 09:00:00;52;83;83;99;81;4;4
2020-02-21 09:15:00;8;82;84;99;106;3;2
2020-02-21 09:30:00;7;96;84;117;133;5;6
2020-02-21 09:45:00;3;98;100;139;151;2;2
2020-02-21 10:00:00;1;107;76;125;137;2;2
2020-02-21 10:15:00;7;102;91;131;170;4;4
2020-02-21 10:30:00;39;112;101;124;172;5;4
2020-02-21 10:45:00;6;125;95;128;174;3;4
2020-02-21 11:00:00;3;102;96;138;161;4;3
2020-02-21 11:15:00;14;117;110;147;175;2;3
2020-02-21 11:30:00;12;105;120;128;171;6;6
2020-02-21 11:45:00;54;117;90;128;161;3;3
2020-02-21 12:00:00;8;104;107;158;178;4;4
2020-02-21 12:15:00;44;113;95;132;159;3;3
2020-02-21 12:30:00;55;130;116;127;154;4;4
2020-02-21 12:45:00;13;116;116;144;182;3;3
2020-02-21 13:00:00;16;132;117;123;159;3;3
2020-02-21 13:15:00;74;120;117;152;198;8;8
2020-02-21 13:30:00;38;138;107;131;156;4;4
2020-02-21 13:45:00;12;124;132;131;165;5;5
2020-02-21 14:00:00;32;146;115;130;153;4;4
2020-02-21 14:15:00;54;108;108;142;151;2;2
2020-02-21 14:30:00;15;117;111;142;172;6;6
2020-02-21 14:45:00;15;113;117;142;175;2;2
2020-02-21 15:00:00;42;120;124;148;191;4;4
2020-02-21 15:15:00;29;118;108;140;172;3;3
2020-02-21 15:30:00;44;129;103;132;159;4;4
2020-02-21 15:45:00;38;120;95;148;208;5;5
2020-02-21 16:00:00;25;102;121;139;144;4;4
2020-02-21 16:15:00;10;122;106;142;173;2;2
2020-02-21 16:30:00;20;110;101;146;162;4;4
2020-02-21 16:45:00;40;93;91;148;171;6;5
2020-02-21 17:00:00;20;138;127;149;161;3;4
2020-02-21 17:15:00;19;118;132;157;177;3;3
2020-02-21 17:30:00;10;129;122;130;153;5;5
2020-02-21 17:45:00;10;123;111;152;175;4;4
2020-02-21 18:00:00;47;120;118;145;171;3;3
2020-02-21 18:15:00;3;118;142;147;131;3;3
2020-02-21 18:30:00;7;110;120;129;144;6;6
2020-02-21 18:45:00;10;104;104;132;162;3;3
2020-02-21 19:00:00;9;104;118;112;107;3;3
2020-02-21 19:15:00;3;77;85;106;101;4;4
2020-02-21 19:30:00;7;78;70;90;90;3;3
2020-02-21 19:45:00;6;78;80;77;102;3;3
2020-02-21 20:00:00;17;63;53;97;79;1;1
2020-02-21 20:15:00;8;62;55;73;87;4;4
2020-02-21 20:30:00;8;63;62;74;65;3;3
2020-02-21 20:45:00;0;57;39;63;52;1;1
2020-02-21 21:00:00;5;61;65;55;48;3;3
2020-02-21 21:15:00;0;49;42;71;47;1;1
2020-02-21 21:30:00;3;42;42;52;36;1;1
2020-02-21 21:45:00;7;37;33;74;80;1;1
2020-02-21 22:00:00;0;44;40;63;57;2;2
2020-02-21 22:15:00;1;38;30;62;64;2;2
2020-02-21 22:30:00;0;38;38;58;51;2;2
2020-02-21 22:45:00;0;28;29;62;58;1;1
2020-02-21 23:00:00;0;25;19;58;44;2;2
2020-02-21 23:15:00;0;34;16;51;32;1;1
2020-02-21 23:30:00;0;33;24;43;28;1;1
2020-02-21 23:45:00;0;23;14;35;30;0;0
