DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-05-19 00:00:00;4;7;1;0;15;9;1;15;11;0;0
2020-05-19 00:15:00;0;4;0;0;6;7;0;4;9;0;0
2020-05-19 00:30:00;6;6;0;0;16;7;0;15;8;0;0
2020-05-19 00:45:00;6;6;1;0;7;6;0;6;6;0;0
2020-05-19 01:00:00;3;3;0;0;5;3;2;7;4;0;0
2020-05-19 01:15:00;8;8;3;0;3;4;1;2;3;0;0
2020-05-19 01:30:00;7;7;0;0;7;6;1;6;8;0;0
2020-05-19 01:45:00;4;2;0;0;2;2;0;3;2;0;0
2020-05-19 02:00:00;5;6;0;0;6;1;0;6;3;0;0
2020-05-19 02:15:00;6;8;0;0;2;0;0;2;1;0;0
2020-05-19 02:30:00;10;6;0;0;3;3;0;2;3;0;0
2020-05-19 02:45:00;10;8;0;2;5;3;0;5;4;0;0
2020-05-19 03:00:00;6;4;0;0;7;4;0;7;6;0;0
2020-05-19 03:15:00;5;2;0;0;2;1;0;2;2;0;0
2020-05-19 03:30:00;5;7;0;0;11;3;0;8;6;0;0
2020-05-19 03:45:00;4;2;0;0;6;3;0;5;2;0;0
2020-05-19 04:00:00;8;4;0;2;6;2;0;5;3;0;0
2020-05-19 04:15:00;6;6;0;0;2;3;0;2;2;0;0
2020-05-19 04:30:00;29;17;0;0;7;3;0;7;5;0;0
2020-05-19 04:45:00;17;14;2;1;10;6;0;10;10;0;0
2020-05-19 05:00:00;20;20;1;1;34;13;2;32;17;0;0
2020-05-19 05:15:00;26;23;4;1;28;18;0;26;22;0;1
2020-05-19 05:30:00;69;56;4;2;39;23;2;37;29;0;0
2020-05-19 05:45:00;60;71;11;3;57;29;3;58;27;0;0
2020-05-19 06:00:00;44;60;10;3;67;37;2;65;45;0;0
2020-05-19 06:15:00;52;58;11;7;82;53;2;81;64;0;0
2020-05-19 06:30:00;76;106;14;9;128;79;6;132;97;0;15
2020-05-19 06:45:00;91;109;14;6;120;104;11;113;103;0;40
2020-05-19 07:00:00;65;80;5;10;117;118;11;112;131;2;12
2020-05-19 07:15:00;74;92;7;6;121;133;11;131;136;4;14
2020-05-19 07:30:00;75;102;9;5;116;109;5;115;114;2;3
2020-05-19 07:45:00;92;111;13;7;104;126;10;101;138;2;7
2020-05-19 08:00:00;66;96;11;3;107;93;7;105;100;2;8
2020-05-19 08:15:00;41;129;15;9;97;80;7;98;86;8;5
2020-05-19 08:30:00;63;95;9;9;91;85;6;80;92;4;8
2020-05-19 08:45:00;89;67;4;5;89;75;11;77;87;4;2
2020-05-19 09:00:00;92;81;10;3;87;69;9;82;78;8;0
2020-05-19 09:15:00;84;80;7;4;91;83;12;80;85;8;0
2020-05-19 09:30:00;80;91;7;2;99;76;9;99;87;8;0
2020-05-19 09:45:00;106;95;7;8;95;98;11;96;102;6;8
2020-05-19 10:00:00;108;93;5;8;93;74;6;87;85;6;1
2020-05-19 10:15:00;92;83;7;6;96;90;9;95;98;10;1
2020-05-19 10:30:00;100;110;12;7;84;98;13;89;90;8;0
2020-05-19 10:45:00;67;74;9;8;99;78;11;102;89;6;5
2020-05-19 11:00:00;92;104;10;7;99;101;5;98;106;12;0
2020-05-19 11:15:00;88;103;9;10;98;85;7;90;104;3;72
2020-05-19 11:30:00;81;101;10;5;84;93;11;78;100;7;65
2020-05-19 11:45:00;101;107;13;3;83;92;9;78;99;6;11
2020-05-19 12:00:00;86;120;11;8;96;98;3;92;110;12;8
