DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-02-20 00:00:00;13;14;12;1;2;16;0;1;5;5;7;5;0;0;0;0
2020-02-20 00:15:00;19;23;17;1;2;24;2;5;1;1;1;1;0;0;0;0
2020-02-20 00:30:00;6;15;12;1;0;17;0;0;4;3;3;3;0;0;0;0
2020-02-20 00:45:00;20;19;14;0;3;17;0;2;4;4;3;4;0;0;0;0
2020-02-20 01:00:00;5;4;5;0;2;8;0;1;4;4;2;3;0;0;0;0
2020-02-20 01:15:00;7;9;9;0;0;6;1;1;3;2;2;2;0;0;0;0
2020-02-20 01:30:00;6;4;6;1;2;6;0;2;0;0;0;0;0;0;0;0
2020-02-20 01:45:00;10;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0
2020-02-20 02:00:00;7;3;3;1;5;4;0;0;2;1;1;1;0;0;0;0
2020-02-20 02:15:00;5;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-02-20 02:30:00;6;3;3;0;2;2;0;0;1;1;1;1;0;0;0;0
2020-02-20 02:45:00;2;6;7;2;1;6;0;0;1;1;1;1;0;0;0;0
2020-02-20 03:00:00;6;3;3;0;1;5;1;1;0;0;0;0;0;0;0;0
2020-02-20 03:15:00;2;11;10;0;3;7;0;1;2;2;3;2;0;0;0;0
2020-02-20 03:30:00;10;7;9;1;2;7;0;0;2;2;1;2;0;0;0;0
2020-02-20 03:45:00;4;13;10;1;2;14;1;1;0;0;0;0;0;0;0;0
2020-02-20 04:00:00;7;7;5;0;3;5;0;0;0;0;0;0;0;0;0;0
2020-02-20 04:15:00;13;4;3;0;6;5;0;1;2;2;4;3;0;0;0;0
2020-02-20 04:30:00;11;17;17;0;5;20;0;0;6;8;5;5;0;0;0;0
2020-02-20 04:45:00;17;17;19;3;8;18;0;4;2;2;2;2;0;0;0;0
2020-02-20 05:00:00;18;22;15;1;6;15;0;5;12;12;13;12;0;0;0;0
2020-02-20 05:15:00;41;38;32;2;10;39;1;14;20;19;20;18;0;0;0;0
2020-02-20 05:30:00;58;70;54;4;17;72;0;21;35;33;34;34;0;0;0;0
2020-02-20 05:45:00;57;82;40;5;23;83;2;13;52;50;46;46;0;0;0;0
2020-02-20 06:00:00;62;75;41;9;22;70;0;16;30;28;31;30;0;0;0;0
2020-02-20 06:15:00;93;85;46;12;33;77;2;19;35;39;33;34;0;0;0;0
2020-02-20 06:30:00;110;116;63;7;29;111;2;36;51;55;48;49;0;0;0;0
2020-02-20 06:45:00;110;157;59;10;33;157;5;39;66;66;68;67;0;0;0;0
2020-02-20 07:00:00;135;163;77;10;45;154;6;57;72;68;70;72;0;0;0;1
2020-02-20 07:15:00;178;176;71;20;65;156;8;58;62;60;54;56;0;0;22;1
2020-02-20 07:30:00;163;174;74;32;42;156;11;103;62;60;64;65;0;0;6;0
2020-02-20 07:45:00;170;218;100;39;46;184;12;94;71;75;69;66;0;0;1;1
2020-02-20 08:00:00;140;165;79;39;45;143;12;76;110;111;107;98;0;6;1;0
2020-02-20 08:15:00;180;151;76;26;49;139;7;60;67;63;58;57;0;4;0;2
2020-02-20 08:30:00;171;143;76;37;43;133;9;50;65;65;62;60;0;0;2;0
2020-02-20 08:45:00;134;173;71;22;60;171;14;60;61;60;56;58;0;0;9;12
2020-02-20 09:00:00;135;166;89;27;50;150;11;46;53;52;48;50;0;0;0;0
2020-02-20 09:15:00;143;164;87;27;45;144;11;55;63;61;58;59;0;0;1;5
2020-02-20 09:30:00;140;177;91;39;38;164;12;50;52;52;55;62;0;0;4;0
2020-02-20 09:45:00;150;189;90;35;58;173;9;54;56;59;55;56;0;0;3;1
2020-02-20 10:00:00;154;201;96;33;35;184;9;59;69;69;61;63;1;0;2;0
2020-02-20 10:15:00;152;186;84;34;38;159;5;54;57;60;58;55;0;0;0;0
2020-02-20 10:30:00;165;199;91;43;51;180;20;57;71;68;62;65;0;0;0;0
2020-02-20 10:45:00;149;183;94;38;48;158;8;40;66;68;55;56;0;0;0;0
