DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-04-27 00:00:00;0;0;0;1;0
2020-04-27 00:15:00;3;2;2;2;1
2020-04-27 00:30:00;0;0;0;1;4
2020-04-27 00:45:00;1;0;1;2;0
2020-04-27 01:00:00;0;0;0;0;1
2020-04-27 01:15:00;0;0;0;1;0
2020-04-27 01:30:00;0;0;0;0;0
2020-04-27 01:45:00;0;0;0;0;1
2020-04-27 02:00:00;2;0;0;0;0
2020-04-27 02:15:00;2;0;0;0;0
2020-04-27 02:30:00;0;0;0;0;0
2020-04-27 02:45:00;1;0;0;0;0
2020-04-27 03:00:00;0;0;0;0;1
2020-04-27 03:15:00;0;0;0;0;0
2020-04-27 03:30:00;0;0;0;0;2
2020-04-27 03:45:00;0;1;0;0;0
2020-04-27 04:00:00;4;0;0;0;0
2020-04-27 04:15:00;0;0;0;0;2
2020-04-27 04:30:00;0;0;0;1;0
2020-04-27 04:45:00;2;0;0;0;1
2020-04-27 05:00:00;6;0;1;2;3
2020-04-27 05:15:00;1;0;1;5;2
2020-04-27 05:30:00;6;2;2;4;9
2020-04-27 05:45:00;14;0;4;4;11
2020-04-27 06:00:00;14;6;3;15;15
2020-04-27 06:15:00;19;4;4;16;32
2020-04-27 06:30:00;22;4;11;10;41
2020-04-27 06:45:00;28;5;5;23;34
2020-04-27 07:00:00;35;5;6;11;44
2020-04-27 07:15:00;30;6;2;16;58
2020-04-27 07:30:00;57;11;8;23;66
2020-04-27 07:45:00;39;11;6;21;52
2020-04-27 08:00:00;40;8;11;18;33
2020-04-27 08:15:00;25;10;9;22;41
2020-04-27 08:30:00;24;10;9;15;26
2020-04-27 08:45:00;42;10;9;24;41
2020-04-27 09:00:00;16;8;12;16;41
2020-04-27 09:15:00;27;5;15;20;47
2020-04-27 09:30:00;30;9;5;23;39
2020-04-27 09:45:00;26;11;10;17;109
2020-04-27 10:00:00;19;8;12;19;35
2020-04-27 10:15:00;34;13;17;34;45
2020-04-27 10:30:00;27;7;7;18;53
2020-04-27 10:45:00;31;10;16;20;43
2020-04-27 11:00:00;24;8;14;26;35
2020-04-27 11:15:00;44;8;20;25;61
2020-04-27 11:30:00;49;10;18;21;46
2020-04-27 11:45:00;36;14;18;33;51
2020-04-27 12:00:00;38;9;19;24;44
2020-04-27 12:15:00;30;7;15;23;49
2020-04-27 12:30:00;31;5;15;26;44
2020-04-27 12:45:00;34;5;12;21;44
2020-04-27 13:00:00;41;12;12;25;54
2020-04-27 13:15:00;52;7;13;16;26
2020-04-27 13:30:00;44;8;15;16;50
2020-04-27 13:45:00;25;3;9;14;43
2020-04-27 14:00:00;31;12;12;21;34
2020-04-27 14:15:00;37;10;13;28;57
2020-04-27 14:30:00;51;13;17;31;52
2020-04-27 14:45:00;35;8;8;27;47
2020-04-27 15:00:00;33;10;14;29;50
2020-04-27 15:15:00;32;6;17;18;53
2020-04-27 15:30:00;32;11;9;22;48
2020-04-27 15:45:00;58;6;20;22;50
2020-04-27 16:00:00;35;15;13;26;64
2020-04-27 16:15:00;39;6;14;40;45
2020-04-27 16:30:00;35;8;17;30;60
2020-04-27 16:45:00;37;5;15;35;64
2020-04-27 17:00:00;35;6;12;33;62
2020-04-27 17:15:00;36;5;10;22;52
2020-04-27 17:30:00;33;4;19;32;36
2020-04-27 17:45:00;24;7;19;23;63
2020-04-27 18:00:00;32;3;18;29;29
2020-04-27 18:15:00;25;2;10;14;34
2020-04-27 18:30:00;23;8;6;12;36
2020-04-27 18:45:00;22;4;7;16;22
2020-04-27 19:00:00;30;4;4;13;25
2020-04-27 19:15:00;16;4;4;7;27
2020-04-27 19:30:00;18;9;8;10;16
2020-04-27 19:45:00;11;4;6;10;26
2020-04-27 20:00:00;10;4;4;9;15
2020-04-27 20:15:00;11;3;4;8;17
2020-04-27 20:30:00;11;3;1;10;8
2020-04-27 20:45:00;15;1;1;7;14
2020-04-27 21:00:00;10;2;2;5;6
2020-04-27 21:15:00;9;1;1;6;7
2020-04-27 21:30:00;5;0;2;5;4
2020-04-27 21:45:00;5;0;0;2;5
2020-04-27 22:00:00;5;2;2;4;7
2020-04-27 22:15:00;7;0;3;3;11
2020-04-27 22:30:00;2;0;0;1;4
2020-04-27 22:45:00;3;0;0;1;1
2020-04-27 23:00:00;6;2;2;6;1
2020-04-27 23:15:00;0;0;0;0;1
2020-04-27 23:30:00;0;0;0;0;3
2020-04-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
