DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-12-16 00:00:00;4;0;0;5;1;0;0;0
2019-12-16 00:15:00;6;0;1;4;1;0;0;0
2019-12-16 00:30:00;1;0;1;4;1;0;0;0
2019-12-16 00:45:00;0;0;0;6;1;0;0;0
2019-12-16 01:00:00;1;1;0;2;1;0;0;0
2019-12-16 01:15:00;1;1;1;4;0;0;0;0
2019-12-16 01:30:00;0;0;0;2;0;0;0;0
2019-12-16 01:45:00;4;1;1;2;2;0;0;0
2019-12-16 02:00:00;1;0;0;2;0;0;0;0
2019-12-16 02:15:00;1;0;0;1;0;0;0;0
2019-12-16 02:30:00;4;1;1;0;0;0;0;0
2019-12-16 02:45:00;1;0;0;3;1;0;0;0
2019-12-16 03:00:00;0;0;0;1;0;0;0;0
2019-12-16 03:15:00;1;1;0;2;0;0;0;0
2019-12-16 03:30:00;2;0;0;1;1;0;0;0
2019-12-16 03:45:00;1;0;0;1;0;0;0;0
2019-12-16 04:00:00;7;1;0;2;0;0;0;0
2019-12-16 04:15:00;11;1;2;1;0;0;0;0
2019-12-16 04:30:00;11;0;1;3;1;0;0;0
2019-12-16 04:45:00;6;0;0;2;0;0;0;0
2019-12-16 05:00:00;19;1;1;5;3;0;0;0
2019-12-16 05:15:00;29;2;2;7;0;0;0;0
2019-12-16 05:30:00;57;7;4;29;1;1;0;0
2019-12-16 05:45:00;69;12;6;38;2;0;0;0
2019-12-16 06:00:00;64;3;7;21;5;0;0;0
2019-12-16 06:15:00;105;11;6;31;2;0;0;0
2019-12-16 06:30:00;128;12;5;58;8;9;0;0
2019-12-16 06:45:00;129;15;9;88;11;10;0;1
2019-12-16 07:00:00;207;16;13;68;17;23;0;0
2019-12-16 07:15:00;224;19;32;114;23;4;0;0
2019-12-16 07:30:00;49;6;8;34;7;1;0;0
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
2019-12-16 08:45:00;
2019-12-16 09:00:00;26;5;7;22;3;0;0;0
2019-12-16 09:15:00;96;17;35;92;16;4;0;0
2019-12-16 09:30:00;110;22;35;90;15;7;0;0
2019-12-16 09:45:00;101;19;43;98;15;1;0;0
2019-12-16 10:00:00;106;15;39;72;23;3;0;0
2019-12-16 10:15:00;94;18;44;108;16;10;0;0
2019-12-16 10:30:00;92;19;47;104;22;8;0;0
2019-12-16 10:45:00;99;14;48;108;13;5;0;0
2019-12-16 11:00:00;104;18;31;111;16;16;0;0
2019-12-16 11:15:00;88;14;54;114;22;7;0;0
2019-12-16 11:30:00;97;17;53;123;28;0;0;0
2019-12-16 11:45:00;98;17;54;98;12;6;0;0
2019-12-16 12:00:00;83;18;46;108;20;0;0;0
2019-12-16 12:15:00;103;15;66;87;25;8;0;1
2019-12-16 12:30:00;110;21;45;121;19;4;0;1
2019-12-16 12:45:00;102;17;38;115;22;2;0;0
2019-12-16 13:00:00;119;19;46;115;19;12;0;1
2019-12-16 13:15:00;82;22;50;140;17;33;0;0
2019-12-16 13:30:00;90;17;45;102;12;9;0;0
2019-12-16 13:45:00;107;13;52;115;23;8;0;0
2019-12-16 14:00:00;89;12;63;128;19;2;0;0
2019-12-16 14:15:00;125;17;79;119;32;5;0;0
2019-12-16 14:30:00;114;24;75;128;16;8;0;0
2019-12-16 14:45:00;113;16;58;127;33;10;0;0
2019-12-16 15:00:00;131;21;61;133;27;11;0;0
2019-12-16 15:15:00;115;15;47;173;21;10;0;0
2019-12-16 15:30:00;128;20;69;161;27;6;0;0
2019-12-16 15:45:00;133;23;53;165;22;5;0;0
2019-12-16 16:00:00;162;25;83;203;26;6;0;0
2019-12-16 16:15:00;149;15;87;202;29;9;0;0
2019-12-16 16:30:00;144;16;67;185;24;19;0;4
2019-12-16 16:45:00;140;17;61;166;33;12;0;0
2019-12-16 17:00:00;157;19;66;148;27;3;0;0
2019-12-16 17:15:00;172;16;52;171;31;2;0;0
2019-12-16 17:30:00;164;21;48;166;30;3;0;0
2019-12-16 17:45:00;156;15;83;144;24;7;0;0
2019-12-16 18:00:00;119;13;47;130;9;1;0;0
2019-12-16 18:15:00;114;20;46;142;14;7;0;0
2019-12-16 18:30:00;80;7;36;103;9;0;0;0
2019-12-16 18:45:00;57;6;41;91;9;0;0;0
2019-12-16 19:00:00;69;8;34;77;14;1;0;0
2019-12-16 19:15:00;65;7;29;98;11;4;0;0
2019-12-16 19:30:00;45;13;23;73;5;4;0;0
2019-12-16 19:45:00;54;5;15;56;5;1;0;0
2019-12-16 20:00:00;35;6;14;69;5;0;0;0
2019-12-16 20:15:00;43;1;6;67;3;0;0;0
2019-12-16 20:30:00;28;9;13;52;5;0;0;0
2019-12-16 20:45:00;29;2;2;57;4;1;0;0
2019-12-16 21:00:00;23;3;6;71;4;0;0;0
2019-12-16 21:15:00;31;2;9;77;1;0;0;0
2019-12-16 21:30:00;30;3;7;86;1;1;0;0
2019-12-16 21:45:00;21;3;5;57;5;0;0;0
2019-12-16 22:00:00;20;3;7;65;2;0;0;0
2019-12-16 22:15:00;18;4;9;39;6;0;0;0
2019-12-16 22:30:00;18;3;2;30;2;0;0;0
2019-12-16 22:45:00;17;3;2;20;5;0;0;0
2019-12-16 23:00:00;10;1;3;22;0;0;0;0
2019-12-16 23:15:00;9;3;2;16;1;0;0;0
2019-12-16 23:30:00;9;5;2;17;0;0;0;0
2019-12-16 23:45:00;2;1;1;10;0;0;0;0
