DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-07-19 00:00:00;12;5;4;6;0;8;14;2;1;4;0
2020-07-19 00:15:00;17;8;8;3;1;3;29;6;0;2;0
2020-07-19 00:30:00;22;12;5;4;1;4;27;9;0;2;0
2020-07-19 00:45:00;23;8;5;4;0;5;20;5;0;4;0
2020-07-19 01:00:00;18;7;1;4;0;4;18;12;0;2;0
2020-07-19 01:15:00;20;8;5;2;1;4;24;7;0;7;0
2020-07-19 01:30:00;17;11;3;3;0;5;7;4;0;2;0
2020-07-19 01:45:00;12;5;0;3;0;2;12;0;0;0;0
2020-07-19 02:00:00;9;3;1;4;1;5;12;4;0;3;0
2020-07-19 02:15:00;13;8;1;2;1;3;11;4;0;4;0
2020-07-19 02:30:00;11;5;2;3;0;2;13;5;0;0;0
2020-07-19 02:45:00;6;5;0;4;0;4;9;2;0;2;0
2020-07-19 03:00:00;7;5;1;2;1;3;5;3;0;3;0
2020-07-19 03:15:00;11;5;0;2;0;2;7;2;0;2;0
2020-07-19 03:30:00;7;5;0;4;0;4;5;2;0;1;0
2020-07-19 03:45:00;6;1;0;0;0;0;6;1;0;2;0
2020-07-19 04:00:00;1;1;1;0;0;0;5;1;0;1;0
2020-07-19 04:15:00;10;4;4;2;1;3;2;2;0;4;0
2020-07-19 04:30:00;9;6;2;0;0;0;4;5;0;1;0
2020-07-19 04:45:00;4;4;3;2;0;1;8;1;0;1;0
2020-07-19 05:00:00;9;5;2;3;0;1;7;0;0;1;0
2020-07-19 05:15:00;5;7;2;1;1;1;5;1;0;1;0
2020-07-19 05:30:00;10;4;1;4;0;5;19;6;0;2;0
2020-07-19 05:45:00;0;6;0;1;0;3;12;5;0;0;0
2020-07-19 06:00:00;6;14;5;1;0;0;12;4;0;0;0
2020-07-19 06:15:00;6;10;5;1;0;2;7;2;0;1;0
2020-07-19 06:30:00;6;9;5;5;1;5;11;1;0;2;0
2020-07-19 06:45:00;11;5;2;3;0;3;10;4;0;1;0
2020-07-19 07:00:00;13;9;3;1;1;2;7;0;0;0;0
2020-07-19 07:15:00;5;12;5;1;0;0;17;2;0;0;0
2020-07-19 07:30:00;15;11;7;1;2;2;17;3;0;3;0
2020-07-19 07:45:00;8;13;5;7;2;8;17;3;0;1;0
2020-07-19 08:00:00;13;12;6;4;0;2;16;4;0;3;0
2020-07-19 08:15:00;27;25;7;5;2;7;22;3;0;2;0
2020-07-19 08:30:00;33;19;15;5;2;8;20;4;0;3;0
2020-07-19 08:45:00;30;24;11;4;0;4;34;11;0;4;0
2020-07-19 09:00:00;27;12;9;11;1;14;31;7;0;2;0
2020-07-19 09:15:00;38;22;16;8;1;12;31;13;1;3;0
2020-07-19 09:30:00;42;26;14;12;2;14;39;15;0;2;0
2020-07-19 09:45:00;31;28;13;7;1;11;32;18;1;7;0
2020-07-19 10:00:00;56;34;16;9;3;12;42;19;0;4;1
2020-07-19 10:15:00;52;33;19;10;2;11;41;19;1;5;0
2020-07-19 10:30:00;62;31;16;12;4;14;40;14;1;6;1
2020-07-19 10:45:00;68;23;17;19;4;21;50;20;1;5;0
2020-07-19 11:00:00;55;27;17;20;5;25;65;21;1;3;0
2020-07-19 11:15:00;63;38;15;26;17;44;51;23;0;8;0
2020-07-19 11:30:00;63;27;12;34;17;45;44;19;1;5;1
2020-07-19 11:45:00;72;24;17;9;3;10;59;29;2;7;1
2020-07-19 12:00:00;57;31;17;13;1;14;57;27;0;10;1
2020-07-19 12:15:00;57;28;15;12;4;19;48;22;1;5;0
2020-07-19 12:30:00;64;31;17;9;4;11;51;23;0;6;0
2020-07-19 12:45:00;65;44;18;10;2;15;63;31;1;14;0
2020-07-19 13:00:00;66;39;21;16;2;19;65;20;0;8;0
2020-07-19 13:15:00;80;38;20;10;4;16;53;23;0;8;1
2020-07-19 13:30:00;73;43;22;13;2;15;64;31;2;12;0
2020-07-19 13:45:00;61;30;21;12;1;14;67;34;0;8;0
2020-07-19 14:00:00;90;34;21;14;5;21;59;29;0;17;1
2020-07-19 14:15:00;61;42;22;14;2;19;65;32;0;6;0
2020-07-19 14:30:00;77;33;17;18;5;18;64;22;0;8;0
2020-07-19 14:45:00;63;40;19;21;2;27;52;18;0;4;0
2020-07-19 15:00:00;58;28;14;24;7;31;59;36;1;3;0
2020-07-19 15:15:00;64;33;21;22;10;32;60;27;0;8;0
2020-07-19 15:30:00;73;28;18;23;13;28;62;28;1;11;0
2020-07-19 15:45:00;53;26;18;31;9;38;61;22;0;8;0
2020-07-19 16:00:00;63;23;10;34;9;42;65;28;2;7;1
2020-07-19 16:15:00;62;30;20;18;6;22;72;22;0;5;1
2020-07-19 16:30:00;79;28;16;33;10;41;71;34;1;11;1
2020-07-19 16:45:00;61;20;16;38;19;56;58;25;0;8;0
2020-07-19 17:00:00;67;25;18;24;7;30;73;34;2;10;0
2020-07-19 17:15:00;63;31;18;21;1;20;83;30;0;6;0
2020-07-19 17:30:00;70;27;11;11;2;17;75;41;0;6;0
2020-07-19 17:45:00;57;31;16;14;6;23;77;43;0;6;0
2020-07-19 18:00:00;54;39;22;26;3;29;79;46;1;7;0
2020-07-19 18:15:00;66;26;15;17;10;23;57;31;0;8;1
2020-07-19 18:30:00;64;31;12;18;9;31;63;33;0;5;0
2020-07-19 18:45:00;69;26;15;20;7;27;64;39;0;10;0
2020-07-19 19:00:00;49;28;18;29;8;34;60;37;0;9;0
2020-07-19 19:15:00;67;26;13;25;5;33;67;40;0;9;0
2020-07-19 19:30:00;52;22;14;30;10;41;56;35;1;11;0
2020-07-19 19:45:00;57;25;12;31;10;40;65;33;0;9;1
2020-07-19 20:00:00;50;26;22;27;6;36;64;34;0;7;0
2020-07-19 20:15:00;52;21;10;16;4;22;65;33;0;8;0
2020-07-19 20:30:00;51;22;9;15;1;16;52;22;0;6;0
2020-07-19 20:45:00;56;31;12;17;3;21;58;24;0;8;0
2020-07-19 21:00:00;44;20;13;7;1;13;57;32;0;6;0
2020-07-19 21:15:00;50;16;11;11;6;17;49;23;0;9;0
2020-07-19 21:30:00;60;18;9;12;5;17;43;21;0;7;0
2020-07-19 21:45:00;30;14;8;6;1;9;38;13;0;7;0
2020-07-19 22:00:00;31;18;7;10;4;13;50;17;0;6;0
2020-07-19 22:15:00;40;9;9;11;3;15;38;17;0;4;0
2020-07-19 22:30:00;35;11;4;15;5;16;33;18;0;2;0
2020-07-19 22:45:00;29;9;5;8;0;11;27;16;1;4;0
2020-07-19 23:00:00;22;6;5;11;5;15;19;10;0;6;0
2020-07-19 23:15:00;20;6;5;5;0;7;27;10;0;6;0
2020-07-19 23:30:00;17;10;3;5;1;8;19;6;0;5;0
2020-07-19 23:45:00;12;5;7;2;1;3;21;8;0;0;0
