DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-02-24 00:00:00;0;8;5;12;11;0;0
2020-02-24 00:15:00;0;12;9;13;10;3;3
2020-02-24 00:30:00;0;10;6;9;6;0;0
2020-02-24 00:45:00;0;6;4;5;4;1;1
2020-02-24 01:00:00;0;6;4;8;5;0;0
2020-02-24 01:15:00;0;9;4;4;3;0;0
2020-02-24 01:30:00;0;11;0;5;5;0;0
2020-02-24 01:45:00;0;4;5;7;1;0;0
2020-02-24 02:00:00;0;5;1;4;0;0;0
2020-02-24 02:15:00;0;1;1;6;2;0;0
2020-02-24 02:30:00;0;2;0;6;3;0;0
2020-02-24 02:45:00;0;3;1;4;1;0;0
2020-02-24 03:00:00;0;5;2;3;5;0;0
2020-02-24 03:15:00;0;8;3;9;1;0;0
2020-02-24 03:30:00;0;3;6;9;4;0;0
2020-02-24 03:45:00;0;7;3;4;7;0;0
2020-02-24 04:00:00;0;9;3;7;3;0;0
2020-02-24 04:15:00;0;10;4;11;9;0;0
2020-02-24 04:30:00;0;14;2;9;16;0;0
2020-02-24 04:45:00;0;24;4;22;7;0;0
2020-02-24 05:00:00;0;39;25;24;25;0;0
2020-02-24 05:15:00;2;78;30;32;26;0;0
2020-02-24 05:30:00;0;71;51;34;28;1;1
2020-02-24 05:45:00;7;57;74;32;35;2;2
2020-02-24 06:00:00;8;53;64;35;32;5;5
2020-02-24 06:15:00;8;78;19;35;38;4;3
2020-02-24 06:30:00;2;100;105;51;64;5;6
2020-02-24 06:45:00;29;97;111;66;50;3;3
2020-02-24 07:00:00;36;100;91;63;72;5;5
2020-02-24 07:15:00;20;110;122;64;64;4;4
2020-02-24 07:30:00;8;104;100;90;82;5;4
2020-02-24 07:45:00;24;118;108;75;113;5;6
2020-02-24 08:00:00;2;52;177;72;75;5;5
2020-02-24 08:15:00;4;11;184;83;82;3;2
2020-02-24 08:30:00;5;13;191;95;86;4;5
2020-02-24 08:45:00;12;23;232;82;106;3;3
2020-02-24 09:00:00;17;46;161;81;65;4;4
2020-02-24 09:15:00;6;77;77;88;94;2;2
2020-02-24 09:30:00;6;121;135;90;93;4;4
2020-02-24 09:45:00;8;110;115;91;77;4;4
2020-02-24 10:00:00;16;103;96;88;103;3;3
2020-02-24 10:15:00;11;103;97;89;123;4;3
2020-02-24 10:30:00;15;107;101;109;100;4;5
2020-02-24 10:45:00;9;99;93;123;105;3;3
2020-02-24 11:00:00;7;100;102;99;95;3;3
2020-02-24 11:15:00;15;98;84;115;111;4;4
2020-02-24 11:30:00;1;89;102;118;117;6;6
2020-02-24 11:45:00;7;93;112;118;133;2;2
2020-02-24 12:00:00;9;86;71;109;101;3;3
2020-02-24 12:15:00;17;94;85;103;126;4;4
2020-02-24 12:30:00;4;84;86;109;97;3;2
2020-02-24 12:45:00;9;101;89;103;108;4;5
2020-02-24 13:00:00;5;108;100;114;132;3;3
2020-02-24 13:15:00;6;111;115;103;94;3;3
2020-02-24 13:30:00;7;116;96;111;116;5;5
2020-02-24 13:45:00;6;121;108;118;121;3;3
2020-02-24 14:00:00;5;98;76;106;120;4;4
2020-02-24 14:15:00;4;113;102;131;159;2;2
2020-02-24 14:30:00;19;109;99;111;139;6;5
2020-02-24 14:45:00;73;97;103;130;140;2;3
2020-02-24 15:00:00;0;97;98;108;142;4;4
2020-02-24 15:15:00;12;101;105;125;153;3;3
2020-02-24 15:30:00;4;109;113;136;141;5;5
2020-02-24 15:45:00;7;88;89;128;148;3;4
2020-02-24 16:00:00;37;110;97;133;159;3;3
2020-02-24 16:15:00;18;113;96;128;156;3;3
2020-02-24 16:30:00;4;108;96;132;147;5;5
2020-02-24 16:45:00;32;116;98;154;178;4;4
2020-02-24 17:00:00;2;119;115;149;178;3;3
2020-02-24 17:15:00;7;102;89;136;181;3;3
2020-02-24 17:30:00;10;115;93;113;130;6;6
2020-02-24 17:45:00;50;94;100;133;155;3;3
2020-02-24 18:00:00;15;102;102;121;136;4;4
2020-02-24 18:15:00;35;89;90;120;101;3;3
2020-02-24 18:30:00;2;69;73;101;110;5;5
2020-02-24 18:45:00;5;66;68;105;100;3;3
2020-02-24 19:00:00;14;89;89;81;85;3;3
2020-02-24 19:15:00;0;74;67;88;77;3;3
2020-02-24 19:30:00;10;58;64;64;67;5;5
2020-02-24 19:45:00;9;51;47;46;40;2;2
2020-02-24 20:00:00;4;60;46;65;62;3;3
2020-02-24 20:15:00;8;37;43;72;72;2;2
2020-02-24 20:30:00;5;46;38;50;49;3;3
2020-02-24 20:45:00;2;49;29;45;37;1;1
2020-02-24 21:00:00;6;46;45;50;43;3;3
2020-02-24 21:15:00;1;47;39;52;48;1;1
2020-02-24 21:30:00;6;25;23;49;28;1;1
2020-02-24 21:45:00;1;21;20;48;50;1;1
2020-02-24 22:00:00;0;31;21;64;77;2;2
2020-02-24 22:15:00;1;22;25;58;47;2;2
2020-02-24 22:30:00;1;17;18;36;34;2;2
2020-02-24 22:45:00;0;22;16;36;24;1;1
2020-02-24 23:00:00;3;18;13;30;19;2;2
2020-02-24 23:15:00;1;24;18;20;8;2;2
2020-02-24 23:30:00;0;17;5;15;14;1;1
2020-02-24 23:45:00;0;8;6;9;10;1;1
