DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-10-24 00:00:00;8;12;6;4;0;0;0;9;11;1;1;9;7;2;0;2;0
2020-10-24 00:15:00;9;12;2;3;1;1;2;12;12;3;2;11;14;6;8;5;0
2020-10-24 00:30:00;11;15;4;0;1;1;0;8;11;7;2;7;9;5;1;1;0
2020-10-24 00:45:00;6;14;6;2;0;0;0;2;9;4;4;10;7;2;0;3;0
2020-10-24 01:00:00;9;19;5;1;0;1;1;5;6;3;0;6;8;2;1;2;0
2020-10-24 01:15:00;3;7;3;0;0;1;0;5;7;2;1;4;7;3;0;0;0
2020-10-24 01:30:00;3;11;2;1;0;1;0;5;5;1;0;2;8;5;0;3;0
2020-10-24 01:45:00;7;4;2;0;0;0;0;4;3;0;2;4;2;1;0;0;0
2020-10-24 02:00:00;12;10;4;0;0;0;0;4;4;2;2;3;3;0;0;0;0
2020-10-24 02:15:00;5;3;1;0;0;0;0;6;3;2;1;6;2;2;0;0;0
2020-10-24 02:30:00;9;5;1;0;0;0;0;5;2;1;0;5;2;2;0;0;0
2020-10-24 02:45:00;4;4;1;0;0;0;0;3;2;2;0;2;3;0;0;0;0
2020-10-24 03:00:00;2;4;1;0;0;0;0;1;7;1;0;5;4;0;0;0;0
2020-10-24 03:15:00;4;7;1;1;0;0;0;5;5;1;2;4;5;1;0;0;0
2020-10-24 03:30:00;2;4;1;0;0;0;0;6;1;2;2;3;3;1;0;0;0
2020-10-24 03:45:00;2;4;1;0;0;0;0;1;6;0;0;1;5;3;0;0;0
2020-10-24 04:00:00;5;7;2;1;0;0;0;5;2;3;0;3;3;2;0;1;0
2020-10-24 04:15:00;4;6;1;0;0;0;1;3;5;2;1;1;1;1;0;1;0
2020-10-24 04:30:00;7;10;1;1;0;0;0;3;5;1;0;4;8;2;0;1;0
2020-10-24 04:45:00;5;16;4;0;0;0;0;8;8;3;1;8;7;2;2;1;0
2020-10-24 05:00:00;10;23;11;1;0;0;0;8;4;2;1;12;6;0;0;1;0
2020-10-24 05:15:00;11;36;21;1;0;1;0;7;6;2;1;18;5;3;6;0;0
2020-10-24 05:30:00;7;31;20;0;0;0;0;17;21;8;3;16;12;3;7;0;0
2020-10-24 05:45:00;8;18;11;0;0;0;0;22;42;9;8;12;4;3;1;0;0
2020-10-24 06:00:00;15;17;5;0;0;0;0;28;36;14;7;12;11;1;8;1;0
2020-10-24 06:15:00;18;21;9;3;0;0;0;23;27;15;9;9;15;5;12;2;0
2020-10-24 06:30:00;16;23;10;2;0;1;2;14;15;12;4;11;4;5;3;1;0
2020-10-24 06:45:00;16;19;11;0;0;0;0;23;28;12;7;16;16;7;4;1;0
2020-10-24 07:00:00;17;26;13;1;0;0;0;18;19;12;3;13;12;8;9;3;0
2020-10-24 07:15:00;27;38;24;2;0;0;1;26;24;10;8;13;12;8;6;2;0
2020-10-24 07:30:00;38;36;25;1;0;0;1;22;24;13;7;19;28;10;8;3;0
2020-10-24 07:45:00;31;39;31;2;0;0;0;30;32;17;15;17;27;11;8;2;0
2020-10-24 08:00:00;36;36;31;8;0;3;6;32;34;14;5;30;21;14;18;6;0
2020-10-24 08:15:00;42;45;24;16;2;1;1;33;37;18;7;27;21;9;6;4;0
2020-10-24 08:30:00;35;42;36;6;0;3;5;40;39;21;17;30;35;17;12;8;0
2020-10-24 08:45:00;59;49;39;6;1;1;1;52;64;25;15;44;35;19;7;14;0
2020-10-24 09:00:00;57;60;40;12;0;3;2;36;38;19;12;32;45;25;9;18;0
2020-10-24 09:15:00;65;65;51;10;1;3;4;72;47;22;17;54;38;16;5;16;0
2020-10-24 09:30:00;77;63;60;9;12;10;13;56;57;29;22;36;36;26;7;14;0
2020-10-24 09:45:00;86;85;65;6;3;5;1;67;67;37;24;59;50;40;18;10;0
2020-10-24 10:00:00;96;82;61;14;0;4;6;67;59;27;21;48;36;32;16;23;0
2020-10-24 10:15:00;76;89;78;11;0;4;3;77;78;31;26;58;44;27;5;16;0
2020-10-24 10:30:00;84;90;62;10;2;5;2;81;61;36;25;62;48;42;15;17;0
2020-10-24 10:45:00;83;88;82;8;4;7;6;72;83;36;30;58;52;45;19;22;0
2020-10-24 11:00:00;102;82;70;10;0;7;4;66;79;47;32;78;58;58;9;23;0
2020-10-24 11:15:00;113;87;72;16;2;9;7;77;78;33;24;82;38;44;15;20;0
2020-10-24 11:30:00;107;91;88;15;0;6;4;100;103;47;38;79;51;43;20;25;0
2020-10-24 11:45:00;72;75;49;7;3;6;5;75;107;29;25;54;55;39;6;17;0
2020-10-24 12:00:00;80;91;81;11;0;6;5;84;100;42;25;73;52;53;9;22;0
2020-10-24 12:15:00;87;102;85;15;1;8;8;74;85;53;31;76;52;49;8;19;0
2020-10-24 12:30:00;112;71;75;7;1;8;11;81;84;48;31;78;61;45;9;20;0
2020-10-24 12:45:00;90;81;75;8;1;4;9;75;96;49;39;82;49;42;19;13;0
2020-10-24 13:00:00;82;88;70;7;2;11;7;72;86;47;33;73;57;43;23;14;0
2020-10-24 13:15:00;103;91;81;7;3;11;12;64;80;43;38;88;51;44;24;18;0
2020-10-24 13:30:00;98;87;73;20;5;5;5;75;80;44;28;68;58;59;13;28;0
2020-10-24 13:45:00;87;86;75;21;1;3;6;87;98;47;31;83;66;57;18;24;0
2020-10-24 14:00:00;102;88;71;16;1;4;5;71;83;44;32;66;59;55;12;26;0
2020-10-24 14:15:00;78;86;66;8;2;3;4;78;92;37;26;91;47;40;37;10;0
2020-10-24 14:30:00;83;88;73;12;2;5;6;141;87;50;32;70;52;45;17;20;0
2020-10-24 14:45:00;106;85;84;14;1;6;3;83;80;35;32;83;60;42;54;23;0
2020-10-24 15:00:00;105;77;71;9;1;8;7;69;78;37;27;76;57;51;14;28;0
2020-10-24 15:15:00;100;89;56;9;1;5;5;61;91;46;29;79;51;41;46;22;0
2020-10-24 15:30:00;85;78;65;10;2;5;11;69;81;38;31;67;45;42;23;16;0
2020-10-24 15:45:00;109;65;69;11;2;11;8;113;87;39;29;75;63;41;23;23;0
2020-10-24 16:00:00;85;82;59;23;4;14;10;66;73;43;37;73;57;49;16;20;0
2020-10-24 16:15:00;111;84;62;26;11;11;9;67;79;37;22;88;55;45;22;35;0
2020-10-24 16:30:00;88;99;73;12;3;5;7;80;84;43;28;74;52;39;24;25;0
2020-10-24 16:45:00;90;89;65;8;2;5;11;95;80;42;26;61;48;32;27;13;0
2020-10-24 17:00:00;84;66;56;12;3;5;12;124;68;35;25;63;51;44;9;22;0
2020-10-24 17:15:00;90;79;70;7;1;8;2;69;80;45;38;61;58;35;18;16;0
2020-10-24 17:30:00;77;83;78;15;7;7;9;54;64;27;14;62;52;37;30;26;0
2020-10-24 17:45:00;81;96;69;19;3;6;11;71;74;43;36;73;63;48;6;31;0
2020-10-24 18:00:00;83;81;66;9;4;9;6;89;78;36;29;72;49;34;19;16;0
2020-10-24 18:15:00;86;93;62;7;2;5;12;70;76;38;25;73;51;43;131;11;0
2020-10-24 18:30:00;60;64;52;9;0;8;9;60;70;39;32;58;51;36;18;16;0
2020-10-24 18:45:00;64;84;57;10;5;8;7;77;77;26;20;48;38;36;7;19;0
2020-10-24 19:00:00;54;66;44;17;3;7;10;64;60;35;21;63;46;35;9;16;0
2020-10-24 19:15:00;52;65;56;5;6;1;8;63;62;29;17;47;43;31;18;16;0
2020-10-24 19:30:00;47;52;41;4;1;7;5;48;55;29;13;37;42;29;20;13;0
2020-10-24 19:45:00;42;56;28;9;2;7;7;46;48;22;11;40;37;21;20;21;0
2020-10-24 20:00:00;47;60;31;7;1;3;1;39;54;20;6;29;31;30;6;11;0
2020-10-24 20:15:00;50;49;32;3;2;6;5;45;46;23;11;30;33;18;8;10;0
2020-10-24 20:30:00;33;41;22;2;0;1;2;34;43;15;13;28;32;21;11;7;0
2020-10-24 20:45:00;35;37;22;7;0;3;4;30;38;9;9;24;20;15;5;8;0
2020-10-24 21:00:00;30;39;23;4;2;2;1;31;32;16;7;24;18;10;22;9;0
2020-10-24 21:15:00;22;45;25;6;2;4;3;32;28;7;6;17;24;13;3;8;0
2020-10-24 21:30:00;31;39;31;3;2;3;3;23;25;21;4;18;19;15;15;5;0
2020-10-24 21:45:00;28;42;28;17;1;2;4;22;26;12;9;15;19;9;7;13;0
2020-10-24 22:00:00;34;44;24;11;10;4;9;38;36;19;7;15;18;13;14;8;0
2020-10-24 22:15:00;35;34;17;3;4;6;4;32;36;17;10;25;20;9;8;4;0
2020-10-24 22:30:00;25;33;17;2;6;3;3;13;15;13;3;18;23;7;12;4;0
2020-10-24 22:45:00;24;29;23;3;0;5;5;21;28;15;6;17;19;7;13;7;0
2020-10-24 23:00:00;21;31;19;5;0;1;6;19;26;15;2;6;18;8;3;9;0
2020-10-24 23:15:00;18;21;17;0;0;4;7;24;21;10;4;18;12;13;4;2;0
2020-10-24 23:30:00;20;17;9;0;1;1;2;12;27;11;7;15;28;10;9;4;0
2020-10-24 23:45:00;14;17;7;1;0;0;1;20;9;3;1;8;11;4;15;3;0
