DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-09-01 00:00:00;6;3;10;2;8;8;4;0;2;0;0;0;0;0
2020-09-01 00:15:00;4;4;10;2;5;4;4;2;3;7;0;0;0;0
2020-09-01 00:30:00;5;8;9;0;6;4;1;1;4;1;0;0;0;0
2020-09-01 00:45:00;7;5;11;2;5;2;1;1;1;1;0;0;0;0
2020-09-01 01:00:00;5;4;7;3;8;5;2;0;3;4;0;0;0;0
2020-09-01 01:15:00;1;2;5;1;4;2;3;0;4;0;0;0;0;0
2020-09-01 01:30:00;0;1;6;1;7;3;2;1;0;1;0;0;0;0
2020-09-01 01:45:00;1;4;2;0;8;2;3;0;1;1;0;0;0;0
2020-09-01 02:00:00;2;0;1;0;5;3;1;1;3;1;0;0;0;0
2020-09-01 02:15:00;0;0;3;0;2;1;1;0;2;2;0;0;0;0
2020-09-01 02:30:00;3;2;4;1;6;2;2;0;0;2;0;0;0;0
2020-09-01 02:45:00;1;5;6;0;2;2;1;1;1;4;0;0;0;0
2020-09-01 03:00:00;1;3;4;0;8;4;0;0;2;1;0;0;0;0
2020-09-01 03:15:00;3;1;4;0;4;2;0;0;0;4;0;0;0;0
2020-09-01 03:30:00;3;1;2;0;5;3;0;0;0;5;0;0;0;0
2020-09-01 03:45:00;0;0;5;0;7;5;0;0;0;2;0;0;0;0
2020-09-01 04:00:00;2;1;3;1;3;0;3;0;3;4;0;0;0;0
2020-09-01 04:15:00;3;0;8;0;6;4;3;1;6;4;0;0;0;0
2020-09-01 04:30:00;3;6;7;1;7;6;3;0;3;4;0;0;0;0
2020-09-01 04:45:00;15;18;10;2;10;5;1;0;6;4;0;0;0;0
2020-09-01 05:00:00;28;36;15;3;12;5;3;1;9;13;0;0;0;0
2020-09-01 05:15:00;77;92;36;15;9;8;8;1;12;15;0;0;0;0
2020-09-01 05:30:00;95;57;41;18;18;22;18;8;12;18;0;0;0;0
2020-09-01 05:45:00;74;37;44;30;14;21;11;3;48;49;0;0;0;0
2020-09-01 06:00:00;49;27;42;18;19;14;14;4;44;59;0;0;0;0
2020-09-01 06:15:00;76;59;54;28;38;52;24;8;50;61;0;0;0;0
2020-09-01 06:30:00;122;80;80;51;54;43;20;9;35;44;0;0;0;0
2020-09-01 06:45:00;101;59;74;59;46;55;33;13;19;28;0;0;0;0
2020-09-01 07:00:00;79;65;76;48;40;46;25;12;17;13;0;0;0;0
2020-09-01 07:15:00;87;67;80;57;50;58;34;17;23;35;0;0;0;0
2020-09-01 07:30:00;105;78;82;49;62;59;40;23;40;48;0;0;0;0
2020-09-01 07:45:00;104;63;92;65;59;68;38;21;47;33;0;0;0;0
2020-09-01 08:00:00;89;59;78;56;53;56;34;20;32;24;0;0;0;0
2020-09-01 08:15:00;95;65;94;70;61;56;39;13;38;50;0;0;0;0
2020-09-01 08:30:00;76;50;81;35;50;55;44;17;38;36;0;0;0;0
2020-09-01 08:45:00;71;53;85;60;50;60;44;20;38;50;0;0;0;0
2020-09-01 09:00:00;42;36;65;48;36;40;25;12;38;29;0;0;0;0
2020-09-01 09:15:00;64;42;96;48;50;55;43;15;32;33;0;0;0;0
2020-09-01 09:30:00;46;35;86;49;71;44;33;12;28;34;0;0;0;0
2020-09-01 09:45:00;58;46;108;56;56;54;41;19;41;58;0;0;0;0
2020-09-01 10:00:00;52;37;79;49;62;40;33;15;30;34;0;0;0;0
2020-09-01 10:15:00;59;42;106;39;68;59;30;18;38;43;0;0;0;0
2020-09-01 10:30:00;59;42;104;49;57;54;31;16;36;41;0;0;0;0
2020-09-01 10:45:00;57;42;92;50;68;62;37;25;34;43;0;0;0;0
2020-09-01 11:00:00;46;34;91;38;66;67;35;16;38;48;0;0;0;0
2020-09-01 11:15:00;53;37;95;51;73;53;36;16;37;50;0;0;0;0
2020-09-01 11:30:00;64;33;91;55;66;49;38;16;50;54;0;0;0;0
2020-09-01 11:45:00;40;27;83;58;83;72;42;17;50;55;0;0;0;0
2020-09-01 12:00:00;42;44;78;54;73;68;32;21;35;35;0;0;0;0
2020-09-01 12:15:00;44;47;84;52;71;67;36;17;36;38;0;0;0;0
2020-09-01 12:30:00;58;43;83;49;87;68;31;11;40;42;0;0;0;0
2020-09-01 12:45:00;51;41;92;56;69;59;36;17;50;44;0;0;0;0
2020-09-01 13:00:00;74;62;89;55;68;58;34;17;41;44;0;0;0;0
2020-09-01 13:15:00;78;72;86;49;68;61;36;17;40;43;0;0;0;0
2020-09-01 13:30:00;101;75;101;69;72;57;36;25;40;48;0;0;0;0
2020-09-01 13:45:00;103;76;105;62;90;82;44;24;55;67;0;0;0;0
2020-09-01 14:00:00;69;53;80;46;67;56;33;15;43;58;0;0;0;0
2020-09-01 14:15:00;53;26;91;55;86;85;37;14;75;88;0;0;0;0
2020-09-01 14:30:00;66;33;95;42;77;76;37;20;87;98;0;0;0;0
2020-09-01 14:45:00;71;55;98;61;77;71;41;14;61;56;0;0;0;0
2020-09-01 15:00:00;57;37;90;56;84;76;44;14;59;61;0;0;0;0
2020-09-01 15:15:00;55;47;95;64;80;58;38;25;77;84;0;0;0;0
2020-09-01 15:30:00;57;43;102;61;72;82;41;17;73;59;0;0;0;0
2020-09-01 15:45:00;66;40;89;54;71;69;57;23;75;63;0;0;0;0
2020-09-01 16:00:00;39;49;94;66;83;78;38;15;80;76;0;0;0;0
2020-09-01 16:15:00;54;43;101;68;73;71;53;40;60;63;0;0;0;0
2020-09-01 16:30:00;71;40;96;67;63;62;43;34;58;48;0;0;0;0
2020-09-01 16:45:00;70;44;98;76;64;61;66;46;55;52;0;0;0;0
2020-09-01 17:00:00;65;45;91;70;76;88;59;32;65;56;0;0;0;0
2020-09-01 17:15:00;73;45;104;62;67;54;48;46;49;46;0;0;0;0
2020-09-01 17:30:00;67;43;90;64;78;67;43;35;68;60;0;0;0;0
2020-09-01 17:45:00;72;40;100;67;72;70;38;24;59;60;0;0;0;0
2020-09-01 18:00:00;65;36;89;62;91;66;49;25;58;66;0;0;0;0
2020-09-01 18:15:00;67;41;92;62;70;77;41;20;51;59;0;0;0;0
2020-09-01 18:30:00;46;34;73;50;75;59;33;17;45;51;0;0;0;0
2020-09-01 18:45:00;49;38;84;54;60;67;36;18;33;37;0;0;0;0
2020-09-01 19:00:00;34;30;61;39;60;53;29;17;33;36;0;0;0;0
2020-09-01 19:15:00;35;28;61;35;80;60;21;10;31;38;0;0;0;0
2020-09-01 19:30:00;29;28;59;38;69;59;32;12;30;36;0;0;0;0
2020-09-01 19:45:00;26;21;51;39;47;48;27;10;27;25;0;0;0;0
2020-09-01 20:00:00;34;26;52;23;75;58;24;13;36;36;0;0;0;0
2020-09-01 20:15:00;48;27;40;17;51;43;26;12;37;25;0;0;0;0
2020-09-01 20:30:00;37;38;40;17;44;38;23;10;20;32;0;0;0;0
2020-09-01 20:45:00;44;38;39;16;20;21;17;6;15;22;0;0;0;0
2020-09-01 21:00:00;63;55;39;16;34;30;20;7;18;23;0;0;0;0
2020-09-01 21:15:00;67;66;39;9;32;19;18;10;22;22;0;0;0;0
2020-09-01 21:30:00;34;30;22;15;36;26;14;7;13;23;0;0;0;0
2020-09-01 21:45:00;30;11;35;15;25;24;12;4;49;49;0;0;0;0
2020-09-01 22:00:00;21;14;36;13;43;31;14;5;62;86;0;0;0;0
2020-09-01 22:15:00;16;11;23;12;28;24;9;3;51;59;0;0;0;0
2020-09-01 22:30:00;22;7;18;5;27;24;10;3;14;15;0;0;0;0
2020-09-01 22:45:00;15;8;21;6;20;10;16;5;9;13;0;0;0;0
2020-09-01 23:00:00;12;18;26;8;21;10;6;0;7;12;0;0;0;0
2020-09-01 23:15:00;7;5;14;0;13;13;5;1;7;5;0;0;0;0
2020-09-01 23:30:00;9;7;12;3;13;13;5;1;8;3;0;0;0;0
