DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-05-02 00:00:00;4;7;8;2;0;0;0;4;10;4;1;5;1;1;0;4;0
2020-05-02 00:15:00;2;20;7;1;0;1;0;5;9;1;1;2;3;1;4;1;0
2020-05-02 00:30:00;1;9;7;0;0;0;0;2;9;2;2;8;7;1;0;0;0
2020-05-02 00:45:00;3;9;3;0;1;0;0;5;6;3;0;2;2;1;1;1;0
2020-05-02 01:00:00;3;4;4;0;0;0;3;4;6;1;0;3;4;1;3;0;0
2020-05-02 01:15:00;1;5;1;2;0;0;1;5;9;2;0;4;1;0;0;1;0
2020-05-02 01:30:00;4;3;3;1;0;0;1;1;2;3;0;1;4;1;9;2;0
2020-05-02 01:45:00;4;4;1;0;0;0;0;2;5;1;0;5;3;1;11;0;0
2020-05-02 02:00:00;6;9;1;0;0;0;0;0;3;5;1;0;1;1;1;0;0
2020-05-02 02:15:00;0;1;3;0;0;0;0;3;3;2;1;5;2;0;1;0;0
2020-05-02 02:30:00;4;3;4;0;0;0;0;3;1;1;0;2;2;1;0;0;0
2020-05-02 02:45:00;4;3;1;0;0;0;0;0;1;1;0;0;2;0;0;0;0
2020-05-02 03:00:00;2;2;3;0;0;0;0;0;2;0;0;1;2;2;0;0;0
2020-05-02 03:15:00;1;4;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0
2020-05-02 03:30:00;1;2;1;0;0;0;0;0;4;1;0;0;1;1;0;0;0
2020-05-02 03:45:00;1;2;0;0;0;0;0;0;3;1;0;2;1;2;0;0;0
2020-05-02 04:00:00;0;1;0;0;0;0;2;3;0;2;0;1;3;0;0;1;0
2020-05-02 04:15:00;10;8;0;0;0;0;0;2;1;1;1;2;4;1;0;0;0
2020-05-02 04:30:00;6;2;0;0;0;0;0;0;1;1;0;2;3;1;0;0;0
2020-05-02 04:45:00;4;5;0;0;0;0;0;4;3;2;1;7;1;0;1;0;0
2020-05-02 05:00:00;4;2;0;0;0;0;0;6;4;4;0;3;4;1;2;0;0
2020-05-02 05:15:00;2;11;2;0;0;0;0;6;4;2;0;6;25;0;0;0;0
2020-05-02 05:30:00;7;21;10;0;0;0;0;12;6;6;2;4;16;5;0;1;0
2020-05-02 05:45:00;9;13;9;0;0;0;0;11;9;7;1;11;9;1;3;0;0
2020-05-02 06:00:00;8;14;5;1;0;1;0;9;10;4;0;8;5;4;0;0;0
2020-05-02 06:15:00;18;14;13;0;0;0;0;7;14;10;1;10;2;1;3;0;0
2020-05-02 06:30:00;14;19;8;0;0;0;1;12;12;7;1;11;7;3;1;0;0
2020-05-02 06:45:00;7;18;8;1;0;0;0;14;14;8;0;7;11;1;0;1;0
2020-05-02 07:00:00;14;18;13;1;0;0;0;17;18;1;2;10;7;3;0;3;0
2020-05-02 07:15:00;22;27;21;0;0;0;0;25;19;6;4;11;11;7;6;0;0
2020-05-02 07:30:00;21;27;12;0;0;0;2;16;22;8;0;9;17;10;2;2;0
2020-05-02 07:45:00;30;37;33;1;0;0;2;20;25;18;7;15;12;11;5;4;0
2020-05-02 08:00:00;27;36;15;4;0;0;0;24;24;13;5;11;19;2;0;8;0
2020-05-02 08:15:00;29;42;17;1;0;0;1;24;32;13;7;20;23;12;10;3;0
2020-05-02 08:30:00;36;43;28;4;0;0;1;37;32;20;14;28;25;15;4;13;0
2020-05-02 08:45:00;38;58;41;6;0;0;2;57;38;25;14;36;23;16;12;10;0
2020-05-02 09:00:00;56;49;30;8;0;1;0;40;44;15;11;25;22;11;8;11;0
2020-05-02 09:15:00;55;58;44;9;0;2;2;62;61;20;12;34;29;13;9;19;0
2020-05-02 09:30:00;56;71;53;13;1;3;4;48;48;19;17;41;44;36;30;20;0
2020-05-02 09:45:00;83;87;60;26;0;6;5;55;64;35;18;48;43;19;15;32;0
2020-05-02 10:00:00;66;92;74;21;0;7;8;65;62;40;26;48;41;25;4;34;0
2020-05-02 10:15:00;83;61;49;12;1;7;3;66;66;33;26;67;48;35;15;19;0
2020-05-02 10:30:00;88;81;64;33;0;6;8;75;79;31;25;60;53;50;24;50;0
2020-05-02 10:45:00;85;80;66;21;2;7;5;82;107;47;30;56;56;40;17;37;0
2020-05-02 11:00:00;88;79;67;20;3;14;14;64;65;40;31;74;58;46;18;31;0
2020-05-02 11:15:00;84;78;58;11;1;8;10;74;68;37;30;59;66;45;10;28;0
2020-05-02 11:30:00;97;85;74;19;2;13;8;79;83;42;30;72;61;44;10;34;0
2020-05-02 11:45:00;98;73;58;25;3;10;13;78;85;42;24;73;49;41;16;39;0
2020-05-02 12:00:00;85;84;75;11;0;15;13;76;69;47;29;66;52;43;19;22;0
2020-05-02 12:15:00;84;90;75;13;0;8;4;93;87;46;29;63;46;37;17;31;0
2020-05-02 12:30:00;84;79;60;23;0;9;10;116;71;31;23;83;64;46;11;36;0
2020-05-02 12:45:00;86;93;76;14;4;10;12;62;78;42;30;91;46;37;15;26;0
2020-05-02 13:00:00;114;73;68;14;1;6;5;73;73;43;36;68;50;36;8;28;0
2020-05-02 13:15:00;86;79;57;21;2;9;10;79;87;40;31;68;55;45;7;38;0
2020-05-02 13:30:00;102;83;67;15;3;10;6;61;79;40;31;73;49;47;26;23;0
2020-05-02 13:45:00;79;93;72;17;1;11;4;87;96;52;26;65;41;33;12;23;0
2020-05-02 14:00:00;95;90;74;13;0;8;15;88;87;43;31;81;49;25;5;28;0
2020-05-02 14:15:00;81;76;46;19;0;4;5;82;89;47;30;69;49;41;4;31;0
2020-05-02 14:30:00;80;81;67;10;0;7;6;63;69;38;22;84;54;31;13;25;0
2020-05-02 14:45:00;67;94;58;17;1;12;7;59;73;44;25;67;45;40;22;31;0
2020-05-02 15:00:00;72;68;50;18;1;12;4;55;72;38;17;62;52;42;33;30;0
2020-05-02 15:15:00;91;82;53;15;1;5;6;59;73;42;22;72;46;34;19;19;0
2020-05-02 15:30:00;72;83;58;13;1;8;4;78;73;43;32;65;49;28;6;28;0
2020-05-02 15:45:00;74;72;50;16;0;5;9;80;63;34;13;61;34;32;6;25;0
2020-05-02 16:00:00;69;75;55;12;1;7;3;72;71;38;21;66;51;28;21;21;0
2020-05-02 16:15:00;83;70;42;17;0;12;9;54;74;40;26;69;42;33;9;26;0
2020-05-02 16:30:00;63;64;46;14;1;5;4;50;69;37;25;47;43;40;11;22;0
2020-05-02 16:45:00;69;68;50;10;1;7;4;49;69;31;20;54;43;32;12;18;0
2020-05-02 17:00:00;56;70;59;10;0;8;6;86;70;37;23;55;45;28;14;22;0
2020-05-02 17:15:00;59;78;46;8;4;3;5;105;108;33;19;52;39;26;19;13;0
2020-05-02 17:30:00;53;80;69;12;1;3;6;77;60;34;17;66;41;30;12;21;0
2020-05-02 17:45:00;53;69;55;4;0;9;5;57;75;20;9;62;31;26;6;8;0
2020-05-02 18:00:00;55;56;40;2;4;4;12;48;65;25;13;58;31;29;1;4;0
2020-05-02 18:15:00;51;58;46;4;2;8;7;46;61;28;5;53;32;23;5;5;0
2020-05-02 18:30:00;46;66;49;1;2;4;3;47;66;17;11;37;28;20;16;4;0
2020-05-02 18:45:00;37;60;47;1;0;2;3;81;65;25;17;51;31;19;6;2;0
2020-05-02 19:00:00;37;54;40;3;0;2;2;91;44;18;12;32;26;14;17;3;0
2020-05-02 19:15:00;31;52;41;2;0;3;0;51;56;18;7;36;29;20;8;5;0
2020-05-02 19:30:00;31;57;32;8;1;1;3;40;44;16;11;28;22;15;16;9;0
