DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-11-19 00:00:00;8;4;0;0;9;4;2;2;1;0;7;3;7;14;6;0;0
2019-11-19 00:15:00;10;4;0;0;10;4;2;2;1;0;11;5;4;14;4;0;0
2019-11-19 00:30:00;9;5;0;0;9;7;3;3;4;0;8;5;7;16;7;0;0
2019-11-19 00:45:00;9;2;0;0;9;3;2;3;3;0;10;5;3;12;3;0;0
2019-11-19 01:00:00;11;1;0;0;7;2;2;2;0;0;10;1;1;8;3;0;0
2019-11-19 01:15:00;6;1;0;0;10;1;1;1;0;0;6;1;1;11;1;0;0
2019-11-19 01:30:00;6;3;0;0;13;3;0;0;0;0;7;3;3;14;3;0;0
2019-11-19 01:45:00;6;0;0;0;11;2;0;0;0;0;5;0;2;13;2;0;0
2019-11-19 02:00:00;2;2;0;0;3;1;0;0;0;0;2;2;1;4;1;0;0
2019-11-19 02:15:00;9;2;0;0;4;1;1;1;1;0;9;2;1;5;1;0;0
2019-11-19 02:30:00;10;1;0;0;4;0;0;0;0;0;10;1;0;4;0;0;0
2019-11-19 02:45:00;6;1;0;0;6;2;0;0;0;0;5;1;2;8;2;0;0
2019-11-19 03:00:00;7;3;0;1;6;3;2;2;0;0;6;3;3;9;3;0;0
2019-11-19 03:15:00;10;4;0;1;12;4;1;1;1;0;10;5;5;15;5;0;0
2019-11-19 03:30:00;8;4;1;0;8;0;0;0;0;0;8;4;0;7;0;0;0
2019-11-19 03:45:00;12;3;1;0;7;0;0;0;0;0;11;3;0;7;0;0;0
2019-11-19 04:00:00;9;3;0;0;11;2;0;0;0;0;10;2;2;13;2;0;0
2019-11-19 04:15:00;12;3;0;1;13;1;0;0;0;0;13;2;0;11;0;0;0
2019-11-19 04:30:00;29;6;1;2;15;2;3;2;2;1;26;7;1;16;2;0;0
2019-11-19 04:45:00;35;16;0;1;26;12;1;0;0;2;35;15;9;33;9;0;0
2019-11-19 05:00:00;26;14;2;0;30;14;2;2;2;0;25;14;12;45;12;0;0
2019-11-19 05:15:00;37;25;1;0;47;28;2;2;1;3;32;27;23;66;23;0;0
2019-11-19 05:30:00;65;37;2;1;54;23;3;3;3;1;60;40;23;71;23;2;0
2019-11-19 05:45:00;75;67;1;6;77;48;3;3;3;8;68;66;40;107;40;0;0
2019-11-19 06:00:00;67;48;5;0;87;58;6;6;5;5;62;46;60;123;60;0;0
2019-11-19 06:15:00;96;73;2;1;85;62;2;3;1;1;80;79;65;127;64;0;0
2019-11-19 06:30:00;129;137;2;0;100;68;11;11;9;1;105;142;68;152;68;0;0
2019-11-19 06:45:00;142;185;3;0;122;85;6;8;7;1;114;189;80;185;82;0;4
2019-11-19 07:00:00;112;159;1;2;114;95;20;20;8;2;99;161;91;172;92;0;0
2019-11-19 07:15:00;129;169;0;2;129;115;8;8;5;5;115;172;116;211;116;0;3
2019-11-19 07:30:00;136;173;2;0;113;94;7;9;5;4;119;179;86;181;84;0;0
2019-11-19 07:45:00;
2019-11-19 08:00:00;
2019-11-19 08:15:00;
2019-11-19 08:30:00;
2019-11-19 08:45:00;
2019-11-19 09:00:00;
2019-11-19 09:15:00;51;46;0;0;29;22;2;2;4;1;43;44;22;49;22;0;0
2019-11-19 09:30:00;129;121;3;1;116;85;18;19;6;5;123;125;85;178;83;0;1
2019-11-19 09:45:00;123;131;6;4;120;95;18;16;9;9;108;136;97;191;96;0;3
2019-11-19 10:00:00;85;76;1;0;96;63;9;8;7;1;78;78;61;141;58;0;0
2019-11-19 10:15:00;124;114;2;0;125;78;20;20;9;4;109;117;87;187;82;0;5
2019-11-19 10:30:00;120;142;2;0;126;78;27;27;13;3;111;141;67;177;75;6;0
2019-11-19 10:45:00;112;111;3;2;129;87;14;14;7;1;95;118;88;191;90;0;3
2019-11-19 11:00:00;107;122;1;1;127;80;23;24;15;2;110;119;87;185;84;0;0
2019-11-19 11:15:00;119;111;0;2;129;85;19;19;9;0;107;115;101;198;102;14;9
2019-11-19 11:30:00;91;122;2;1;137;94;14;15;8;6;80;131;89;199;89;0;4
2019-11-19 11:45:00;115;107;3;7;118;85;16;16;14;6;112;107;85;177;83;3;1
2019-11-19 12:00:00;117;125;0;5;143;78;29;28;16;4;104;137;88;206;89;1;19
2019-11-19 12:15:00;104;114;2;1;118;114;17;18;9;5;103;113;114;202;114;0;0
2019-11-19 12:30:00;106;116;0;1;145;87;14;14;9;3;93;123;97;209;95;12;0
2019-11-19 12:45:00;115;123;2;2;135;81;19;19;2;1;102;121;78;181;76;16;0
2019-11-19 13:00:00;92;96;1;2;143;103;20;20;7;4;79;92;102;218;104;13;0
2019-11-19 13:15:00;134;132;1;1;142;100;19;21;11;1;108;136;102;204;101;5;0
2019-11-19 13:30:00;102;117;1;0;141;92;25;23;15;1;89;127;90;213;89;1;2
2019-11-19 13:45:00;110;113;0;1;142;104;31;31;17;5;100;120;100;218;98;0;0
2019-11-19 14:00:00;124;121;0;2;138;82;15;16;11;1;112;123;91;188;88;2;1
2019-11-19 14:15:00;125;139;0;2;144;123;22;22;14;6;114;146;125;236;120;0;4
2019-11-19 14:30:00;135;141;1;3;149;110;22;22;12;6;117;143;113;222;110;0;0
2019-11-19 14:45:00;139;141;4;2;129;119;27;27;9;3;135;146;119;218;122;0;0
2019-11-19 15:00:00;129;119;7;0;150;98;27;28;10;3;128;122;105;218;104;9;0
2019-11-19 15:15:00;128;137;7;1;152;128;18;18;7;3;119;139;131;241;131;1;0
2019-11-19 15:30:00;150;156;6;4;177;137;25;27;15;4;143;155;137;275;138;2;1
2019-11-19 15:45:00;156;147;2;1;183;142;14;14;9;0;142;157;147;274;149;0;0
2019-11-19 16:00:00;135;154;0;1;203;147;49;49;16;2;130;153;143;292;148;0;5
2019-11-19 16:15:00;160;149;2;1;212;172;38;38;20;1;138;151;173;306;175;3;8
2019-11-19 16:30:00;141;123;0;0;244;150;50;51;25;2;132;123;155;311;158;1;13
2019-11-19 16:45:00;139;157;3;0;207;152;38;37;25;1;118;161;149;298;153;0;2
2019-11-19 17:00:00;145;128;2;1;225;187;35;35;21;2;141;133;191;314;193;0;2
2019-11-19 17:15:00;169;150;2;2;212;171;37;38;23;4;153;157;173;303;171;0;0
2019-11-19 17:30:00;125;127;1;4;209;151;20;21;12;4;115;133;162;298;159;0;0
2019-11-19 17:45:00;116;117;1;2;184;111;21;21;8;8;102;122;116;248;116;0;1
2019-11-19 18:00:00;100;91;1;5;181;104;17;17;10;5;93;95;111;250;113;0;0
2019-11-19 18:15:00;111;99;0;3;182;100;18;18;7;1;104;104;111;252;113;0;2
2019-11-19 18:30:00;84;86;0;2;161;103;7;7;3;1;80;88;110;220;111;2;42
2019-11-19 18:45:00;80;76;0;0;117;75;4;4;2;0;76;71;79;178;79;0;1
2019-11-19 19:00:00;61;43;0;0;120;62;11;11;3;1;59;45;65;168;65;0;0
2019-11-19 19:15:00;68;59;1;0;99;49;2;2;2;4;60;67;51;138;53;2;0
2019-11-19 19:30:00;48;62;0;0;95;38;10;9;3;1;46;62;43;128;42;3;0
2019-11-19 19:45:00;48;41;0;1;87;54;9;9;4;2;44;42;62;139;62;0;0
2019-11-19 20:00:00;52;30;0;0;91;30;6;6;4;2;48;31;33;113;33;0;0
2019-11-19 20:15:00;52;40;0;0;74;27;13;14;8;1;48;41;30;98;30;0;0
2019-11-19 20:30:00;46;30;0;0;40;18;5;5;0;0;46;29;19;56;19;0;0
2019-11-19 20:45:00;36;23;0;0;45;16;4;3;1;1;33;23;15;59;15;0;0
2019-11-19 21:00:00;33;28;0;0;47;24;5;5;2;1;34;28;24;67;24;0;0
2019-11-19 21:15:00;40;23;0;0;46;22;5;5;1;0;40;22;23;65;22;0;0
2019-11-19 21:30:00;38;19;0;0;46;14;3;3;1;0;35;20;12;58;12;0;0
2019-11-19 21:45:00;39;24;0;0;33;13;0;0;0;2;36;25;14;46;14;0;0
2019-11-19 22:00:00;34;30;0;0;36;17;2;2;1;2;34;28;18;48;17;0;0
2019-11-19 22:15:00;53;30;0;0;35;16;1;2;0;1;53;31;16;48;16;0;0
2019-11-19 22:30:00;25;28;0;0;23;8;1;0;0;0;23;30;11;30;10;0;0
2019-11-19 22:45:00;24;18;2;0;20;14;2;2;1;0;26;18;15;33;14;0;0
2019-11-19 23:00:00;18;9;0;2;20;13;2;3;0;2;17;10;14;30;14;0;0
2019-11-19 23:15:00;21;8;0;0;31;8;2;2;1;1;19;8;7;40;7;0;0
2019-11-19 23:30:00;14;10;0;0;16;8;1;1;0;0;14;11;8;24;8;0;0
2019-11-19 23:45:00;18;7;0;0;12;6;2;2;1;1;15;7;7;18;6;0;0
