DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-08-23 00:00:00;8;21;0;11;15;3;7;0;0;0;0;0;0;0
2019-08-23 00:15:00;13;13;0;8;16;4;9;0;0;0;0;0;0;0
2019-08-23 00:30:00;14;16;0;5;12;1;2;0;0;0;0;0;0;0
2019-08-23 00:45:00;6;11;0;8;9;0;3;0;0;0;0;0;0;0
2019-08-23 01:00:00;6;5;0;14;13;3;1;0;0;0;0;0;0;0
2019-08-23 01:15:00;10;11;0;2;12;1;3;0;0;0;0;0;0;0
2019-08-23 01:30:00;5;11;0;5;5;1;4;0;0;0;0;0;0;0
2019-08-23 01:45:00;4;5;0;4;12;2;3;0;0;0;0;0;0;0
2019-08-23 02:00:00;2;3;0;1;13;6;2;0;0;1;0;0;0;0
2019-08-23 02:15:00;5;6;0;4;8;0;1;0;0;0;0;0;0;0
2019-08-23 02:30:00;5;7;0;6;5;1;0;0;0;0;0;0;0;0
2019-08-23 02:45:00;4;5;0;5;6;3;0;0;0;0;0;0;0;0
2019-08-23 03:00:00;7;6;0;7;9;1;2;0;0;0;0;0;0;0
2019-08-23 03:15:00;4;3;0;3;2;1;0;0;0;0;0;0;0;0
2019-08-23 03:30:00;5;3;0;4;6;0;1;0;0;0;0;0;0;0
2019-08-23 03:45:00;3;7;0;3;7;0;0;0;0;0;0;0;0;0
2019-08-23 04:00:00;6;6;0;10;11;2;0;0;0;0;0;0;0;0
2019-08-23 04:15:00;5;8;0;6;15;0;0;0;0;0;0;0;0;0
2019-08-23 04:30:00;11;14;0;6;10;1;1;0;0;0;0;0;0;0
2019-08-23 04:45:00;15;13;0;9;20;5;2;0;0;0;0;0;0;0
2019-08-23 05:00:00;16;21;0;14;31;3;2;0;0;1;0;0;0;0
2019-08-23 05:15:00;36;37;0;13;27;3;2;0;0;0;1;0;0;0
2019-08-23 05:30:00;55;99;0;23;49;4;2;0;0;1;0;0;0;0
2019-08-23 05:45:00;66;108;0;26;42;5;5;0;0;5;0;0;0;0
2019-08-23 06:00:00;52;75;0;25;40;11;1;0;0;0;0;0;0;0
2019-08-23 06:15:00;65;107;1;36;48;19;7;0;0;8;0;0;0;0
2019-08-23 06:30:00;121;166;0;52;80;28;10;0;0;3;1;0;1;0
2019-08-23 06:45:00;106;139;0;62;65;30;12;0;0;3;0;2;5;0
2019-08-23 07:00:00;95;151;0;45;67;32;13;0;0;7;0;0;0;0
2019-08-23 07:15:00;108;149;0;57;78;42;8;0;0;11;1;0;1;0
2019-08-23 07:30:00;113;159;0;67;91;42;16;0;0;5;1;0;0;0
2019-08-23 07:45:00;101;145;0;75;85;46;21;0;0;12;0;1;1;0
2019-08-23 08:00:00;97;132;0;55;65;44;12;0;0;9;0;0;0;0
2019-08-23 08:15:00;97;139;2;64;84;39;20;0;0;13;0;1;4;2
2019-08-23 08:30:00;105;136;0;69;74;47;14;0;0;12;1;5;0;0
2019-08-23 08:45:00;98;142;0;75;93;46;21;0;0;17;3;12;4;0
2019-08-23 09:00:00;91;149;2;53;85;38;19;0;0;12;5;1;0;0
2019-08-23 09:15:00;91;141;1;72;96;55;18;0;0;6;7;0;1;1
2019-08-23 09:30:00;88;130;0;70;77;63;16;0;0;9;1;2;12;6
2019-08-23 09:45:00;85;131;6;82;96;62;18;0;0;15;1;2;4;0
2019-08-23 10:00:00;78;123;2;65;88;51;15;0;0;16;1;0;24;1
2019-08-23 10:15:00;72;140;0;82;104;64;23;0;0;12;3;0;13;1
2019-08-23 10:30:00;81;136;4;75;94;56;17;0;0;9;6;0;13;6
2019-08-23 10:45:00;103;147;4;90;102;58;21;0;0;10;5;2;17;19
2019-08-23 11:00:00;85;138;2;97;103;51;22;0;0;8;5;18;3;8
2019-08-23 11:15:00;82;132;1;96;96;53;29;0;0;22;5;0;0;0
2019-08-23 11:30:00;94;148;1;80;110;49;23;0;0;15;12;4;1;2
2019-08-23 11:45:00;90;145;6;95;118;62;29;0;0;21;4;12;8;9
2019-08-23 12:00:00;88;138;4;92;121;53;26;0;0;15;11;1;15;10
2019-08-23 12:15:00;102;145;6;126;126;73;26;0;0;13;1;3;11;20
2019-08-23 12:30:00;89;154;5;105;123;51;40;0;0;8;22;16;3;5
2019-08-23 12:45:00;77;142;6;122;128;61;29;0;0;16;19;4;4;6
2019-08-23 13:00:00;68;146;5;109;118;43;29;0;0;12;1;3;3;2
2019-08-23 13:15:00;105;150;2;109;113;41;28;0;0;6;7;1;3;0
