DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-12-24 00:00:00;1;1;0;0;1;1;0;0;1;0;1240;0;0
2020-12-24 00:15:00;1;0;0;0;4;3;1;1;1;0;455;0;0
2020-12-24 00:30:00;0;0;0;0;2;2;2;1;0;0;148;0;0
2020-12-24 00:45:00;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-24 01:00:00;1;1;0;0;3;2;3;1;0;0;302;0;0
2020-12-24 01:15:00;0;1;0;0;0;0;1;0;1;0;959;0;0
2020-12-24 01:30:00;0;0;0;0;0;0;1;0;0;0;329;0;0
2020-12-24 01:45:00;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-24 02:00:00;4;1;0;0;0;0;0;0;1;0;18;0;0
2020-12-24 02:15:00;1;1;0;0;0;0;0;0;0;0;12;0;0
2020-12-24 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:45:00;1;1;0;0;0;0;2;2;0;0;0;0;0
2020-12-24 03:00:00;1;2;0;0;0;0;0;1;3;0;0;0;1
2020-12-24 03:15:00;0;0;0;0;2;1;0;1;2;0;402;0;0
2020-12-24 03:30:00;1;1;0;0;3;2;3;0;0;0;2313;0;0
2020-12-24 03:45:00;0;0;0;0;1;1;0;0;1;0;2296;0;0
2020-12-24 04:00:00;0;0;0;0;0;0;2;1;0;1;1475;0;0
2020-12-24 04:15:00;0;0;0;0;1;0;5;4;2;1;336;0;0
2020-12-24 04:30:00;1;0;0;0;2;1;0;0;0;0;1449;0;0
2020-12-24 04:45:00;2;0;0;0;4;2;2;2;2;2;952;0;0
2020-12-24 05:00:00;1;2;0;0;4;6;4;2;1;0;220;0;0
2020-12-24 05:15:00;0;1;0;0;5;6;8;5;4;3;762;0;0
2020-12-24 05:30:00;1;0;0;0;5;5;18;5;11;0;895;1;0
2020-12-24 05:45:00;4;3;0;0;5;8;7;3;2;7;1400;0;0
2020-12-24 06:00:00;5;2;0;1;7;6;5;2;4;2;3;0;0
2020-12-24 06:15:00;3;5;0;0;10;4;9;9;5;1;990;0;30
2020-12-24 06:30:00;1;3;0;0;5;7;13;9;11;5;1334;0;0
2020-12-24 06:45:00;5;5;0;0;12;10;9;3;8;3;772;0;0
2020-12-24 07:00:00;7;6;2;0;10;11;5;4;9;7;849;0;2
2020-12-24 07:15:00;5;4;0;0;12;12;8;5;6;3;822;0;1
2020-12-24 07:30:00;1;3;0;2;8;7;17;7;5;6;1951;0;1
2020-12-24 07:45:00;2;2;0;1;7;8;16;10;7;6;66;0;1
2020-12-24 08:00:00;8;2;0;1;14;11;20;3;10;1;1208;0;3
2020-12-24 08:15:00;8;5;0;0;19;17;15;5;7;4;0;0;1
2020-12-24 08:30:00;5;1;0;1;21;17;16;6;18;6;3;0;0
2020-12-24 08:45:00;6;3;0;1;17;24;20;7;11;6;102;1;0
2020-12-24 09:00:00;6;6;0;0;22;19;21;11;19;8;95;1;1
2020-12-24 09:15:00;12;9;0;2;30;25;26;10;10;4;1;0;0
2020-12-24 09:30:00;12;11;1;1;37;30;27;8;23;13;11;1;0
2020-12-24 09:45:00;4;2;0;1;35;32;29;11;21;17;3;0;1
2020-12-24 10:00:00;14;10;0;0;41;46;34;13;13;10;9;0;0
2020-12-24 10:15:00;11;11;0;2;36;45;32;15;22;7;5;0;0
2020-12-24 10:30:00;9;6;1;5;42;41;40;17;15;7;7;0;0
2020-12-24 10:45:00;14;9;1;0;29;47;33;17;24;9;4;0;0
2020-12-24 11:00:00;21;12;2;3;38;40;48;18;24;8;13;0;0
2020-12-24 11:15:00;16;10;1;3;49;49;35;15;20;8;4;0;0
2020-12-24 11:30:00;14;14;1;2;45;54;31;18;19;13;3;0;1
2020-12-24 11:45:00;11;6;1;0;39;63;39;22;23;12;21;0;1
2020-12-24 12:00:00;9;5;0;0;52;53;43;17;23;16;6;1;0
2020-12-24 12:15:00;14;10;1;3;49;52;45;20;27;13;7;0;0
2020-12-24 12:30:00;10;12;1;2;45;55;31;12;18;9;160;0;0
2020-12-24 12:45:00;13;13;0;2;43;56;46;11;23;13;5;2;0
2020-12-24 13:00:00;13;7;0;2;45;53;49;18;27;12;5;0;0
2020-12-24 13:15:00;6;17;0;1;48;52;40;12;21;5;5;0;0
2020-12-24 13:30:00;10;6;3;1;45;48;45;22;27;17;11;0;0
2020-12-24 13:45:00;10;8;1;4;43;57;37;21;22;12;4;0;0
2020-12-24 14:00:00;18;17;1;2;43;60;37;24;23;9;6;1;1
2020-12-24 14:15:00;17;14;0;2;45;47;43;16;20;17;5;0;1
2020-12-24 14:30:00;8;12;0;1;37;53;41;17;13;11;43;0;0
2020-12-24 14:45:00;9;15;0;2;48;50;35;13;26;12;96;1;1
2020-12-24 15:00:00;14;12;0;2;39;38;47;16;27;14;168;0;1
2020-12-24 15:15:00;15;10;0;1;35;40;25;18;13;10;452;0;0
2020-12-24 15:30:00;12;4;1;0;35;38;35;11;14;15;6;2;1
2020-12-24 15:45:00;7;4;0;3;42;41;34;23;20;16;5;0;0
2020-12-24 16:00:00;11;8;1;1;24;25;34;13;19;4;1;0;1
2020-12-24 16:15:00;9;4;0;3;34;32;32;19;19;5;4;2;2
2020-12-24 16:30:00;12;8;1;2;33;24;38;13;18;11;1113;0;1
2020-12-24 16:45:00;10;4;0;3;35;35;30;14;16;9;265;0;0
2020-12-24 17:00:00;6;2;0;1;26;30;28;14;15;12;583;0;0
2020-12-24 17:15:00;9;5;0;2;30;21;17;6;13;5;126;1;3
2020-12-24 17:30:00;11;6;0;1;21;23;16;3;9;5;788;0;2
