DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-08-04 00:00:00;3;0;2;3;4
2020-08-04 00:15:00;3;2;3;5;1
2020-08-04 00:30:00;1;0;0;3;0
2020-08-04 00:45:00;1;0;2;1;0
2020-08-04 01:00:00;2;0;2;1;0
2020-08-04 01:15:00;2;0;0;0;1
2020-08-04 01:30:00;1;0;0;0;1
2020-08-04 01:45:00;0;0;1;1;1
2020-08-04 02:00:00;1;0;0;0;0
2020-08-04 02:15:00;1;0;0;0;0
2020-08-04 02:30:00;2;0;0;0;2
2020-08-04 02:45:00;0;0;0;0;1
2020-08-04 03:00:00;0;0;0;0;2
2020-08-04 03:15:00;0;0;0;0;0
2020-08-04 03:30:00;0;0;0;0;0
2020-08-04 03:45:00;0;1;0;255;0
2020-08-04 04:00:00;1;0;0;3;0
2020-08-04 04:15:00;0;0;0;0;0
2020-08-04 04:30:00;0;0;0;1;1
2020-08-04 04:45:00;2;0;0;3;2
2020-08-04 05:00:00;3;0;0;1;1
2020-08-04 05:15:00;5;0;0;2;5
2020-08-04 05:30:00;3;1;0;5;8
2020-08-04 05:45:00;12;3;1;277;15
2020-08-04 06:00:00;11;7;2;7;11
2020-08-04 06:15:00;21;2;4;10;27
2020-08-04 06:30:00;28;11;7;21;26
2020-08-04 06:45:00;50;7;5;25;28
2020-08-04 07:00:00;47;10;9;21;46
2020-08-04 07:15:00;46;17;5;11;41
2020-08-04 07:30:00;42;15;8;26;51
2020-08-04 07:45:00;47;10;9;39;61
2020-08-04 08:00:00;43;15;13;22;56
2020-08-04 08:15:00;50;13;8;28;37
2020-08-04 08:30:00;43;23;11;34;46
2020-08-04 08:45:00;39;19;13;34;47
2020-08-04 09:00:00;39;12;13;26;43
2020-08-04 09:15:00;38;18;15;28;46
2020-08-04 09:30:00;54;12;11;25;46
2020-08-04 09:45:00;35;21;8;29;57
2020-08-04 10:00:00;30;20;12;26;46
2020-08-04 10:15:00;39;17;15;33;46
2020-08-04 10:30:00;35;14;18;30;64
2020-08-04 10:45:00;37;12;17;41;60
2020-08-04 11:00:00;55;19;11;27;50
2020-08-04 11:15:00;33;23;15;30;56
2020-08-04 11:30:00;39;18;16;22;53
2020-08-04 11:45:00;33;18;20;38;51
2020-08-04 12:00:00;38;8;10;30;58
2020-08-04 12:15:00;40;18;14;27;63
2020-08-04 12:30:00;49;19;11;28;45
2020-08-04 12:45:00;40;11;20;38;86
2020-08-04 13:00:00;40;12;14;25;52
2020-08-04 13:15:00;46;16;10;23;50
2020-08-04 13:30:00;40;17;22;31;53
2020-08-04 13:45:00;51;10;21;33;51
2020-08-04 14:00:00;50;13;13;29;65
2020-08-04 14:15:00;49;20;22;21;84
2020-08-04 14:30:00;47;14;15;27;72
2020-08-04 14:45:00;54;18;18;28;59
2020-08-04 15:00:00;63;13;16;31;55
2020-08-04 15:15:00;43;11;17;38;74
2020-08-04 15:30:00;67;12;13;41;74
2020-08-04 15:45:00;58;22;20;39;89
2020-08-04 16:00:00;65;19;27;34;92
2020-08-04 16:15:00;49;11;25;29;86
2020-08-04 16:30:00;54;15;25;34;84
2020-08-04 16:45:00;45;13;18;38;116
2020-08-04 17:00:00;66;8;25;37;91
2020-08-04 17:15:00;66;12;17;40;67
2020-08-04 17:30:00;55;9;18;32;81
2020-08-04 17:45:00;35;15;17;33;64
2020-08-04 18:00:00;32;12;18;34;74
2020-08-04 18:15:00;42;8;18;32;55
2020-08-04 18:30:00;36;11;20;20;63
2020-08-04 18:45:00;26;6;11;26;56
2020-08-04 19:00:00;25;9;9;20;44
2020-08-04 19:15:00;27;6;15;19;44
2020-08-04 19:30:00;27;8;9;13;36
2020-08-04 19:45:00;22;8;5;15;34
2020-08-04 20:00:00;30;11;8;10;35
2020-08-04 20:15:00;24;8;5;13;19
2020-08-04 20:30:00;25;5;5;12;33
2020-08-04 20:45:00;25;2;4;7;17
2020-08-04 21:00:00;19;5;9;8;15
2020-08-04 21:15:00;17;4;5;9;21
2020-08-04 21:30:00;17;2;8;14;18
2020-08-04 21:45:00;21;4;5;6;14
2020-08-04 22:00:00;14;3;5;6;11
2020-08-04 22:15:00;18;1;3;8;12
2020-08-04 22:30:00;11;2;3;13;8
2020-08-04 22:45:00;15;1;2;2;14
2020-08-04 23:00:00;6;3;7;7;5
2020-08-04 23:15:00;4;0;0;4;8
2020-08-04 23:30:00;3;1;4;4;5
